"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118"
0.920734305405571,0.194679207772007,0.111862033861686,0,0.655212950775074,0.196939938650343,0.920107198223128,0.53529193178077,0.42969045078462,0.556029357206752,0.276130709276287,0.553715583613787,0.318796914424206,0.559970380029521,0.195968943083562,0.421145124399842,0.264932693338888,0.426466667191159,0.332026025487199,0.540378134620783,0.49468312563809,0.379198973127131,0.280875302382028,0.40439904746265,0.487753998595104,0.448880130715055,0.560852777068494,0.371809816728004,0.45132848652608,0.534950572982093,0.314846795145687,0.649066512512666,0.285025101296271,0.503465390980827,0.585004350736054,0.243183056675831,0.339379313980786,0.309370922367893,0.230302329219791,0.53938414321442,0.320962951379238,0.593748829191529,0.376881745521466,0.506717517993613,0.569727276916814,0.405864493627358,0.309008673350181,0.441911393241989,0.169631394713319,0.530522089029254,0.613502560105189,0.29367384812018,0.630618758744095,0.377265640421047,0.523202451991261,0.430365054094373,0.510707191479551,0.21539935893476,0.297045242019965,0.351780002496393,0.316922903013288,0.633782809379008,0.564335842986762,0.175075362756419,0.402177466732383,0.406976629002037,0.106128136384553,0.483220795463332,0.539425302741293,0.602392514349379,0.0394140302327163,0.46682714903659,0.286208616529158,0.364125557938945,0.360481089395871,0.308745922357689,0.481394141016548,0.502591146517059,0.300294353124658,0.232685871663112,0.310559249608261,0.462963851586167,0,0.283299623623036,0.408542104443378,0.247691547946894,0.48404748650576,0.259351479885636,0.393450411994792,0.540140042615059,0.58079925948809,0,0.491975265523348,0.43164650082381,0.346600940610955,0.418548346527492,0.49007067023441,0.526068035734383,0.616364390807128,0.523981048243639,0.59347263298877,0.46496602740199,0.435910717532295,0.326848762679972,0.408865693115477,0.362570542153924,0.422107317435088,0.107629083856112,0.558376118796963,0.602219057663358,0.379770801839264,0.574111283334031,0.368325289993171,0.249772750710097,0.421686251176816,0.179197746891399,0.611403715544077,0.440527653596682
0.536153050712328,0.957084186040336,0.89349913530363,0.0830121202232276,0.48392350401752,0.465758161259772,0.637624347713812,0.544741362312018,0.356027950278786,0.606009111510595,0.266967701280814,0.638133209040611,0.271387181264315,0.345029790108193,0,0.382687898192244,0.144346848740676,0.451405962413883,0.332932057181057,0.605586655705658,0.547758376824912,0.588991327423464,0.237337426181724,0.207316829749672,0.399803732784207,0.365922890886795,0.566321439847934,0.532991559905303,0.322449004555539,0.661004212940348,0.266175297165732,0.589096892414948,0.306167718596516,0.584401831383834,0.380015023748588,0.204851019267831,0.124182176047046,0.272149872838252,0.426634359316884,0.570365089600097,0.463964797010098,0.594567692908955,0.195089635860674,0.401195166997032,0.53899823432398,0.437140305256595,0.538605901603654,0.272270867119973,0.230395109290258,0.5153404725838,0.539851731575419,0.319377177698442,0.554868891628571,0.373058719178609,0.497070379017678,0.473876678662898,0.461008863566355,0.434997154946398,0.26530187464672,0.380018292201299,0.557758244653692,0.614707583714981,0.448575930026502,0.287170643635331,0.68047728097058,0.427465945318932,0.50526758499117,0.516366193492833,0.563817215686036,0.508381105997273,0.795336815529301,0.412403872612843,0.335379460657667,0.36741798574954,0.228232850741341,0.378578322925024,0.501841157547433,0.41230371311753,0.545532808556277,0.885735889340684,0.377831462125918,0.279040742019242,0.0209592365321804,0.306073060077861,0.558579149354037,0.298006726796916,0.505407754004768,0.265702476574431,0.708222359126958,0.683828795786418,0.646038043186665,0.953705309551877,0.536153980077999,0.434176865154121,0.287240705642486,0.37044509876475,0.400213028218847,0.594457838711768,0.446098297664088,0.626078951943363,0.437603920360728,0.510343122263825,0.26281566236427,0.259011826448594,0.548829209510374,0.474017302405539,0.533777335690972,0.413001744410336,0.739962272284416,0.651028342227789,0.357283064437272,0.42191775924199,0.266047740279292,0.288899122820753,0.510491030457096,0.0502779715748505,0.486326438474732,0.838924464087464
0.635582150180542,0.844923061145937,0.982028138766353,0.00213027511718438,0.519891869232602,0.485949811973533,0.726847529721155,0.32379638578439,0.158526799195206,0.358103894469276,0.231511937200487,0.420027997312269,0.348387974555059,0.293686755773101,0,0.36057074955902,0.222133938112169,0.383483212265815,0.155027597225517,0.137766706509957,0.243410136085718,0.417375180409132,0.551241968099697,0.387654332760014,0.286849610502557,0.206015540344734,0.324956250131915,0.250421643348878,0.347371391202009,0.548020364783232,0.380769049038299,0.468372787336952,0.119746914294232,0.377813541434435,0.438626976037173,0.277508284218707,0.298399504790327,0.412203626286494,0.179985168350328,0.404374874711225,0.25693826536203,0.409597446070919,0.184773830530558,0.176350951769738,0.291812287865305,0.235176975497221,0.398668325549378,0.177316578900367,0.232846210221708,0.359507387318573,0.34351240080965,0.360159535861293,0.466047639974243,0.179658206710555,0.369774213889402,0.262767778139749,0.253379906919435,0.233700942681645,0.428491468891599,0.152852014531011,0.510327597382097,0.464507780797423,0.21443700989377,0.243622658528607,0.404713799495262,0.28138769097548,0.366765162651716,0.230938912117659,0.249035610598062,0.268532184580693,0.786006876975304,0.21782739393932,0.349519500302782,0.342363337335138,0.302979007053662,0.45046999620211,0.222913828848117,0.210697367525296,0.456570338449226,0.449704031807698,0.155261498354357,0.340249786202492,0,0.134512497846733,0.256021305268079,0.16787484290665,0.394500075481549,0.134067634186739,0.785023024486235,0.348170076313644,0.495064862386335,0.884354370549645,0.238386273836157,0.305058614846173,0.291908074949158,0.310371656381057,0.362407256071293,0.330866218462648,0.217658674105964,0.536217022992472,0.285850503938966,0.182350504857186,0.454984521546105,0.139497368263065,0.388439392210579,0.44886464338819,0.254340537050896,0.417009577968708,0.636265541204244,0.470417933884707,0.248223291525484,0.369193032458111,0.401321680661403,0.225120654659726,0.22470211365144,0.229184736491568,0.203185102605393,0.827407584192135
0.194802432776274,0,0,0.752756827081841,0,0.0279605657241674,0.0104619787095215,0,0,0,0,0,0,0,0.0811929764689003,0.274350134337052,0.0291578342699492,0,0,0,0,0,0,0.0451910990514661,0,0.0341956595782496,0,0.0582497735101207,0,0,0,0,0,0,0,0,0,0.0482935604916339,0.0781706862669392,0.0419434273897458,0.122543598146701,0,0,0.0985904177296697,0,0.187959947744169,0.293608654698326,0,0,0,0,0.126939170171849,0,0,0.0479976446253792,0.193138958857043,0.0202130677978869,0,0,0,0.266570470543332,0,0,0,0.41993067425192,0,0,0.183998490879816,0.0431976064463521,0,0,0.0524425740458972,0,0,0,0,0.0843001133247055,0,0,0,0,0,0.00186491753785394,0,0.0520433604582989,0,0,0.0887820785522552,0,0,0,0,0,0,0,0,0,0.0451772237667587,0,0,0.00123832231463973,0,0,0.299165206556293,0,0,0.0777792645562596,0,0,0,0,0,0,0,0,0.00108877022914455,0.0157295484840546,0
0.455634569395798,0.382887800615288,0.484257020168327,0,0.989640795855319,0.455541836004841,0.770873334812657,0.645261997860781,0.672462945572056,0.673806327476955,0.659395950643692,0.756875710725011,0.586326306427642,0.780830712701655,0.571401685692081,0.750516485100453,0.409745675541357,0.676022162661931,0.60277203421121,0.726495168624705,0.543737362416608,0.466004650046297,0.664866257622292,0.77669571340369,0.774183787106701,0.701319821219588,0.684939183819552,0.698603319257066,0.713629779944032,0.397303219341945,0.527529814261086,0.782808620126468,0.372982474168471,0.270740333689858,0.759336327598423,0.454108277256115,0.58647537784311,0.600693650710525,0.712043547614633,0.646134286621887,0.690383541110355,0.642868797076804,0.548640963696068,0.710974838354267,0.706555374010456,0.748328329877707,0.699147437529468,0.669858144775022,0.323449157568736,0.73168929064638,0.615353915877748,0.749611640823306,0.734397488673896,0.618147709931922,0.692263973787103,0.730278120234136,0.664348383873999,0.438803943347548,0.682833504806605,0.717042490091808,0.736083660677115,0.697454172278743,0.731533605434493,0.560002397701713,0.708906943246987,0.713890659544591,0.577887807731908,0.496830196609836,0.725706666688949,0.74036971708293,0.766928535763372,0.649454817660142,0.561170560908411,0.695485629702353,0.62035239014555,0.513376277953807,0.668256200487854,0.56374398812983,0.566165003106518,0.799858201564856,0.731318737551055,0.729359376462106,0.0340295802937184,0.647682044578145,0.727068390098206,0.132581356815198,0.77798025625973,0.744224512982381,0.613632143258303,0.702945735797788,0.776410263556835,0.947018745712244,0.613406418534075,0.748033168795721,0.579686935011012,0.643475820944928,0.788606064353494,0.662468894084503,0.765536854445588,0.414933287344503,0.767818715110934,0.582793972640152,0.867705155096659,0.708111480107991,0.310841622829723,0.383205539828536,0.717059625280937,0.408546521522231,0.592268353405608,0.591522170948313,0.677753785280664,0.784270519414496,0.700037871480378,0.416557203002191,0.806199694231612,0.415651780091773,0.763293095896978,0.632644952308253
0.603387240808052,0.51583952735857,0.560048682771829,0,0.770249473655216,0.995305849564974,0.785239829196969,0.619887718522701,0.49550852882676,0.627680633231142,0.420167362476933,0.62716218734227,0.329331023956044,0.452513136522589,0.748277823596932,0.472327375490415,0.200764817432113,0.562229732065724,0.532222409066473,0.609206492516798,0.599307549570847,0.577372894364199,0.508567526596542,0.446571845178381,0.53088358694344,0.502229698363024,0.61943301988063,0.646126685403671,0.378903129355363,0.698865135816943,0.35281543810059,0.653314453381675,0.353482199098819,0.461315100350171,0.586480885501747,0.178917792377631,0.351457523697357,0.598505678961912,0.626583071356015,0.591687929668227,0.640300426667318,0.638752142227179,0.391223437359704,0.451952739659295,0.628186791606565,0.737893801228928,0.593535457004333,0.451070100047384,0.299166864353196,0.56867474281726,0.555871446694349,0.480960578596632,0.580743117007436,0.439500501085575,0.609533460390943,0.583535482506963,0.59179224750924,0.600519169183288,0.461090684975526,0.512953665265418,0.690684453230006,0.648539250303792,0.513735485901946,0.414383080666292,0.466966507184322,0.501358177812444,0.716551399600875,0.680489168256925,0.619909103681971,0.52707565256228,0.863406215912612,0.556845970165536,0.490883239490891,0.478445090167307,0.436404132121059,0.474189690842228,0.556659907860613,0.504718271898966,0.606057995583134,0.554840793686883,0.510062581956912,0.387621264889804,0.257529723621777,0.444162666399157,0.591132212259465,0.393285061439493,0.655241777058275,0.560061129896596,0.683042755201112,0.541828809532665,0.757960201423862,0.878912337812332,0.529400563105067,0.479794695618895,0.399396043992345,0.440741250182478,0.470396197490995,0.616142467025029,0.449313158666282,0.597019640008188,0.532393269664498,0.414003142498771,0.594705685978531,0.568436699409589,0.4913930953592,0.488315160660485,0.496359279143262,0.596857681125223,0.678062962884755,0.598264037809879,0.608613460895823,0.527503427214507,0.514032271645311,0.436513305614209,0.692674934235702,0.0562955935242689,0.506160155779885,0.823221017813297
0.755099649060503,0.246618715430536,0.139136962549116,0.0779213471884592,0.743670876986917,0.498177348687466,0.978801903150948,0.741797445766051,0.601919821610976,0.772526670650999,0.451846084385229,0.675219070948742,0.518767388699039,0.796341348086299,0.32658071125754,0.746854817049331,0.268860066882733,0.741593835315051,0.63145657698531,0.741613790635197,0.663546375730979,0.332037214155106,0.731373381398184,0.688524009400282,0.785522448635097,0.609259099262069,0.789018895524405,0.749149236945078,0.626380546255302,0.48434886536037,0.543938344196035,0.879340269558533,0.284051234054941,0.364103224992018,0.725761752850111,0.354914437179407,0.46404670191636,0.42320109117885,0.751987555406863,0.723580965307345,0.691482200223287,0.790713573295177,0.525190077184321,0.611252768338935,0.792866283320111,0.685963736109591,0.728872884717532,0.653669469615358,0.244642153819204,0.809656316145682,0.718045010435935,0.780347568773013,0.825374108225771,0.440642936532193,0.714634615669245,0.743428336404223,0.663650582242294,0.490351618721297,0.567017496499666,0.611382033607418,0.450673370972857,0.861072300155679,0.774103411610193,0.430560871474014,0.70409766324993,0.723338924739891,0.593748753373512,0.349866692778977,0.750698646778903,0.833354339541676,0.47677804774938,0.701973582994432,0.404191993248762,0.6777018098752,0.471973659114533,0.58914125889266,0.711839340758339,0.666233914358394,0.341934485010416,0.324328330909746,0.636063592482391,0.64907802264759,0.292203913028495,0.452780121588152,0.739454541583691,0.0199456485997459,0.755978049805933,0.804963548455605,0.487546709114881,0.726726780562924,0.686383925756559,0.174756956759115,0.664956161610968,0.776275808917951,0.431460683201832,0.60461100496124,0.785369905161005,0.743521149978935,0.801252152649802,0.304931953997165,0.787272593229683,0.418027116735217,0.873297394390398,0.646829627857429,0,0.308554639255138,0.628941150131436,0.565764143442178,0.749534512915634,0.719221734192356,0.693174106381933,0.795175336288728,0.501273626563602,0.291418063122304,0.718517382769982,0.253055301546203,0.776283445376811,0.342711153385395
0.468838115059899,0.400915953572055,0.34759107630479,0,0.602599353207886,0.618021583962172,0.607135508449882,0.994652415114768,0.737125362825394,0.982121776880165,0.616106142594941,0.958597924868425,0.652148523578033,0.797830437489504,0.725524570067732,0.768406992747098,0.391231674876657,0.889297903690564,0.82628359920573,0.892607725730526,0.932147264413518,0.558544539982101,0.523566701354804,0.606709534712849,0.921138464560161,0.782372494307337,0.985350841605986,0.950590967901864,0.719542186300197,0.870337952650153,0.675187733635628,0.918937120474726,0.522448504975429,0.271810231174826,0.828815527260032,0.315599266609496,0.594829160641187,0.681535272305802,0.707805603082973,0.917541128166531,0.89108085262025,0.971629648803791,0.61403079126692,0.830579095837178,0.978730027843614,0.743085262390394,0.820851952332428,0.733715230905499,0.337007404292925,0.901392165897265,0.865049447073298,0.757325967606229,0.917769012815239,0.756430602517766,0.92697563011048,0.901353561856244,0.913815068360639,0.716950131004688,0.441992730901019,0.779269658139948,0.590657466795483,0.944037555909833,0.899395490968306,0.56542615813449,0.752644270570421,0.839776497625952,0.753014005881988,0.445165993027245,0.964664022806863,0.922550891287932,0.789315985080312,0.890072966643744,0.648412718675012,0.779105392194152,0.629300575949634,0.774743087598414,0.898851603088143,0.847241118368691,0.494580600369327,0.474182695907843,0.825918767638835,0.730233800626106,0.160400985893487,0.660406167752242,0.949158587152475,0.343917279731999,0.809315995330473,0.717273966795421,0.644819441590332,0.904725452465198,0.938523503782961,0.727459078226093,0.889557574878859,0.856772716273235,0.570127231319745,0.756595907467664,0.848263974728668,0.965875827577111,0.862868573079007,0.539146388097216,0.912243030814727,0.799355146486626,0.803335425349822,0.704249151740105,0.39738061834234,0.421990049186242,0.847082378349691,0.799643269818433,0.921460213597712,0.928181886793029,0.923908951972186,0.86977699076992,0.742644414128704,0.489584963572583,0.736942718403097,0.198180158351294,0.908461835427913,0.648147990930569
0.6248480264863,0.487318704579925,0.595651217979948,0,0.745864735059068,0.79107164060477,0.721114889588165,0.794236550894556,0.957139108703618,0.810523102951813,0.770195085210013,0.825368925396717,0.81259742391828,0.86106553699411,0.858196430407335,0.808378124001315,0.541085093691904,0.801146003614381,0.751791052821091,0.838759366421621,0.778746432828972,0.74173655234077,0.671768787901979,0.754454248714667,0.840693918558907,0.864555415011403,0.827577704840931,0.860824043690099,0.818745818387653,0.646398171769858,0.643154579370044,0.791450459670612,0.517959712701776,0.505579790917157,0.762004736222593,0.596068190997267,0.60282666780839,0.41953166090816,0.786862753674436,0.801472842715451,0.799362472005555,0.785107945225372,0.627904633976501,0.85563296406461,0.830992632765485,0.90685901936591,0.711517787436535,0.831906221610479,0.479196009602565,0.818226172707195,0.733396035805936,0.754084188841684,0.769405380385252,0.672888878172352,0.806526065075502,0.807966453737104,0.781721874113616,0.603019177673068,0.734743726284206,0.843103641053755,0.823466623457028,0.787496394267464,0.853762987822963,0.67541795139088,0.672111549261142,0.806639761326311,0.77841786714772,0.651911819301912,0.841063746396324,0.834787176820257,0.740351513254158,0.763475210183903,0.770282629179895,0.847336111614476,0.744540109847192,0.751774010757093,0.812677032080182,0.800490165118013,0.879849505499534,0.58653401174091,0.85509189303514,0.820378351479952,0.305038994249069,0.79785285224688,0.846069872241314,0.35436210398973,0.904620932304929,0.790095771353322,0.719421136237899,0.774673948653093,0.862752212596846,0.982315109335697,0.799784668699484,0.856674932717059,0.799896791194416,0.8479714102993,0.797620260816332,0.800852357487733,0.80703550427227,0.615356258596775,0.835879394770217,0.684014874922373,0.838876171247141,0.80510361586029,0.376524253199708,0.688845191756837,0.764751536204552,0.681831684419976,0.733729920659045,0.739729735471787,0.857590134516727,0.818173509667604,0.770937308614879,0.527189340739344,0.840660014176904,0.575926090589589,0.816463339587698,0.83131211691295
0.640534463849162,0.395861970964797,0.412218633921481,0,0.701674563019594,0.378242345557503,0.792785533655383,0.953179157712865,0.614270148196437,0.998299889867997,0.510817284509379,0.968927433952085,0.615035181903235,0.823357639982569,0.886051765837903,0.892830473486468,0.392231635998859,0.889748997332824,0.817129207445958,0.932565347838401,0.951808266128849,0.226715285875742,0.771579867019467,0.769595751998339,0.89015177054353,0.706938079802694,0.987698321642344,0.958241296654039,0.743506407979485,0.803904687873292,0.716598646552072,0.954883706742556,0.561396756467896,0,0.88735185252388,0.408208164870749,0.608540158862778,0.653768354756293,0.638685794611123,0.94180313972288,0.943680869341454,0.982132249370668,0.547240346864881,0.789591107403948,0.97892227735111,0.596664383040101,0.931817271858857,0.741545983611521,0.426659190294223,0.916824965656227,0.876921187177845,0.888316717827626,0.956781247405211,0.721945540110199,0.951548473754041,0.901949415859948,0.889280728089271,0.502038524312528,0.667875535622549,0.755944461364778,0.277199322148207,0.971810206590141,0.882984851338634,0.648548967033655,0.859850164095119,0.825497401423538,0.657869971343472,0.18100680341532,0.963083701537948,0.928061179029085,0.777881934684216,0.884994187182325,0.643538178114634,0.794374850883831,0.619840955305954,0.780281419559028,0.889223390672131,0.848060422083404,0.229556584435488,0.373842183564648,0.774498114597558,0.740749659432209,0.272485363122059,0.587949260728542,0.95156823798045,0.21907177632079,0.674134918306432,0.81882160916723,0.563995871872298,0.938507915977666,0.947162221311389,0.0775690990511393,0.866375367787967,0.840419415627642,0.469580334000018,0.768414440580601,0.87993613997459,0.972883166278186,0.889473012076664,0.426026119821556,0.897450739204735,0.836900139731803,0.899544621767872,0.562031167549612,0.14626820789566,0.38190171765418,0.867051773214723,0.811022239316393,0.912933675288541,0.947205531120831,0.883359901112514,0.893925149817811,0.718729293223726,0.264602454145802,0.565429436706535,0.303374491600279,0.893833970199492,0.194845625085037
