"","zero_interaction","weak_interaction","MeanIS_without_zero","MeanIS_with_zero","MeanICwithout_zero","connentance","negative_IS","positive_IS","MeanIS_Negative","MeanIS_Positive"
"3",91.5591266942618,96.3801639477315,0.0681512507174826,0.00575256072933868,1.27706848191319,0.0844087330573817,3.36011687363039,5.08075643210778,0.0722796493553053,0.0654209679122771
"4",93.6368801233666,97.0538105673241,0.0791561171115098,0.00503679862149368,1.1181692939716,0.0636311987663339,2.65400535670806,3.70911451992533,0.0763869635833198,0.0811375464413088
"5",93.0849768687606,97.1917863809756,0.0711918123808423,0.00492293029368376,1.09289052519779,0.0691502313123935,2.4024024024024,4.51262072883694,0.0760806774184821,0.0685891072528901
"6",90.4634364093824,95.5847739631523,0.0679665058754674,0.00648166905313483,1.43893052979593,0.0953656359061764,3.50620891161432,6.03035467900333,0.060817778614317,0.0721229664095414
"7",91.2750588426264,96.112328544761,0.0868031213513935,0.00757352126067268,1.68132171986933,0.0872494115737359,3.05981657333009,5.6651245840435,0.0867108631591736,0.0868529513491971
"8",89.5706517328139,95.430565700836,0.0767528504264449,0.00800482207596638,1.77707050086454,0.104293482671861,3.481860238617,6.94748802856911,0.0716416837452002,0.0793144047561809
"9",89.75732489246,95.4954954954955,0.0752311552672981,0.00770568281367829,1.71066158463658,0.1024267510754,3.39258177096015,6.85009333657982,0.0691659064286804,0.0782350344314477
"10",90.3579254930606,95.8931904877851,0.0813137113257957,0.00784032863039082,1.74055295594676,0.0964207450693937,3.2221410599789,6.41993344696047,0.0804201193538875,0.0817622018603691
"11",90.1469036604172,95.6821686551416,0.077591189829422,0.00764513468492154,1.69721990005258,0.0985309633958283,3.38446554662771,6.46863079295512,0.0696762684374497,0.0817323720382708
"12",88.8401915428942,95.1140329518708,0.0735743387097046,0.00821075527358525,1.82278767073593,0.111598084571058,3.72534696859021,7.43446148851554,0.0694639446068628,0.0756340230909321
"13",92.2165408651895,96.6317669020372,0.079784375968795,0.00620998429949472,1.37861651448783,0.0778345913481049,2.47544842139437,5.30801071341612,0.0761433705004759,0.0814823983966809
"14",89.2378865351838,95.6091226361497,0.0641970445745985,0.0069089587781769,1.53378884875527,0.107621134648162,3.34388442496551,7.41822903985066,0.0614634276478127,0.0654292657713554
"15",89.554419284149,96.2503043584125,0.0640663042059485,0.00669209751749498,1.48564564888389,0.10445580715851,2.89749208668128,7.54808862916971,0.0677729192087415,0.0626434423177795
"16",89.7816735654574,96.5830695560425,0.0565380578235968,0.0057772433081656,1.28254801441276,0.102183264345427,2.48356464572681,7.73476178881584,0.0568940421697559,0.0564237543504334
