"20",18,6,3,7,5,52,3,22,24,49,16,39,58,60,14,41,37,18,12,2,6,26,51,54,31,34,18,42,31,36,0,10,0,56,17,39,29,10,41,40,34,64,27,0,67,10,32,11,30,34,20,21,23,4,27,28,25,14,19,26,33,4,5,42,54,16,9,36,51,36,39,5,43,5,27,57,15,4,47,4,22,28,13,26,29,23,15,17,16,11,3,11,11,7,47,8,14,24,45,32,20,4,25,33,39,33,19,10,42,14,2,24.7567567567568
"21",18,4,2,7,22,40,1,29,24,50,12,39,49,6,82,34,43,23,4,26,10,24,59,42,30,35,24,47,41,46,0,16,0,59,13,39,42,7,44,0,40,56,35,19,57,12,34,9,22,35,27,35,11,6,8,32,28,6,30,36,56,13,1,16,48,22,9,36,47,50,16,3,46,4,34,65,11,5,48,8,18,7,23,28,28,26,13,12,5,54,9,8,18,2,51,26,17,50,13,27,21,6,0,16,38,24,23,27,29,19,3,25.3153153153153
"22",18,50,4,10,23,40,1,39,24,52,28,22,16,7,62,27,45,10,33,20,7,47,57,39,35,33,36,34,37,65,49,10,0,50,6,48,24,10,43,0,40,40,44,21,16,29,22,0,41,34,53,24,14,7,15,23,20,29,20,48,32,14,3,34,43,51,39,47,57,45,30,4,35,3,34,84,6,4,29,25,32,19,0,23,41,17,15,25,4,52,15,8,26,4,50,44,24,79,25,21,16,11,18,35,37,23,15,7,0,40,16,27.5855855855856
"23",18,34,4,14,5,12,17,40,19,46,18,17,3,11,7,33,61,4,40,14,24,18,70,57,19,27,38,50,52,35,45,11,0,41,10,0,27,7,73,0,33,28,28,0,42,28,0,0,28,24,61,29,14,16,9,11,17,19,7,62,27,4,0,46,42,33,10,24,51,42,15,43,27,27,10,88,7,3,43,16,33,22,0,34,43,15,8,6,1,41,11,4,23,10,54,28,16,55,39,26,28,14,9,38,12,23,8,8,0,17,15,24.1081081081081
"24",16,20,3,8,6,14,25,0,18,27,15,29,39,0,7,40,30,3,36,2,3,19,47,23,19,25,27,40,50,0,0,7,0,0,5,0,24,6,69,0,31,28,17,0,10,16,0,0,26,17,39,13,1,8,9,23,12,11,6,46,25,11,1,42,0,40,39,21,50,0,20,23,14,7,19,75,4,3,30,6,23,20,0,20,39,11,7,7,0,11,4,5,15,2,51,8,11,42,58,31,38,8,36,0,7,18,10,4,0,0,7,17.4594594594595
"25",14,1,3,12,3,4,18,0,27,0,21,0,1,0,6,38,27,2,28,9,3,16,52,19,22,21,0,0,23,19,44,3,0,23,4,0,19,2,63,0,22,0,13,0,0,9,16,8,18,19,44,33,1,11,9,16,13,12,36,50,30,4,3,33,0,49,30,17,0,0,0,2,31,4,16,65,3,3,18,5,23,25,0,11,44,9,3,4,2,39,3,3,10,0,52,9,4,38,35,39,26,13,20,20,10,14,8,4,74,4,8,15.7117117117117
"26",16,30,6,12,6,4,29,38,27,0,2,0,2,0,8,27,39,10,38,11,6,38,43,52,22,24,0,39,43,35,41,10,0,39,7,0,15,8,62,0,23,0,3,0,0,10,23,11,19,19,46,16,1,10,9,13,21,10,29,49,33,5,2,36,0,30,4,18,0,46,0,33,36,52,11,64,13,5,0,6,27,21,0,8,53,14,5,3,2,6,7,3,20,18,44,14,10,37,48,33,39,17,31,21,10,12,4,4,72,11,13,18.9369369369369
"27",21,9,11,6,15,6,6,43,27,0,9,27,2,16,9,40,33,8,2,8,10,9,53,16,0,20,35,28,65,46,0,9,0,43,13,52,3,7,70,0,9,19,38,0,0,16,0,17,9,0,42,11,4,13,17,8,13,31,11,48,26,9,1,45,42,26,42,44,33,31,27,44,52,9,4,84,5,7,42,16,17,18,12,17,35,18,8,2,5,22,12,6,14,10,56,11,12,42,78,17,22,15,30,24,4,8,11,5,0,2,13,19.981981981982
"28",16,3,3,15,5,20,0,34,24,43,32,39,25,7,43,39,14,11,0,13,1,46,52,54,29,30,34,52,59,34,0,5,16,34,8,34,32,10,71,34,43,23,47,18,0,26,27,11,18,27,39,37,13,11,19,43,14,11,13,34,32,5,2,38,19,32,2,31,32,28,43,1,44,5,23,76,8,5,31,13,20,18,4,44,48,16,13,9,2,57,6,4,26,0,53,21,14,68,30,23,15,17,47,33,20,21,16,3,84,21,8,24.5585585585586
"29",17,49,3,12,13,18,9,42,27,48,39,42,19,0,19,53,31,8,0,14,3,33,57,41,34,29,33,48,52,49,0,11,32,44,11,51,42,7,74,37,34,50,13,26,19,36,30,0,33,32,41,33,11,11,17,42,20,7,8,44,36,11,2,48,32,18,9,34,32,34,15,2,58,4,22,69,6,4,35,17,31,31,0,45,43,18,13,10,51,32,7,8,37,0,59,34,11,61,27,29,23,12,29,19,27,22,17,3,87,39,11,26.8648648648649
"30",17,8,4,12,16,25,44,57,26,41,29,33,17,12,48,34,31,3,46,9,3,66,72,23,30,30,44,40,57,38,0,12,23,55,11,64,30,6,88,45,35,54,14,24,19,37,36,0,42,29,57,49,14,12,32,46,67,16,10,47,37,13,1,57,44,25,5,32,52,28,14,29,0,31,19,35,4,4,31,21,27,17,7,48,41,19,9,8,3,48,16,4,41,48,54,20,14,63,59,32,23,36,49,25,18,26,17,9,80,12,16,29.3693693693694
"31",16,3,2,13,7,24,1,41,23,46,22,39,13,3,19,30,62,7,63,13,4,10,53,44,35,26,39,26,50,39,0,6,19,25,5,58,18,5,67,0,14,47,12,18,20,32,26,11,25,30,38,25,12,7,14,26,52,9,16,40,27,4,2,36,20,28,2,30,58,38,34,2,41,12,36,80,7,1,25,21,28,13,5,57,50,17,15,10,47,58,12,7,34,2,55,29,16,61,30,24,18,34,29,31,11,25,14,5,71,30,6,25.2072072072072
"32",17,17,2,13,13,31,8,54,26,45,42,40,16,0,58,36,58,8,31,14,2,61,65,59,33,29,42,49,55,36,0,10,0,27,14,63,26,4,82,0,26,0,18,20,19,32,33,12,20,26,57,42,13,17,16,43,24,25,28,46,51,9,1,45,40,39,45,39,36,32,29,44,47,7,27,81,28,3,28,23,44,24,0,35,45,0,20,8,62,55,11,4,36,0,48,23,18,73,55,31,21,24,29,25,20,31,17,5,79,34,10,29.2252252252252
"33",14,43,9,11,6,20,15,49,28,48,48,36,30,10,6,19,55,6,31,15,8,54,58,55,28,0,38,45,65,29,0,12,0,0,14,69,22,6,75,0,24,51,10,21,21,0,29,12,19,30,48,45,12,13,14,37,19,34,9,56,40,11,2,42,44,43,41,26,62,32,31,28,30,14,12,76,8,3,33,24,41,14,0,17,48,22,13,6,3,28,18,7,31,12,49,23,15,57,58,26,27,15,14,11,9,18,10,3,81,30,17,26.1801801801802
"34",16,52,9,16,7,3,13,48,28,34,44,33,17,9,6,39,31,4,32,5,6,30,54,58,30,22,37,49,60,28,0,11,22,0,10,57,22,6,77,0,29,31,9,17,14,20,28,13,16,27,48,22,3,16,11,43,10,8,11,51,33,10,1,47,15,40,17,26,67,41,21,3,59,18,19,78,8,2,23,21,35,16,0,13,44,18,9,5,3,48,11,4,20,7,50,18,9,52,62,30,23,15,11,0,11,17,12,3,76,47,18,24.2162162162162
"35",19,55,10,15,13,13,18,49,31,31,13,38,26,0,7,34,58,2,1,10,8,59,59,58,32,26,38,42,63,29,0,14,76,0,14,53,22,15,77,0,30,27,15,19,15,19,27,15,19,25,47,46,3,15,14,7,15,36,11,53,40,2,1,45,20,39,17,38,66,30,28,56,72,10,25,75,8,3,27,15,31,22,0,15,47,16,11,9,71,24,13,9,17,9,58,18,9,48,70,36,22,16,50,2,12,18,17,4,76,37,14,27.0630630630631
"36",20,13,14,12,15,4,6,39,31,23,8,34,2,0,6,34,52,1,0,17,7,11,57,59,33,21,30,39,55,42,0,14,74,32,14,52,22,3,71,0,5,31,10,17,0,21,22,21,43,24,39,44,3,13,18,5,11,34,8,53,19,1,1,34,20,29,10,19,58,53,23,4,53,6,2,72,3,2,13,11,23,19,0,14,41,0,7,2,1,9,15,5,11,4,51,12,9,36,66,32,27,21,47,4,11,17,10,5,66,39,12,21.963963963964
"37",21,47,8,14,0,3,22,47,32,30,11,32,2,12,7,37,51,1,31,6,6,63,53,55,22,29,32,50,53,25,0,11,48,29,12,55,29,3,78,0,20,26,13,25,17,18,28,0,25,25,51,39,0,12,14,4,18,33,4,50,31,2,1,42,21,42,10,34,37,27,48,58,43,9,2,75,6,2,20,9,31,20,0,19,44,18,8,6,1,36,10,9,17,4,53,61,10,49,49,49,37,23,34,28,12,14,18,5,78,24,13,25.1171171171171
"38",17,37,11,15,0,5,8,38,36,25,11,35,2,11,49,21,54,6,0,10,7,16,54,50,30,23,36,42,55,26,54,11,78,0,16,48,21,8,83,53,28,23,14,27,14,21,27,0,32,24,42,38,3,11,14,40,14,33,9,50,31,4,2,46,20,38,11,44,52,22,45,51,31,9,8,72,7,2,20,10,26,32,0,18,50,14,6,5,1,37,10,6,13,0,59,13,9,44,60,42,21,16,28,1,6,22,19,5,83,34,13,25.0810810810811
"39",16,44,6,13,7,12,50,36,30,31,11,41,3,0,53,33,17,4,46,4,1,66,54,52,31,29,38,24,52,32,49,7,69,0,10,48,6,11,55,53,38,32,10,23,15,24,22,0,34,23,31,18,1,14,16,15,11,13,20,52,32,3,2,51,23,39,12,25,41,26,23,66,51,9,4,72,29,3,19,16,17,27,0,21,42,18,9,4,0,11,7,8,16,1,60,38,13,54,23,33,21,12,48,1,3,17,17,1,69,28,15,24.6486486486486
"40",16,5,5,14,9,13,10,55,32,0,9,26,4,0,47,36,24,9,3,3,5,13,56,53,25,27,38,30,58,28,55,0,77,0,11,55,28,7,86,51,25,27,12,24,0,32,22,0,13,24,46,49,3,13,18,26,11,22,38,50,36,3,1,47,14,40,21,28,38,36,21,44,34,28,8,77,8,2,46,13,21,28,0,19,49,0,7,5,0,55,11,4,17,0,55,14,14,46,63,31,26,13,49,2,17,22,14,6,61,28,14,24.4504504504505
"41",18,39,7,11,6,24,10,52,27,0,21,31,2,0,35,40,23,5,2,3,1,69,54,46,18,23,41,32,49,37,0,0,79,0,10,23,36,7,79,46,25,32,7,27,14,42,21,14,12,25,33,38,4,9,16,12,13,35,9,39,41,8,3,49,18,27,10,41,33,21,26,6,65,29,33,81,5,1,42,13,23,24,0,27,41,20,11,5,9,17,12,9,26,5,67,14,11,52,77,26,21,48,42,5,16,17,17,3,79,38,11,24.8468468468468
"42",15,43,7,15,11,21,14,54,32,0,12,34,49,0,62,53,51,12,60,4,6,56,55,51,28,26,47,48,53,29,57,0,73,48,15,27,40,6,80,0,33,35,17,24,13,40,34,14,19,27,0,59,3,14,18,39,0,12,36,54,52,11,2,52,44,45,36,29,61,0,26,43,37,7,22,0,7,4,0,17,36,31,0,18,47,18,8,7,2,66,16,3,29,14,68,35,11,61,25,29,32,25,48,5,13,15,24,8,84,12,16,27.8018018018018
"43",16,45,8,20,11,9,11,46,31,0,20,35,4,14,65,37,60,8,58,3,5,59,49,62,29,37,0,31,61,43,64,0,81,50,13,55,47,9,74,0,54,25,15,25,0,24,30,14,22,26,0,52,8,22,23,44,25,18,30,56,62,8,3,47,18,46,34,44,44,46,27,50,58,47,19,0,37,3,35,27,35,35,0,21,46,21,10,8,1,73,12,4,24,58,70,40,11,60,40,34,31,41,46,4,11,18,22,8,44,38,24,29.981981981982
"44",17,13,6,9,9,15,14,58,32,31,9,37,2,14,54,39,31,9,1,7,4,12,53,53,30,29,45,28,48,60,57,0,76,34,12,52,41,8,80,0,22,43,8,22,0,35,27,13,14,26,0,30,1,12,13,30,14,27,42,51,40,7,1,55,18,31,20,47,18,45,21,9,54,5,10,82,3,4,47,16,21,23,0,20,40,20,10,4,4,31,9,7,24,2,64,26,14,48,43,28,15,16,33,1,17,20,10,5,80,12,13,24.7927927927928
"45",16,12,9,8,7,27,13,50,28,34,13,35,4,0,45,43,35,8,3,3,3,15,46,56,30,29,41,40,37,38,57,5,82,0,11,35,45,6,83,49,28,32,9,22,14,32,20,14,7,26,0,32,3,12,22,42,14,10,31,53,42,12,3,56,13,36,17,47,31,28,26,4,63,5,28,85,4,1,49,17,19,29,6,25,21,27,10,6,3,68,13,3,21,6,63,31,13,48,35,29,13,17,24,5,16,17,16,5,78,35,11,25.2612612612613
"46",17,4,8,7,8,18,0,53,26,0,8,32,4,0,65,41,43,11,24,11,2,14,48,55,36,29,35,34,56,46,63,5,73,0,10,33,40,10,73,47,28,57,23,19,15,41,24,9,11,27,0,29,2,12,29,37,12,15,29,42,42,10,5,38,0,42,4,21,50,14,36,45,63,7,33,80,6,1,48,20,22,39,7,28,48,27,13,7,4,69,8,3,36,10,63,28,17,71,34,26,10,63,30,8,25,28,18,7,72,19,19,26.7927927927928
"47",18,40,4,15,12,34,22,61,31,0,47,40,35,0,64,50,53,17,33,10,2,52,58,55,31,44,53,47,60,64,61,0,88,0,25,70,36,10,77,32,29,63,26,28,17,40,0,0,24,27,0,34,7,18,24,41,14,9,46,46,54,8,4,54,16,25,46,26,73,33,40,50,64,31,38,81,37,3,60,29,23,43,26,35,47,23,23,13,5,74,10,9,43,13,61,29,19,80,46,0,22,60,49,24,17,31,16,12,78,27,16,33.2432432432432
"48",17,2,5,6,7,21,2,37,25,0,7,41,15,4,51,47,40,8,19,12,2,34,52,39,35,38,36,37,44,63,53,3,19,0,11,21,29,5,71,40,16,49,11,34,11,41,23,11,21,27,0,37,5,4,28,44,10,15,34,25,41,8,3,46,17,27,2,26,49,35,35,1,29,3,22,70,17,3,54,14,14,28,26,22,40,23,14,8,6,24,13,5,31,4,58,25,12,71,36,23,13,60,42,8,13,20,17,9,54,11,6,24.1621621621622
"49",17,4,5,11,11,45,1,32,24,55,7,47,4,5,20,56,30,17,19,12,2,46,63,41,34,44,34,54,52,46,56,6,16,0,17,40,26,7,61,41,24,42,13,27,47,48,23,10,17,23,0,43,5,3,22,19,7,27,19,23,37,8,3,25,17,20,3,41,52,11,27,2,29,4,26,61,5,4,61,39,9,18,22,29,39,23,16,18,4,25,29,8,27,21,57,19,12,53,29,26,14,58,42,8,18,24,21,8,57,31,8,25.2072072072072
"50",15,3,4,8,9,29,1,27,26,53,16,50,54,2,38,37,28,8,23,14,1,40,48,41,38,40,31,34,24,42,51,0,16,0,17,21,25,10,60,0,26,37,11,26,54,36,27,11,24,25,0,35,14,6,22,33,12,24,41,18,40,18,3,29,15,14,1,34,58,8,37,2,35,3,27,60,5,3,46,19,11,29,6,28,42,21,13,14,23,21,25,8,36,1,50,17,10,70,52,14,11,48,21,8,18,22,18,6,0,18,8,23.3513513513514
"51",18,5,4,9,7,35,1,26,24,48,11,45,3,6,6,35,17,9,20,13,2,21,29,35,31,39,30,38,28,42,51,6,18,0,14,56,25,8,59,0,23,32,9,25,69,35,24,8,30,29,39,28,14,5,20,21,10,15,34,35,33,11,1,20,17,42,3,18,60,20,42,0,41,22,33,63,3,6,48,13,15,20,6,26,43,21,9,17,5,19,9,9,29,21,51,10,11,67,51,23,12,24,16,25,16,26,24,9,47,18,4,23.045045045045
"52",17,17,2,15,8,58,6,37,24,60,22,39,2,3,34,42,38,31,43,15,2,77,50,33,25,26,0,51,31,47,51,8,18,0,17,33,31,6,56,28,24,52,34,29,14,36,36,9,0,32,42,36,8,8,18,8,0,18,32,36,45,8,3,32,21,29,19,27,50,23,35,13,37,13,41,62,8,5,34,14,12,37,9,21,41,25,12,21,28,51,18,19,25,30,56,43,8,52,46,29,12,32,31,24,25,27,29,18,69,26,4,26.7927927927928
"53",14,0,5,12,10,30,0,30,26,46,45,52,3,9,32,50,39,25,47,8,3,27,67,42,37,43,39,47,57,32,54,0,15,0,21,45,35,10,50,14,40,49,16,34,57,57,32,8,30,22,0,39,13,6,18,41,0,17,37,45,61,15,4,24,18,21,39,37,53,26,32,19,34,5,51,0,24,5,35,23,17,30,35,21,43,15,23,24,61,71,20,10,27,4,58,14,15,75,48,0,0,53,27,17,20,30,23,11,66,26,6,27.9099099099099
"54",15,4,2,8,10,49,1,24,24,47,6,51,2,5,50,44,40,22,44,13,3,15,43,49,34,50,29,50,51,38,63,0,22,0,15,34,27,5,53,15,32,49,11,30,37,53,40,8,27,27,0,20,12,6,7,29,0,11,26,29,53,5,5,21,19,52,32,39,64,15,30,19,39,29,38,0,6,2,0,15,13,23,14,18,43,21,17,18,5,86,17,21,24,36,57,44,11,64,52,0,0,54,24,14,29,38,30,19,70,40,8,26.1621621621622
"55",17,12,4,14,11,37,11,26,22,56,30,51,7,5,14,34,42,21,44,19,3,74,46,36,38,50,30,56,43,42,76,0,41,0,17,47,30,5,52,30,39,44,11,27,38,50,42,10,24,24,0,47,5,3,26,21,14,9,40,36,47,13,2,16,19,19,34,33,63,38,40,10,32,5,40,56,8,5,0,18,10,45,32,23,42,20,17,21,1,72,12,16,35,30,0,19,13,78,55,0,12,24,42,19,33,28,28,13,58,33,6,27.3693693693694
"56",18,2,3,8,11,52,2,28,24,43,12,56,5,15,34,36,18,7,24,18,5,39,51,38,41,40,28,46,37,52,55,0,27,0,18,39,37,3,49,35,35,27,14,27,39,42,37,10,18,29,0,29,9,4,20,6,29,18,45,52,37,4,4,23,23,23,46,19,51,35,26,3,44,3,37,49,3,9,0,20,8,20,29,22,39,21,13,18,5,40,11,23,18,2,0,15,15,58,41,22,14,46,36,11,19,29,33,9,59,27,4,24.4324324324324
"57",19,10,5,12,21,31,4,23,21,52,22,43,26,2,16,30,44,14,6,5,3,20,44,24,56,42,48,50,40,38,55,7,29,0,17,50,34,14,51,39,28,45,46,27,15,44,61,11,33,33,21,28,16,8,33,34,17,18,29,37,44,13,6,22,23,47,7,27,44,32,21,3,50,8,41,58,4,4,38,8,7,41,40,15,39,28,15,89,9,53,12,23,27,3,58,42,9,43,47,21,14,11,53,10,16,25,16,4,62,50,7,27.3873873873874
"58",20,16,15,27,50,39,4,22,29,34,20,68,5,7,38,34,33,12,11,34,7,29,49,38,47,31,35,47,43,40,64,7,20,0,19,35,14,27,47,35,38,41,51,26,14,22,41,19,14,34,32,36,4,6,38,23,0,25,45,30,34,39,8,38,37,28,7,40,59,56,53,7,66,8,23,52,15,7,20,14,6,58,36,10,33,37,24,49,7,28,43,14,27,4,56,4,16,52,25,19,20,52,48,33,13,30,27,7,62,54,10,28.8828828828829
"59",17,14,9,16,24,33,6,29,27,35,50,45,4,6,25,43,31,20,36,22,9,76,46,46,32,24,42,53,41,41,60,0,26,57,33,53,22,35,49,41,31,42,29,29,26,38,40,14,37,32,46,39,35,9,31,27,20,34,39,30,64,29,5,37,49,14,0,39,43,47,27,14,55,16,22,46,11,13,0,9,0,54,43,11,48,30,14,18,14,45,21,15,27,21,58,9,23,49,35,32,19,5,45,33,49,39,19,17,58,55,12,30.3063063063063
