"sp","rho","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","vlag_1","vlag_2","vlag_3","vlag_4","vlag_5","vlag_6","vlag_7","vlag_8","vlag_9","vlag_10"
58,0.793450893424685,58,74,23,101,16,96,28,90,NA,NA,1,1,1,3,3,1,2,3,NA,NA
58,0.793424479329009,58,30,38,23,31,63,3,28,NA,NA,1,3,1,2,1,2,1,1,NA,NA
58,0.793423822920173,58,10,60,30,63,107,38,93,NA,NA,1,3,3,3,3,3,1,1,NA,NA
58,0.793361281619757,58,46,90,96,7,97,50,8,NA,NA,1,3,1,1,1,3,3,1,NA,NA
58,0.793304606654689,58,16,110,50,10,37,99,91,NA,NA,1,3,3,3,3,1,3,3,NA,NA
58,0.793191138068506,58,112,115,81,88,79,14,111,NA,NA,1,1,3,3,3,2,3,3,NA,NA
58,0.793099585267268,58,99,5,103,96,24,90,78,NA,NA,1,3,3,3,3,2,3,1,NA,NA
58,0.793085145659153,58,68,20,103,38,15,34,39,NA,NA,1,3,3,3,2,1,1,3,NA,NA
58,0.792816487899086,58,74,55,25,81,96,20,68,NA,NA,1,1,1,2,2,1,3,1,NA,NA
58,0.792752580357941,58,55,65,89,101,15,7,14,NA,NA,1,2,1,3,3,2,3,2,NA,NA
58,0.792455627243149,58,28,81,113,97,94,40,74,NA,NA,1,3,3,2,1,3,1,1,NA,NA
58,0.792446995523823,58,114,38,101,115,54,33,22,NA,NA,1,3,1,3,3,1,2,3,NA,NA
58,0.792362049717118,58,32,38,71,29,89,12,20,NA,NA,1,1,1,3,3,2,2,2,NA,NA
58,0.792205427139869,58,100,58,68,63,101,8,75,NA,NA,1,3,1,3,1,1,2,1,NA,NA
58,0.792130325663352,58,47,52,81,57,56,75,66,NA,NA,1,3,2,3,3,1,2,1,NA,NA
58,0.792126656085735,58,38,97,74,30,48,42,74,NA,NA,1,1,3,2,1,1,1,3,NA,NA
59,0.812522015672939,59,73,65,30,41,66,114,49,NA,NA,1,2,2,2,1,1,2,1,NA,NA
59,0.810954165489345,59,73,72,15,66,89,71,35,NA,NA,1,1,1,3,1,1,3,1,NA,NA
59,0.807010021405718,59,10,104,9,53,94,39,89,NA,NA,1,1,1,3,2,2,1,1,NA,NA
59,0.802697839948827,59,91,52,10,89,46,49,32,NA,NA,1,2,1,1,1,2,3,2,NA,NA
59,0.802606966974535,59,47,59,23,13,93,90,110,NA,NA,1,1,1,2,1,3,1,2,NA,NA
59,0.80248014285931,59,56,29,50,23,72,53,114,NA,NA,1,1,1,2,2,2,1,3,NA,NA
59,0.801430058805398,59,16,65,18,38,73,104,5,NA,NA,1,3,1,1,3,1,1,2,NA,NA
59,0.800839219494833,59,51,49,94,70,96,66,23,NA,NA,1,2,1,2,3,1,1,2,NA,NA
59,0.800368767146984,59,76,41,15,105,90,55,63,NA,NA,1,2,3,2,1,1,1,1,NA,NA
59,0.80020068375073,59,89,101,65,114,83,57,69,NA,NA,1,1,1,2,1,3,2,2,NA,NA
59,0.800157643552898,59,103,53,91,78,47,91,80,NA,NA,1,3,1,2,1,1,3,1,NA,NA
59,0.799974091653907,59,44,80,56,21,40,49,89,NA,NA,1,3,2,2,2,1,1,2,NA,NA
59,0.799731224981576,59,89,27,13,95,35,74,41,NA,NA,1,1,1,1,1,1,2,2,NA,NA
59,0.799567807727503,59,57,8,50,70,28,58,47,NA,NA,1,1,1,1,2,1,3,3,NA,NA
59,0.799311807731592,59,20,53,94,88,65,9,55,NA,NA,1,2,2,2,1,1,1,2,NA,NA
59,0.798973871436293,59,90,8,84,92,89,9,102,NA,NA,1,1,1,1,1,1,1,2,NA,NA
59,0.798849089233048,59,18,90,101,25,19,89,53,NA,NA,1,1,1,2,2,3,1,1,NA,NA
59,0.798102936437656,59,114,66,85,51,49,93,89,NA,NA,1,3,2,1,2,1,3,1,NA,NA
59,0.797832308744809,59,103,114,113,50,26,52,32,NA,NA,1,1,1,2,2,2,2,2,NA,NA
59,0.796240074611791,59,9,11,107,11,102,49,89,NA,NA,1,3,3,3,2,2,1,1,NA,NA
59,0.795635538354538,59,84,90,26,47,32,55,98,NA,NA,1,1,1,1,3,3,2,1,NA,NA
59,0.795623706504313,59,69,21,101,45,89,46,78,NA,NA,1,2,1,1,3,1,2,1,NA,NA
59,0.795302294833177,59,82,108,49,39,96,47,50,NA,NA,1,1,2,1,1,3,1,2,NA,NA
59,0.795126160339363,59,88,49,38,44,42,62,91,NA,NA,1,1,1,1,1,3,3,2,NA,NA
59,0.794802028441569,59,71,88,35,22,77,18,68,NA,NA,1,1,2,1,3,1,1,1,NA,NA
59,0.794659882176048,59,117,5,107,15,74,98,94,NA,NA,1,1,2,2,2,1,2,1,NA,NA
59,0.79398063668116,59,15,109,11,52,47,87,98,NA,NA,1,2,3,1,1,1,1,3,NA,NA
59,0.793962727304236,59,115,14,7,75,42,89,78,NA,NA,1,3,1,3,2,2,1,2,NA,NA
59,0.793539330338429,59,28,109,51,53,90,18,24,NA,NA,1,1,1,3,2,2,1,2,NA,NA
59,0.793455677652156,59,109,55,14,47,114,85,65,NA,NA,1,2,3,1,2,1,1,2,NA,NA
59,0.793020654704797,59,8,31,14,64,89,18,91,NA,NA,1,1,2,1,3,1,3,3,NA,NA
59,0.792822912332709,59,97,28,44,89,22,90,63,NA,NA,1,1,3,3,1,1,2,2,NA,NA
59,0.792637560558349,59,60,58,89,57,84,50,97,NA,NA,1,1,1,1,1,1,1,1,NA,NA
59,0.792231916303194,59,62,49,6,69,26,28,53,NA,NA,1,1,1,3,2,1,1,2,NA,NA
59,0.792139968922692,59,82,93,9,55,62,55,89,NA,NA,1,1,2,1,2,2,3,1,NA,NA
59,0.792125440349553,59,103,53,9,91,4,90,108,NA,NA,1,2,1,1,3,1,3,2,NA,NA
59,0.791946695113133,59,28,95,16,49,69,47,97,NA,NA,1,1,2,3,1,3,1,2,NA,NA
59,0.791394517013844,59,105,98,49,103,74,60,41,NA,NA,1,2,1,3,3,2,1,1,NA,NA
59,0.791275709791059,59,77,28,89,49,103,84,66,NA,NA,1,1,1,1,3,1,1,3,NA,NA
59,0.791195495435545,59,65,15,18,85,117,92,101,NA,NA,1,3,2,1,1,2,3,2,NA,NA
59,0.791053512775385,59,9,89,12,52,50,58,89,NA,NA,1,1,1,1,3,1,1,2,NA,NA
59,0.79093168528314,59,47,15,113,27,21,93,60,NA,NA,1,1,1,1,1,2,2,1,NA,NA
59,0.790751441575307,59,51,51,63,95,47,28,99,NA,NA,1,1,2,2,1,1,2,1,NA,NA
59,0.790228962975497,59,70,74,113,43,103,47,60,NA,NA,1,2,1,3,2,2,1,1,NA,NA
59,0.789528149957242,59,47,111,62,21,70,29,47,NA,NA,1,3,3,1,2,2,1,1,NA,NA
59,0.789392190986282,59,22,55,75,83,9,62,65,NA,NA,1,2,1,2,3,1,1,1,NA,NA
59,0.789345067609567,59,11,9,41,97,85,44,70,NA,NA,1,1,1,3,1,1,1,2,NA,NA
59,0.789316671645135,59,50,75,10,24,89,11,104,NA,NA,1,2,1,3,2,1,1,1,NA,NA
59,0.788925997728895,59,58,6,80,83,85,49,18,NA,NA,1,1,2,1,1,1,1,3,NA,NA
59,0.788824220989004,59,39,89,98,35,91,103,54,NA,NA,1,1,2,1,1,2,3,2,NA,NA
59,0.788810881595381,59,45,99,23,47,45,49,83,NA,NA,1,1,2,1,1,2,1,1,NA,NA
59,0.788573337105165,59,89,60,85,4,96,92,22,NA,NA,1,1,2,1,1,1,1,1,NA,NA
59,0.788005517989173,59,95,57,97,90,91,50,112,NA,NA,1,1,3,1,1,3,1,2,NA,NA
59,0.787824218734378,59,85,71,48,22,49,46,95,NA,NA,1,1,3,2,1,1,1,1,NA,NA
59,0.787125721816165,59,18,65,117,53,45,65,22,NA,NA,1,1,2,2,2,1,3,1,NA,NA
59,0.787093341167356,59,49,115,52,11,47,110,87,NA,NA,1,1,1,3,1,1,2,3,NA,NA
59,0.787086967355069,59,65,101,46,53,10,15,6,NA,NA,1,3,1,1,2,2,1,2,NA,NA
59,0.786998085039694,59,74,57,93,75,78,103,32,NA,NA,1,1,3,1,2,1,2,1,NA,NA
59,0.78673923279966,59,109,47,35,46,22,26,45,NA,NA,1,3,3,2,2,1,1,3,NA,NA
59,0.786556900572791,59,43,92,41,53,89,52,14,NA,NA,1,2,3,2,1,2,1,2,NA,NA
59,0.786489980982977,59,109,13,65,56,49,29,53,NA,NA,1,2,1,1,2,3,2,1,NA,NA
59,0.786489699457819,59,55,113,8,39,53,85,81,NA,NA,1,3,1,2,3,2,1,2,NA,NA
59,0.786460951575627,59,104,22,85,101,53,50,65,NA,NA,1,1,2,2,1,1,2,1,NA,NA
59,0.786353737189699,59,49,35,5,67,22,89,107,NA,NA,1,1,3,2,1,2,1,2,NA,NA
59,0.786334767010151,59,70,80,49,77,65,12,101,NA,NA,1,3,3,1,2,3,1,1,NA,NA
59,0.786229988930577,59,12,89,93,56,91,55,15,NA,NA,1,2,1,3,2,2,2,3,NA,NA
59,0.786077809214057,59,65,53,70,38,35,108,88,NA,NA,1,1,1,1,3,3,1,1,NA,NA
59,0.786034820037223,59,69,88,89,11,103,112,96,NA,NA,1,2,2,1,1,1,1,2,NA,NA
59,0.786014384379165,59,41,114,37,96,39,65,85,NA,NA,1,3,3,2,1,1,2,1,NA,NA
59,0.785856660108212,59,40,20,89,88,117,110,115,NA,NA,1,1,1,1,3,1,3,2,NA,NA
59,0.785838664354638,59,22,55,14,89,39,49,23,NA,NA,1,1,3,3,1,2,1,1,NA,NA
59,0.785522456204488,59,63,114,29,70,4,89,7,NA,NA,1,1,2,2,1,3,1,2,NA,NA
59,0.785505232904598,59,44,66,72,14,49,30,109,NA,NA,1,1,3,2,3,1,2,2,NA,NA
59,0.785442357289222,59,115,103,65,53,73,29,68,NA,NA,1,1,2,3,2,3,1,1,NA,NA
59,0.785390633473937,59,10,82,70,87,108,53,27,NA,NA,1,1,1,1,1,1,2,3,NA,NA
59,0.785273356166298,59,32,71,49,93,5,105,40,NA,NA,1,3,1,1,3,2,3,1,NA,NA
59,0.785168897006259,59,40,53,32,23,12,98,27,NA,NA,1,1,2,1,2,2,3,1,NA,NA
59,0.785165290770158,59,42,41,69,91,35,32,45,NA,NA,1,2,1,3,3,3,1,2,NA,NA
59,0.785074490242709,59,107,50,6,30,88,114,78,NA,NA,1,1,2,2,2,1,2,1,NA,NA
59,0.784902146458833,59,12,51,84,113,75,8,45,NA,NA,1,1,2,1,1,2,1,1,NA,NA
59,0.784856171322677,59,98,37,89,15,52,89,12,NA,NA,1,1,2,1,1,2,3,3,NA,NA
59,0.784752324165962,59,4,93,28,40,82,12,103,NA,NA,1,1,2,1,1,2,1,1,NA,NA
59,0.784662858177503,59,70,109,29,40,72,90,28,NA,NA,1,2,1,1,1,1,3,3,NA,NA
59,0.784603948811045,59,73,113,49,84,66,77,98,NA,NA,1,3,3,1,1,1,1,1,NA,NA
59,0.784571842544757,59,51,59,49,88,117,70,62,NA,NA,1,2,1,1,2,3,2,2,NA,NA
59,0.784455894943995,59,40,14,28,84,40,95,21,NA,NA,1,1,2,1,3,2,1,2,NA,NA
59,0.784345604264562,59,52,80,21,113,88,114,49,NA,NA,1,2,3,2,3,2,1,3,NA,NA
59,0.784337148980643,59,62,89,22,12,63,19,9,NA,NA,1,2,1,2,2,2,2,1,NA,NA
59,0.784306528181108,59,94,49,52,18,115,33,89,NA,NA,1,2,1,1,1,3,1,2,NA,NA
59,0.784300725414895,59,88,109,46,52,63,75,18,NA,NA,1,2,1,2,2,1,2,1,NA,NA
59,0.784299132128787,59,39,4,40,44,69,42,53,NA,NA,1,3,2,1,1,1,2,2,NA,NA
59,0.784214853508007,59,74,27,80,49,55,14,71,NA,NA,1,3,2,3,3,2,1,2,NA,NA
59,0.784172098375761,59,89,70,107,44,92,30,45,NA,NA,1,1,2,3,2,1,2,2,NA,NA
59,0.784166520537958,59,64,114,21,53,33,28,90,NA,NA,1,2,1,3,2,2,3,1,NA,NA
59,0.784077630368689,59,66,93,69,47,53,47,56,NA,NA,1,1,1,3,1,2,2,1,NA,NA
59,0.783958979673537,59,109,30,58,55,93,75,22,NA,NA,1,2,3,3,2,3,2,1,NA,NA
59,0.783714161657707,59,82,28,26,62,16,47,35,NA,NA,1,1,3,1,3,3,1,3,NA,NA
59,0.783682249498625,59,21,107,46,9,89,74,21,NA,NA,1,1,2,2,1,1,1,3,NA,NA
59,0.783350314186351,59,41,38,72,47,24,20,30,NA,NA,1,3,3,1,1,2,1,3,NA,NA
59,0.783312632849681,59,23,5,13,74,19,15,78,NA,NA,1,2,3,1,2,2,2,1,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.895388827822473,60,63,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.89156904104436,60,58,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.890283984795856,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
60,0.88996058100761,60,79,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
61,0.896457103204479,61,116,112,79,9,65,96,116,115,37,1,1,3,1,1,1,1,2,3,2
61,0.892456978485563,61,74,59,43,60,8,70,2,112,95,1,1,1,2,1,2,2,1,1,1
61,0.890638989861591,61,81,1,16,99,23,96,107,58,105,1,2,1,3,2,1,1,1,1,2
61,0.890101185414156,61,53,15,36,116,23,14,67,74,3,1,3,3,3,1,1,1,1,1,1
61,0.886353432554433,61,58,105,96,13,118,14,113,102,70,1,3,1,2,2,1,1,2,1,1
61,0.885902513924354,61,79,41,67,44,45,73,103,19,69,1,1,1,2,1,2,3,1,1,1
61,0.885686522407921,61,110,50,74,31,20,29,58,31,18,1,2,1,1,1,1,2,1,3,1
61,0.884111631604469,61,19,109,79,116,13,1,65,117,72,1,1,2,1,1,1,1,2,1,2
61,0.883903240687373,61,90,28,46,94,91,86,109,50,37,1,1,3,3,1,3,1,3,1,1
61,0.883625788156143,61,55,46,116,37,72,111,54,88,79,1,3,1,2,1,2,1,1,1,1
61,0.883058867413914,61,116,85,45,45,76,83,58,28,116,1,1,1,2,1,3,1,1,1,2
61,0.882670870212368,61,44,47,37,46,2,94,17,108,60,1,2,2,1,2,1,3,1,2,1
61,0.881810824362391,61,57,63,99,97,58,43,97,52,79,1,2,2,1,2,2,2,1,3,1
61,0.88176546970091,61,90,9,72,116,58,70,66,60,56,1,3,1,2,1,2,2,2,1,2
61,0.881427855597014,61,114,21,47,66,81,16,54,3,23,1,1,3,2,1,1,1,1,1,1
61,0.880766187755391,61,24,31,75,51,74,65,63,27,67,1,3,1,1,3,1,1,2,3,2
61,0.880622834579565,61,46,72,53,92,80,76,34,86,103,1,3,2,2,1,1,3,2,1,3
61,0.879814311316903,61,13,53,74,104,69,18,118,13,76,1,3,1,1,2,2,2,1,1,3
61,0.879745569710868,61,73,112,61,90,58,2,25,22,35,1,1,2,1,2,3,1,1,1,2
61,0.879323464091999,61,90,69,28,25,81,36,79,3,84,1,3,2,2,1,1,3,1,1,2
