"sp","rho","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","vlag_1","vlag_2","vlag_3","vlag_4","vlag_5","vlag_6","vlag_7","vlag_8","vlag_9","vlag_10"
1,0.673434489225727,1,35,7,68,NA,NA,NA,NA,NA,NA,1,3,3,1,NA,NA,NA,NA,NA,NA
1,0.671859987726516,1,57,7,58,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA
1,0.667723526700035,1,71,5,46,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,NA
1,0.663386837468627,1,7,58,21,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA
1,0.660555165910848,1,49,17,67,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA
1,0.658574788414798,1,46,79,61,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
1,0.657841657132712,1,94,46,61,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA
1,0.650800653824887,1,62,3,58,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,NA,NA,NA,NA,NA
1,0.650531284172162,1,67,39,115,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
1,0.646265276809696,1,108,58,28,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA
1,0.645403778086982,1,58,108,63,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,NA,NA
1,0.644187859635566,1,58,7,56,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA
1,0.644066858004056,1,2,101,115,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
1,0.642978264562635,1,89,73,58,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA
1,0.64237326145359,1,59,58,109,NA,NA,NA,NA,NA,NA,1,3,3,3,NA,NA,NA,NA,NA,NA
1,0.64149721853792,1,54,67,61,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
1,0.639416046804784,1,108,65,58,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,NA,NA,NA,NA,NA
1,0.639402600233043,1,67,26,58,NA,NA,NA,NA,NA,NA,1,3,2,3,NA,NA,NA,NA,NA,NA
1,0.63833217444018,1,58,76,108,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA
1,0.637810360629965,1,110,108,58,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA
1,0.637084804455893,1,89,45,61,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA
1,0.636578959899937,1,118,14,7,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,NA,NA,NA,NA,NA
1,0.636066903752425,1,69,56,58,NA,NA,NA,NA,NA,NA,1,1,3,3,NA,NA,NA,NA,NA,NA
1,0.635607665949441,1,64,89,61,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
1,0.63543015886628,1,109,64,61,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
1,0.635230459196931,1,30,115,58,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,NA
1,0.634889081094868,1,40,61,111,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA
1,0.63467465764531,1,49,46,74,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA
1,0.634371339160996,1,27,61,109,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,NA,NA,NA,NA,NA
1,0.634173827186259,1,26,17,46,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
1,0.633781170993386,1,61,30,50,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA
1,0.633655438476968,1,95,46,2,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
1,0.633145171811707,1,46,3,16,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
1,0.632615103269507,1,58,108,108,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA
1,0.632100074646791,1,31,45,58,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
1,0.631908004294585,1,104,2,97,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
1,0.631721800372368,1,79,67,17,NA,NA,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA
1,0.631184223971409,1,58,116,93,NA,NA,NA,NA,NA,NA,1,3,3,3,NA,NA,NA,NA,NA,NA
1,0.630925367000756,1,101,115,87,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
1,0.630860412917254,1,24,58,53,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,NA,NA
1,0.630047016559461,1,113,51,67,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA
1,0.629823892035401,1,29,67,58,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
1,0.629082907469263,1,34,46,62,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
1,0.62874254579762,1,7,86,78,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA
1,0.628146172113918,1,67,58,55,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
1,0.628119978253842,1,61,55,96,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA
1,0.628057540519933,1,58,116,21,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA
1,0.628001550779324,1,23,30,68,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA
1,0.627982631649819,1,87,104,89,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
1,0.627644966001474,1,34,46,39,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,NA,NA,NA,NA,NA
1,0.627451221527569,1,61,111,54,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
1,0.627387421392309,1,78,30,58,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA
1,0.62735438668193,1,17,44,67,NA,NA,NA,NA,NA,NA,1,1,3,3,NA,NA,NA,NA,NA,NA
1,0.627119634283314,1,56,61,97,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,NA,NA,NA,NA,NA
1,0.627099249130783,1,18,115,77,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA
1,0.627075012782573,1,7,89,71,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA
1,0.626860152933551,1,23,61,99,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
1,0.626786846269539,1,67,27,68,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA
1,0.626765278812618,1,58,50,99,NA,NA,NA,NA,NA,NA,1,3,2,3,NA,NA,NA,NA,NA,NA
1,0.626561834312792,1,26,46,113,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA
1,0.626303107097427,1,7,1,7,NA,NA,NA,NA,NA,NA,1,1,3,3,NA,NA,NA,NA,NA,NA
1,0.626289386858311,1,68,2,101,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
1,0.626009175935814,1,17,113,67,NA,NA,NA,NA,NA,NA,1,3,2,3,NA,NA,NA,NA,NA,NA
1,0.624987812721648,1,89,37,68,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA
1,0.624366837749057,1,69,58,116,NA,NA,NA,NA,NA,NA,1,3,3,3,NA,NA,NA,NA,NA,NA
1,0.624116513644266,1,95,115,107,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
1,0.623730064829882,1,7,17,86,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA
1,0.623706506724863,1,56,40,58,NA,NA,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA
1,0.623652072539191,1,104,104,67,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,NA,NA,NA,NA,NA
1,0.623302811759244,1,57,68,61,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA
1,0.623038573864367,1,61,24,96,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA
1,0.622929292839644,1,25,58,8,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,NA,NA
1,0.622885686689497,1,19,58,56,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA
1,0.622857757765827,1,93,67,49,NA,NA,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA
1,0.622415178042548,1,58,45,59,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA
1,0.622398274354639,1,35,58,56,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA
1,0.622284533995142,1,49,79,46,NA,NA,NA,NA,NA,NA,1,3,3,1,NA,NA,NA,NA,NA,NA
1,0.621864148376231,1,66,61,91,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,NA,NA,NA,NA,NA
1,0.621816695552485,1,84,109,61,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
1,0.621513879828847,1,36,109,115,NA,NA,NA,NA,NA,NA,1,3,3,1,NA,NA,NA,NA,NA,NA
1,0.621395103294791,1,58,76,64,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA
1,0.621190037511972,1,24,76,46,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA
1,0.621059240487611,1,7,66,26,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,NA
1,0.620439525214069,1,61,116,94,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA
1,0.620062704715089,1,58,72,30,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA
1,0.62002475789431,1,3,61,106,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA
1,0.619510485644999,1,115,37,93,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,NA,NA,NA,NA,NA
1,0.619461983978729,1,56,58,102,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,NA,NA
1,0.619315890293737,1,2,58,6,NA,NA,NA,NA,NA,NA,1,3,3,1,NA,NA,NA,NA,NA,NA
1,0.619303573041072,1,111,61,16,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
1,0.618607592704943,1,86,115,110,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
1,0.618549773108187,1,46,5,113,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA
1,0.618460741749202,1,77,54,58,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,NA,NA,NA,NA,NA
1,0.618285237831592,1,31,12,67,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA
1,0.61825254923587,1,63,76,58,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA
1,0.61823720964719,1,67,84,7,NA,NA,NA,NA,NA,NA,1,2,2,3,NA,NA,NA,NA,NA,NA
1,0.617990578785798,1,88,12,58,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA
1,0.617837458821468,1,61,33,50,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
1,0.616637502060013,1,8,73,58,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA
1,0.616496580933314,1,77,116,115,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA
2,0.693547024869832,2,74,86,102,25,67,20,97,106,76,1,3,3,3,3,3,3,3,2,2
2,0.678754121574464,2,22,45,41,48,26,33,23,113,79,1,1,2,1,3,3,3,3,1,1
2,0.675766686174778,2,8,42,113,13,51,83,47,11,56,1,2,1,2,1,1,3,1,3,1
2,0.675377191170043,2,113,32,113,80,20,96,97,19,86,1,1,2,2,1,2,3,2,2,3
2,0.675009895872949,2,4,116,74,76,53,23,67,24,47,1,2,3,2,3,1,3,1,3,2
2,0.671656270752599,2,21,85,23,75,46,9,51,83,21,1,2,1,3,3,2,1,1,2,1
2,0.669995126800289,2,25,18,96,33,38,39,71,102,67,1,2,2,2,3,1,2,1,2,1
2,0.669390305988674,2,24,117,105,52,67,48,113,80,65,1,1,3,1,2,1,3,2,1,1
2,0.668780298586555,2,18,106,33,86,105,69,44,47,80,1,2,2,3,3,2,1,3,3,2
2,0.667800142333452,2,79,75,38,99,67,98,66,51,102,1,1,1,1,1,1,2,2,1,1
2,0.666377057822089,2,96,14,108,62,67,4,43,16,22,1,1,1,2,3,3,1,2,3,1
2,0.665151722785896,2,74,53,75,74,90,39,36,113,106,1,2,2,3,1,3,1,1,2,1
2,0.665011483470595,2,33,35,75,98,76,44,114,67,9,1,3,2,2,2,3,1,2,1,1
2,0.66491461797644,2,32,67,115,59,113,106,22,104,95,1,2,3,3,2,2,3,2,2,2
2,0.664499892463941,2,81,26,104,18,102,55,79,105,38,1,1,2,1,3,2,2,2,2,2
2,0.663776195619881,2,107,13,97,48,47,63,43,67,22,1,2,1,1,2,2,2,2,1,1
2,0.66327214958409,2,23,40,98,42,28,56,100,111,118,1,3,2,1,3,2,1,1,3,1
2,0.662085135517975,2,21,54,50,9,43,93,72,95,67,1,3,2,3,2,1,1,2,1,1
2,0.660619317629317,2,34,29,12,53,33,36,94,94,23,1,3,2,3,1,3,2,2,1,3
2,0.660496592898965,2,20,78,57,42,86,68,20,52,83,1,3,1,3,1,3,3,1,1,2
2,0.659082476300385,2,106,79,12,49,67,21,33,64,112,1,2,1,1,3,3,3,3,1,1
2,0.658562988174174,2,110,70,33,118,113,80,12,13,21,1,2,3,3,2,2,1,3,3,3
2,0.658119747799931,2,82,79,74,42,91,67,113,3,71,1,3,1,3,2,2,1,1,2,1
2,0.658066122394666,2,26,61,73,100,33,65,56,98,118,1,2,2,1,2,3,2,2,3,2
2,0.658027572708983,2,32,3,62,26,47,90,70,75,66,1,2,2,2,1,1,1,2,1,1
2,0.657763040236778,2,64,103,9,55,100,23,4,93,87,1,2,1,1,2,1,2,1,3,2
2,0.656867722310374,2,81,48,9,116,17,93,38,72,93,1,2,2,2,2,2,2,2,3,3
2,0.656702876463821,2,53,23,2,48,101,25,79,43,4,1,1,2,2,2,1,1,1,1,2
2,0.656599788500775,2,45,4,94,13,56,106,50,65,118,1,1,1,1,1,2,1,1,1,2
2,0.656434435786424,2,34,98,44,29,116,75,52,41,52,1,1,3,3,2,3,2,1,3,2
2,0.656356925682731,2,100,13,36,35,116,66,99,9,64,1,1,2,2,1,2,1,2,1,1
2,0.655403105976137,2,86,113,14,32,115,113,24,67,93,1,2,1,1,1,2,2,3,1,3
2,0.655313069459659,2,39,107,113,91,115,67,30,118,45,1,3,3,2,1,2,1,2,1,1
2,0.655231232479536,2,79,44,51,84,52,12,78,42,63,1,1,2,1,1,1,2,1,2,2
2,0.65485307457883,2,80,44,114,2,109,95,86,117,88,1,1,2,2,2,3,1,1,3,2
2,0.654408501160593,2,101,29,106,64,85,50,69,85,86,1,3,2,1,3,3,1,2,1,3
2,0.654377559269126,2,67,88,108,55,19,53,74,104,56,1,1,1,1,2,2,3,1,3,1
2,0.654289989966338,2,74,51,26,95,13,91,33,114,22,1,3,2,1,2,1,2,3,2,1
2,0.654277195557387,2,39,50,45,35,86,116,29,39,84,1,1,3,2,2,3,2,3,3,3
2,0.653808131550265,2,23,93,49,48,28,96,42,116,64,1,3,2,3,2,1,1,1,3,3
2,0.653667230451946,2,13,48,54,24,58,109,106,25,67,1,1,3,2,1,2,2,3,2,1
2,0.653527275921574,2,27,24,46,13,33,95,66,34,2,1,2,2,2,1,3,3,2,1,2
2,0.653486914674939,2,52,27,49,117,116,33,95,87,30,1,3,3,2,1,3,3,1,1,1
2,0.653229577247294,2,63,76,42,95,113,38,73,80,67,1,2,2,1,3,2,1,2,1,1
2,0.653215723733243,2,101,87,95,2,36,6,72,113,47,1,1,2,2,2,2,1,2,2,1
2,0.652958741298724,2,22,116,39,38,62,69,10,115,98,1,2,3,1,1,3,1,3,3,3
2,0.651996921509991,2,104,65,77,60,4,32,111,116,81,1,1,3,2,1,1,3,3,2,2
2,0.651659346949723,2,50,39,8,19,10,67,114,34,51,1,1,1,2,2,2,1,1,1,1
2,0.651314579874754,2,9,118,62,47,76,86,76,29,43,1,1,1,2,2,2,2,3,2,2
2,0.650973649729539,2,76,54,43,14,37,114,52,51,81,1,2,3,1,2,2,1,3,1,3
2,0.650729283385158,2,5,117,79,8,22,75,51,86,59,1,1,2,1,3,2,1,1,3,1
2,0.650563455947713,2,44,22,39,117,89,114,22,36,33,1,1,2,2,2,2,1,1,1,3
2,0.650487326294811,2,85,115,23,117,67,57,59,113,61,1,2,3,1,3,1,3,3,1,1
2,0.650401430693775,2,52,13,46,41,24,79,30,39,69,1,2,1,2,3,1,1,1,3,1
2,0.650271122131064,2,109,67,116,100,96,95,85,10,85,1,2,3,3,3,1,1,2,3,3
2,0.6501746584571,2,11,18,24,79,39,79,75,76,101,1,1,3,1,2,3,1,2,2,3
2,0.650132125959724,2,72,52,40,50,114,4,39,115,51,1,1,1,1,1,2,1,1,1,2
2,0.649886433105655,2,56,52,118,33,12,9,39,36,24,1,2,2,1,3,2,3,2,2,3
2,0.649423483579315,2,67,53,84,111,80,89,100,58,105,1,2,3,3,2,1,3,2,1,1
2,0.649334972415599,2,111,11,35,74,103,61,86,103,86,1,2,1,3,2,2,2,1,3,3
2,0.649151135541098,2,18,67,11,88,21,86,49,45,103,1,2,1,3,3,1,2,1,1,1
2,0.648634110587841,2,101,65,63,76,33,49,11,51,74,1,1,2,3,2,3,3,1,3,3
2,0.648632923683413,2,23,102,57,67,62,95,44,102,87,1,3,3,3,1,1,3,3,2,2
2,0.648512737198768,2,56,23,32,59,60,67,62,58,56,1,2,3,1,2,1,1,1,1,3
2,0.647990929851648,2,2,116,65,65,29,104,102,88,112,1,2,1,1,2,2,2,2,2,1
2,0.647914493471356,2,10,25,113,86,110,27,30,104,69,1,2,2,2,3,3,2,1,2,3
2,0.647778083995268,2,64,63,18,4,101,100,116,26,22,1,3,3,3,1,3,2,2,1,2
2,0.647738094994806,2,98,36,43,103,38,28,21,47,38,1,2,2,1,3,1,3,2,3,3
2,0.647472835458573,2,110,116,45,19,95,42,98,114,66,1,3,3,3,3,2,2,3,1,1
2,0.647467744964662,2,113,70,9,102,76,37,99,86,31,1,1,3,2,2,2,1,3,3,1
2,0.64734663981541,2,17,5,28,78,39,114,14,22,16,1,3,3,3,1,1,3,2,1,1
2,0.647323716000426,2,80,56,105,63,23,3,69,38,49,1,1,1,2,1,2,2,2,3,3
2,0.647250009116084,2,5,95,78,72,46,54,4,41,30,1,2,1,2,3,3,2,2,2,3
2,0.647229948402569,2,18,40,45,86,43,12,63,27,28,1,1,3,3,3,1,3,1,2,2
2,0.647185571805338,2,78,85,22,38,13,62,21,67,12,1,3,2,1,3,1,2,2,3,2
2,0.646810890869363,2,118,105,4,20,100,87,44,75,46,1,2,1,1,2,3,3,1,1,2
2,0.646785167662403,2,13,67,45,77,52,44,99,63,103,1,1,3,3,1,3,3,3,3,1
2,0.646688428009564,2,79,77,38,90,29,56,97,47,44,1,1,1,2,2,2,1,3,1,3
2,0.646505748344208,2,39,26,110,32,40,94,82,113,111,1,1,1,2,2,2,2,2,1,2
2,0.646184931789308,2,115,118,45,116,107,102,11,83,55,1,2,2,1,1,2,1,2,2,1
2,0.64617570646028,2,28,16,44,67,63,118,33,45,60,1,1,2,2,1,2,2,3,1,3
2,0.645934580178968,2,24,20,38,39,30,25,65,85,86,1,2,3,2,2,2,1,2,2,3
2,0.645924818775941,2,86,84,99,82,109,117,52,14,75,1,3,2,3,3,1,2,2,2,1
2,0.645838404985419,2,2,19,75,57,85,23,97,27,9,1,2,3,1,3,1,3,1,3,1
2,0.645738247607658,2,21,35,78,38,65,113,9,67,88,1,3,2,3,3,3,2,2,3,3
2,0.645735694124648,2,115,13,103,23,4,82,69,76,22,1,3,3,1,3,1,1,2,1,1
2,0.645532146159492,2,84,63,84,41,4,53,22,79,77,1,2,2,3,3,1,2,1,1,3
2,0.645381677695927,2,93,79,24,67,4,76,21,98,16,1,2,1,2,3,1,3,1,3,3
2,0.645329711060896,2,111,115,38,27,32,113,116,65,87,1,2,2,2,1,1,1,2,2,3
2,0.64519348482439,2,105,43,44,86,9,33,65,16,70,1,3,2,1,3,1,3,1,3,1
2,0.645147070072308,2,75,51,110,26,76,117,77,86,107,1,2,2,3,1,2,2,1,3,3
2,0.644723029577673,2,42,10,20,76,77,116,113,95,69,1,2,3,3,2,2,3,2,2,2
2,0.644657484812358,2,2,23,18,113,96,26,107,87,53,1,2,3,1,2,1,1,1,3,3
2,0.644558933060963,2,42,33,76,109,109,96,57,24,33,1,1,3,1,1,3,1,1,3,2
2,0.644144481865869,2,87,67,64,16,21,35,32,2,51,1,1,1,2,3,2,1,3,2,1
2,0.643924706258448,2,36,26,50,21,30,87,37,67,17,1,3,2,1,1,1,3,1,1,2
2,0.643774826626437,2,87,87,117,11,74,105,75,82,51,1,3,1,3,1,2,3,1,2,1
2,0.643774124042722,2,14,110,67,11,114,44,52,21,81,1,2,2,1,3,2,3,2,2,3
2,0.643722805323339,2,96,67,63,23,88,19,10,89,33,1,3,3,2,1,3,3,3,3,3
2,0.643714697084733,2,74,51,22,33,55,5,21,55,56,1,1,1,2,3,3,2,1,1,1
3,0.684255314690181,3,78,44,40,87,53,69,116,69,51,1,1,1,2,1,1,1,2,2,2
3,0.680872423990053,3,116,56,38,39,117,98,27,89,23,1,3,2,2,1,3,1,2,2,3
3,0.678758624660049,3,39,52,19,45,109,16,14,3,70,1,1,3,1,2,3,3,1,2,1
3,0.671208991521075,3,10,88,46,21,98,47,55,72,118,1,1,3,2,3,2,1,2,2,1
3,0.670274910582452,3,35,32,112,116,87,24,95,66,73,1,2,2,3,2,3,2,1,3,1
3,0.66838526426249,3,49,45,12,109,23,65,8,87,27,1,3,2,3,1,3,2,2,1,1
3,0.666772375367979,3,87,13,90,55,70,45,24,62,118,1,1,1,3,2,2,2,1,2,1
3,0.664570389849483,3,46,54,31,95,16,14,118,72,116,1,2,3,3,2,3,1,1,3,2
3,0.663748693875021,3,42,30,98,77,41,95,40,47,108,1,2,1,1,1,1,1,2,2,1
3,0.662730991686469,3,22,24,95,102,32,16,67,80,33,1,1,3,1,2,1,2,1,1,3
3,0.661138688006252,3,23,72,38,18,37,116,61,47,88,1,1,3,1,3,2,2,1,3,3
3,0.661042279504234,3,10,90,45,85,103,80,102,86,70,1,1,1,1,3,3,1,3,3,3
3,0.66068836380922,3,86,109,71,113,66,60,96,99,23,1,3,2,1,3,2,3,2,2,3
3,0.659965051797066,3,107,96,73,84,23,61,116,86,118,1,1,3,1,1,1,1,2,3,1
3,0.659151080475954,3,85,45,77,76,107,9,55,38,62,1,2,2,1,2,2,1,3,3,2
3,0.657245068363421,3,12,90,72,46,109,113,80,82,117,1,3,2,3,2,3,3,1,1,3
3,0.657184333110703,3,61,45,11,36,118,102,20,67,110,1,1,2,1,2,1,3,2,1,3
3,0.657178950974673,3,23,90,81,40,10,25,2,55,95,1,3,1,2,2,1,1,1,2,1
3,0.656667158357547,3,60,90,23,91,96,32,49,100,24,1,1,3,3,3,1,3,3,1,2
3,0.656591445484273,3,62,47,92,41,21,23,76,95,75,1,2,2,2,3,1,3,3,3,2
3,0.656580730795147,3,60,95,55,58,79,45,41,116,81,1,1,2,3,3,1,2,2,2,2
3,0.656538423739943,3,8,93,102,55,107,87,23,65,103,1,3,2,1,2,1,1,3,2,1
3,0.65640444217364,3,24,81,17,9,16,10,118,44,54,1,3,1,3,1,1,3,1,2,1
3,0.656393592222006,3,30,67,59,102,90,12,20,99,53,1,2,1,2,3,3,2,2,1,2
3,0.655626857918589,3,79,13,96,118,40,41,71,107,1,1,2,1,2,1,1,3,1,2,2
3,0.655579780786929,3,90,58,51,56,116,74,96,39,65,1,1,3,2,2,2,2,1,1,1
3,0.655506673660652,3,66,16,86,23,24,52,82,56,11,1,2,2,3,3,1,2,1,1,2
3,0.655415793465997,3,23,41,11,10,62,14,33,55,19,1,3,3,1,2,3,2,3,3,1
3,0.65530737497987,3,30,57,89,98,91,47,67,6,92,1,1,1,2,1,1,1,1,3,3
3,0.654838913651546,3,38,66,56,20,23,40,54,19,30,1,2,3,1,3,3,1,1,2,2
3,0.654638471199982,3,57,2,101,112,100,42,23,91,45,1,3,1,1,2,1,2,3,1,3
3,0.654626542204449,3,80,98,8,24,20,63,13,13,3,1,1,3,3,1,2,2,2,1,2
3,0.654576093143829,3,79,19,89,18,90,69,20,49,99,1,1,2,2,2,3,1,1,3,3
3,0.654296090487475,3,28,113,22,40,21,57,12,23,34,1,1,2,1,3,2,2,2,3,3
3,0.65418086497336,3,13,21,51,67,62,113,100,46,106,1,1,1,2,1,2,2,2,1,2
3,0.654050316348535,3,19,51,90,102,118,76,24,56,31,1,3,1,3,3,1,3,1,1,2
3,0.653627639618001,3,40,37,87,6,67,58,27,3,39,1,2,1,2,1,1,1,2,2,1
3,0.653503443321834,3,26,74,41,54,50,79,32,30,10,1,1,1,1,1,2,1,2,1,2
3,0.653404224711335,3,38,71,92,85,55,67,80,90,41,1,2,1,1,1,2,1,1,1,3
3,0.65307244875076,3,38,13,78,90,30,20,60,48,45,1,2,1,2,3,1,3,1,1,1
3,0.652960319069883,3,117,96,58,61,50,52,5,43,79,1,2,1,1,2,2,1,1,1,1
3,0.652739457736533,3,118,113,11,21,56,47,19,2,36,1,1,3,1,2,3,2,2,2,1
3,0.652480616145443,3,46,25,76,86,13,11,3,26,61,1,2,1,3,1,1,3,2,1,1
3,0.652451676946372,3,113,33,66,73,3,39,89,24,16,1,1,1,2,2,2,2,2,2,1
3,0.652208345905046,3,67,16,92,67,2,96,57,45,37,1,1,3,3,3,1,1,1,1,2
3,0.652166588969381,3,78,96,12,90,56,39,18,27,74,1,2,1,3,3,3,3,1,1,1
3,0.652104341480414,3,77,19,90,11,13,46,64,59,98,1,1,2,3,1,1,2,3,2,1
3,0.651653564734751,3,110,8,25,108,23,80,70,6,86,1,2,1,2,2,3,1,1,1,3
3,0.651515200599884,3,40,10,13,41,82,6,58,117,106,1,2,2,2,2,2,1,1,2,2
3,0.651492827379911,3,44,108,19,39,85,105,116,94,67,1,2,1,3,3,1,2,2,2,3
3,0.651430294230023,3,44,37,2,109,51,39,40,37,35,1,3,1,1,1,3,2,2,2,2
3,0.65137525376876,3,50,69,2,118,93,95,40,21,14,1,2,2,1,2,2,1,2,1,1
3,0.651167408196226,3,42,56,72,37,9,94,12,30,45,1,2,1,1,1,1,1,1,2,3
