,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliales;g__Babeliales,0,0.017742005,0,0,0,0,0,0,0,0.015437796,0.106128917,0.0259202,0,0,0,0.023904097,0.02331,0,0.022657398,0.016950593,0,0,0,0,0,0,0,0,0.007570005,0.016608496,0,0,0,0,0,0,0,0,0.0124632,0.019953804,0.011609002,0,0,0,0,0.048220103,0,0.021691295,0.012201101,0,0,0,0.015832301,0.026949599,0.081866604,0.12195118,0.163781833,0.351128532,0.239444305,0.165520782,0.097528642,0.11978982,0.231286821,0.228963903,0.218969942,0.214878004,0.247023099,0.279835898,0.151197608,0.219751919,0.257732015,0.212792563,0.44082959,0.327483049,0.224914044,0.239370061,0.278609994,0.226533546,0.236733804,0.422435315,0.418851131,0.576543368,0.814427178,1.232217,1.338959583,1.374155381,1.238927055,1.919244338,1.754385968,2.713549507,2.902048083,2.984852461,3.238589703,2.988500873,3.104181645,2.702550913,2.314178576,2.243680243,2.164720128,1.830591751,1.896827524,1.714054951,1.756416262,1.836422483,1.91501624,2.017628612,2.402523083,1.623342179
d__Archaea;p__Euryarchaeota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Candidatus_Methanofastidiosum,0.19036677,0.186291351,0.201342324,0.147398699,0.155181213,0.088452401,0.126523288,0.105485174,0.108156817,0.129677669,0.091388815,0.074520501,0.091251608,0.158864304,0.195370311,0.167328977,0.186480202,0.209229253,0.233047381,0.18363132,0.150611115,0.11448929,0.066475326,0.075168287,0.035569896,0.072541518,0.038717796,0.159780063,0.141396388,0.11293807,0.172572842,0.117882814,0.06668492,0.071892673,0.126582328,0.086972932,0.03886639,0.108443493,0.0822573,0.085516416,0.101578815,0.080913991,0.061107108,0.066261087,0.093364181,0.096440206,0.083079514,0.102258975,0.124451007,0.092793996,0.123782019,0.0869305,0.088660906,0.107798596,0.139855407,0.132113778,0.157358931,0.123611576,0.134898259,0.098675789,0.083874636,0.106177318,0.098121709,0.092221601,0.095448419,0.108952202,0.0665062,0.0604191,0.113398206,0.122802567,0.140893508,0.140818575,0.124177325,0.174869573,0.128522268,0.113385782,0.104740635,0.145213829,0.172170076,0.122642475,0.149380475,0.131630893,0.130034628,0.151226612,0.117396972,0.140353198,0.110337014,0.133773803,0.153087797,0.117309313,0.099003799,0.111931921,0.128450396,0.154815976,0.090683993,0.116359818,0.107443969,0.06562291,0.083903901,0.062053971,0.098376812,0.093324219,0.115709817,0.123965772,0.08900372,0.053095524,0.069691485,0.062974488
d__Bacteria;p__Desulfobacterota;c__uncultured;o__uncultured;f__uncultured;g__uncultured,0.087629186,0.032527109,0.034899304,0.0267998,0,0.0274507,0.013318199,0.010208197,0.003,0,0.011792102,0,0.014718001,0.00676,0.053282803,0.026892196,0.0259,0.069743084,0.045314796,0.02260079,0.014481801,0.007269999,0.015108006,0.009799998,0,0,0,0.028760393,0.017674511,0.009969997,0.012039996,0,0,0.024885891,0.038269108,0.016454306,0,0.009039999,0.0149559,0.008550002,0.017413503,0,0.035945404,0,0.010373798,0.00284,0,0.021691295,0.024402101,0.020298699,0,0.0419664,0.015832301,0,0.030700002,0.023712696,0.022479804,0.014331797,0.020234709,0.025464697,0.013654006,0.00272,0,0,0.007490001,0.0121058,0.0126678,0.0254396,0,0.032316418,0.037800702,0.015646497,0.009310002,0.028614996,0.035343591,0,0.027232509,0.023234205,0.027670212,0.013626897,0.017574197,0.026326199,0.006840001,0.025204402,0,0,0.012609902,0,0.0214323,0,0.00619,0.012436902,0,0,0.020927098,0.005630001,0.022039814,0.015624502,0,0,0.024594203,0.027997306,0.017801503,0.014414597,0.014355403,0.010619105,0.014671897,0.003499999
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea,0.262887459,0.171506347,0.161073819,0.150748699,0.126678511,0.128103501,0.146500586,0.105485174,0.090130714,0.074101482,0.085492814,0.00324,0.073590007,0.104782803,0.088804705,0.131472782,0.132090102,0.174357761,0.148891388,0.104528555,0.09847651,0.079960693,0.063453724,0.101313782,0.061438994,0,0.067246793,0.105454875,0.08079795,0.079720979,0.110366363,0.091359211,0.045466914,0.10783906,0.173682738,0.068167925,0.08097168,0.15362829,0.0897353,0.076964714,0.098676615,0.103569889,0.107836113,0.09939158,0.117569776,0.121968508,0.128080921,0.071271382,0.158614009,0.110192795,0.161868825,0.1408873,0.088660906,0.158329094,0.109155405,0.213414564,0.147724729,0.179147265,0.175367677,0.136872885,0.181403277,0.147014824,0.157695514,0.190803302,0.170309933,0.154349003,0.1425133,0.165357599,0.17868801,0.155118984,0.199312711,0.203404664,0.152117231,0.174869573,0.183144254,0.220472364,0.205291569,0.191682239,0.221361497,0.190777261,0.190386869,0.18165069,0.160832235,0.165229113,0.164990261,0.133825098,0.24274143,0.109203102,0.174520097,0.120396414,0.167068899,0.196502737,0.161246195,0.135463967,0.174392186,0.146388222,0.121218877,0.112496517,0.144314702,0.155134928,0.212124925,0.189759239,0.178015127,0.172975461,0.200976246,0.223001101,0.209074555,0.195920661
d__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas,0,0,0,0,0,0,0,0,0,0.018525396,0.035376306,0.0421203,0,0,0,0,0,0.031965593,0.042077997,0,0,0.016355599,0,0,0,0,0,0,0.035349122,0.029895392,0.032106589,0.026523603,0.042435813,0.116134357,0.079481917,0.079921029,0,0.081332694,0.0673015,0.05130981,0.110285616,0.074440892,0.046729006,0.04818989,0.082990383,0.102113206,0.090002815,0.034086292,0.100048805,0.113092595,0.158694924,0.0899281,0.034831102,0.074111497,0.095511005,0.091463385,0.09955362,0.125403076,0.134898259,0.098675789,0.07022063,0.125234821,0.094617309,0.089041501,0.076733015,0.115005102,0.082341,0.139917999,0.134016007,0.116339263,0.154639209,0.118913479,0.062088713,0.079486188,0.070687282,0.113385782,0.071223624,0.139405228,0.083010536,0.122642475,0.111303082,0.089508995,0.109502824,0.095216808,0.072976483,0.137089098,0.094574612,0.073712101,0.094914398,0.080264309,0.089722199,0.166654231,0.106586497,0.110582855,0.048829796,0.099468915,0.118463876,0.103121816,0.171163902,0.142207034,0.153713718,0.161762033,0.169114425,0.164326663,0.143554433,0.124774356,0.168726764,0.146940471
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium,0.021151897,0,0,0,0.025335702,0.0274507,0.029965997,0.04083299,0.051074108,0.049400988,0.053064509,0.0421203,0.026492402,0.033800901,0.035521902,0.041832294,0.04144,0.040683491,0.064735395,0.025425889,0.046341905,0.025442098,0,0.035950094,0,0,0,0,0,0.003319999,0.008029997,0.008840001,0,0.013825495,0.020606405,0,0,0.021086199,0.0224338,0,0,0.009709999,0,0,0,0.022691801,0.041539707,0.061975085,0.051244503,0.075395096,0.060304109,0.0629496,0.047496903,0.050530598,0.037522202,0.074525688,0.04817111,0.05195269,0.053959324,0.041380196,0.019505708,0.054449909,0.059573905,0.047700801,0.063632312,0.054476101,0.0348366,0.0604191,0.065289904,0.048474726,0.089347105,0.040680893,0.037253208,0.034973895,0.051408887,0.028346495,0.018853306,0.055181211,0.052265923,0.073585485,0.06150959,0.071080696,0.065017314,0.089615807,0.063457785,0.091392799,0.100879513,0.106473002,0.146964297,0.169789819,0.207289199,0.246250346,0.240502893,0.226694812,0.254612679,0.311544048,0.292027286,0.278116343,0.265136303,0.281828369,0.353541642,0.38885098,0.397567159,0.475682392,0.551249027,0.560157453,0.671239256,0.647237772
d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae;g__Brevinema,0.009069999,0,0.016107402,0,0,0,0.019977398,0,0.036052306,0.018525396,0.020636203,0.0162001,0.023548802,0,0.032561702,0.032868195,0.02849,0.040683491,0.032367697,0.019775691,0.028963703,0.043614996,0.039280915,0.042486393,0.035569896,0.015769904,0.034642297,0.057520887,0.030299219,0,0.036119888,0.041259005,0,0,0.026494006,0.023506209,0.04210529,0.042172497,0.0548382,0.025654905,0.037729306,0.09709679,0.057512607,0.114450877,0.114111777,0.241100615,0.321933053,0.347060715,0.470961425,0.487168277,0.539562682,0.5425659,0.58262884,0.53225528,0.770910138,1.128048612,1.570378313,1.420637524,1.416431222,1.244588566,1.016248734,0.884811347,0.66933006,0.76321311,0.741129044,0.938199916,0.826577098,0.785448495,0.714752139,0.827301348,0.835051548,0.898109743,0.887868082,1.081012131,1.034604341,1.266141494,1.424472079,1.231412848,1.152924306,1.182818861,1.183327805,1.079373341,1.108715942,0.929763675,0.76149362,0.913927587,0.948898319,0.876354818,0.835859285,0.941561506,0.965286794,1.024799293,1.033069069,0.975893481,1.105646709,0.959030247,1.016585549,0.91247164,0.886025012,0.791187933,0.787014393,0.861693677,0.747663711,0.723613836,0.778065079,0.700860417,0.740930741,0.650736371
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20,0,0,0,0.0167499,0,0,0,0.006809998,0.012017402,0,0,0,0.014718001,0.020280501,0.050322703,0.050796293,0.069930101,0.063931186,0.12947079,0.056501975,0.046341905,0.009089999,0,0,0,0.012615903,0,0,0.030299219,0,0.06019988,0.032417804,0.03334241,0.016590594,0.023550205,0.016454306,0,0.027110898,0,0.017103303,0,0.012946199,0.017972702,0,0.017289697,0.014182401,0,0,0.046364103,0,0.047608507,0.0479616,0.028498102,0.033686999,0.047755502,0.081300786,0.044959709,0.071658886,0,0.028647797,0.042912618,0.035392406,0,0.0318005,0.028073105,0.054476101,0.0221687,0.0572392,0.051544603,0.132497472,0.099656406,0.065715388,0.117968524,0.044512293,0.061048085,0.069291289,0.06074952,0.037755608,0.039968018,0.059958588,0.017574197,0.081611196,0.034219607,0.075613306,0.053939087,0.039168299,0.07881211,0.051871501,0.061235099,0.046306305,0.0587835,0.089545617,0.092921597,0.110582855,0.069756894,0.058179909,0.077139249,0.059373109,0.063766901,0.056882774,0.064559808,0.043551309,0.06527221,0.04612679,0.063163915,0.02123821,0.055019588,0.083965983
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis,0.033238695,0.014785004,0,0,0,0,0,0.010208197,0,0,0,0.0129601,0.008830001,0,0,0,0,0.011623897,0.009709999,0,0.005790001,0,0,0,0,0.006310002,0,0.012782397,0,0,0,0.005890001,0,0.019355693,0.005890001,0.007050003,0,0,0,0,0,0.019419398,0,0.006019999,0.013831697,0.00567,0,0,0.014641301,0.011599199,0.015869502,0.006,0.018998801,0.0101061,0.057988803,0.064363089,0.138090527,0.137943373,0.134898259,0.140055985,0.200909086,0.255914642,0.259321623,0.324365604,0.383665274,0.450941208,0.468710399,0.578751596,0.584172432,0.491210166,0.415807624,0.438102323,0.431516288,0.391072039,0.443401889,0.425196831,0.544651083,0.377555876,0.458095301,0.39518142,0.345625443,0.297485784,0.27717896,0.305253725,0.310943226,0.339458795,0.233283929,0.333069407,0.296990295,0.345753739,0.396015098,0.31838426,0.420879987,0.447860421,0.526664557,0.465439371,0.495895416,0.565607387,0.520204107,0.659323294,0.697860382,0.715485747,0.720961407,0.830282012,0.792420482,0.873420795,0.858305915,0.881642725
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas,0.111802683,0.100538228,0.091275211,0.107199099,0.104509809,0.094552601,0.066591194,0.064652184,0.042061007,0.098801976,0,0.0388802,0,0,0.017760901,0.044820294,0.059570101,0.075554983,0.067972195,0.127129345,0.081098308,0.074508894,0.126907449,0.098045583,0.012934499,0.022077806,0.061133394,0.054325187,0.037874024,0,0.066219778,0.041259005,0.036373611,0.069127574,0.064763014,0.079921029,0.068016183,0.060246396,0.0523456,0.059861511,0.0029,0,0.025161803,0.003009999,0.020747596,0,0.003460001,0,0.029282602,0.017398899,0.044434607,0,0,0.037055799,0,0.074525688,0.118822124,0.134360374,0.155132968,0.085943491,0.126787254,0.117067319,0.105130409,0.117662002,0.087962317,0.084740601,0.082341,0.120838199,0.130579707,0.064632935,0.085910705,0.090749784,0.102446321,0.098562885,0.073900282,0.11968498,0.098456133,0.066798313,0.04611702,0.04905699,0.082012786,0.073713296,0.082127118,0.114820209,0.120569871,0.117504998,0.116642015,0.098282802,0.088790898,0.104960912,0.154693399,0.119394122,0.117518396,0.110582855,0.143001588,0.116359818,0.101934065,0.143745522,0.120821602,0.126693541,0.113748213,0.105767422,0.109776016,0.106668176,0.08900372,0.140703064,0.13938297,0.090963182
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Longilinea,0.099715985,0.115323232,0.048322106,0.0736994,0.044337504,0,0.079909392,0.061249485,0.066095811,0,0.032428305,0,0,0.064221702,0.053282803,0.044820294,0.077700101,0.095896778,0.093866292,0.064977272,0.052134605,0.065422394,0.02719441,0.032681894,0,0.031539808,0,0,0.060598438,0.03653879,0.034113288,0.047153106,0,0.05530208,0.04710041,0.05406422,0.048582988,0.081332694,0.0722868,0.039907608,0.049338307,0.061494593,0,0.054213589,0.034579293,0.053893103,0.065771311,0,0.070766204,0.055096397,0.06347801,0.0779376,0.072828605,0.094323696,0.054577703,0.081300786,0.070651014,0.071658886,0.107918547,0.060478693,0.079973534,0.065339911,0.105130409,0.060421001,0.087962317,0.066581901,0.1330124,0.069959,0.089344005,0.148655681,0.154639209,0.125172078,0.077610816,0.082665587,0.115670071,0.078740187,0.129878344,0.14811803,0.147574265,0.133544073,0.105445083,0.089508995,0.13687853,0.098017308,0.092013778,0.120768998,0.138709417,0.076442202,0.134717198,0.151267217,0.123754699,0.074621314,0.144848296,0.088466244,0.146489488,0.106976016,0.129483783,0.178119427,0.154383102,0.180990716,0.184456522,0.171094435,0.189882828,0.216219251,0.143554433,0.185834184,0.205406556,0.237903553
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__vadinBE97;g__vadinBE97,0.048347093,0.008870002,0.048322106,0.0535995,0.031669603,0.036601,0.016647798,0.006809998,0.015021802,0.018525396,0.047168408,0.230041502,0.247262523,0.300828108,0.148007808,0.056772292,0.044030001,0.037777492,0.055025096,0.067802371,0.043445504,0.032711197,0.060432123,0.026145495,0,0.028385807,0.044831196,0.067107684,0.090897657,0.066434083,0.108359763,0.150300618,0.100027331,0.071892673,0.023550205,0.021155608,0,0.024098598,0.0174485,0,0.026120304,0,0,0,0,0,0,0,0,0,0,0.014988,0,0,0,0,0,0.005369999,0.006740003,0.022281598,0,0,0,0,0,0.0151323,0.0253357,0.0317995,0.027490502,0.051706328,0.041237102,0.031292995,0.031044306,0.092203986,0.04176979,0.037795294,0.035611812,0.020329904,0.024595711,0.035430093,0.029290295,0.031591398,0.020531804,0.030805402,0.031728892,0.071808599,0.034677304,0.076442202,0.039802799,0.08952551,0.0742528,0.05472231,0.021863899,0.06082053,0.045341996,0.009380001,0.038569625,0.046873507,0.0134246,0.012927894,0.033817004,0.055994511,0.06823911,0.103785276,0.114843526,0.114155352,0.102703278,0.136444673
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__AB-539-J10,0.099715985,0.082796123,0.08590601,0.0669994,0.066506206,0.070151901,0.073250293,0.044235689,0.072104611,0.077189081,0.053064509,0.0486003,0.070646406,0.077742102,0.071043804,0.086652488,0.134680102,0.075554983,0.103576592,0.070627469,0.078201908,0.070874294,0,0.062095589,0.019401798,0.034693709,0.022415598,0.047933989,0.040398925,0,0.062206479,0.050100206,0.045466914,0.063597377,0.058875513,0.030558011,0.022672094,0.060246396,0.0224338,0.05130981,0.049338307,0.048548395,0.064701708,0.039154292,0.055326889,0.036874202,0.072694512,0.043382589,0.043923902,0.046396998,0.072999711,0.0419664,0.044330503,0.057267998,0.078455504,0.054200491,0.070651014,0.062701488,0.070821531,0.066844893,0.079973534,0.05989491,0.063078206,0.0381607,0.058017711,0.036317401,0.0633392,0.0604191,0.058417203,0.042011423,0.034364302,0.087620485,0.090028618,0.060409491,0.048195888,0.069291289,0.067034023,0.069702614,0.070712731,0.068134686,0.067367689,0.076345896,0.078705117,0.058810405,0.066630684,0.035904299,0.069354709,0.054601501,0.0275558,0.043219205,0.0309387,0.047260209,0,0,0.031390597,0.020644503,0.041324626,0.049998408,0.0234931,0.038783682,0.049188406,0,0.041536906,0.040360891,0.048808511,0.031857314,0,0
d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosaetaceae;g__Methanosaeta,9.557622219,8.359455807,5.906041015,5.309704873,4.082214639,3.464893635,2.956648819,2.705185132,2.286315564,2.420649019,1.942749613,1.603810311,3.502885022,3.833023596,4.36623074,4.762900147,6.824656882,6.863883156,8.334681333,4.887417674,4.411168837,3.461936602,2.405198126,2.183148822,1.034761398,1.740995835,1.310292669,4.879684463,3.368263705,2.806841962,4.701607711,3.424496501,2.691644026,4.067466999,3.211658007,2.595083445,2.587853666,3.08762819,2.54997759,2.628203794,2.501741773,1.948408992,2.045291456,2.310101343,2.679898459,1.903276218,2.717391748,2.550276673,2.22059552,1.919675108,1.977338701,1.9694245,1.725721317,1.997641824,2.340019215,2.659213656,2.697582337,3.50770262,3.095913959,3.211738853,3.157978248,2.608151633,2.919119963,3.590281847,3.518491483,3.50765696,3.38231569,3.300791777,3.367582085,5.183560209,4.292096445,4.991237127,5.119211249,4.54978949,4.906338173,4.718109431,3.617740116,3.766845557,3.71395353,3.924560407,4.17972461,3.914702985,3.332991827,4.231545143,4.150140216,3.773215347,3.820813178,4.01594378,4.271149023,4.352792792,3.576511379,3.524613263,3.68133359,3.593941872,3.41111202,3.160483184,3.220565155,3.084279072,2.637938034,2.963076525,2.238072064,2.280221967,2.029372802,2.170841607,2.446167663,2.306999043,2.127424943,2.361543132
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter,0.302169553,0.564788156,0.939597414,1.135640294,1.292120707,1.454889315,2.070986003,1.86130344,1.817635889,1.985302724,1.933905611,1.976412614,1.19215831,1.399357835,1.604404788,1.601577481,1.139601114,1.400673885,1.919404246,0.977483575,1.178821917,0.984970915,0.486478487,0.506569012,0.598221441,0.460480815,0.50129395,0.747770926,0.573160358,0.57133355,0.519725324,0.391960446,0.397078122,0.500483715,0.506329211,0.390202742,0.333603118,0.530168364,0.441198498,0.290755755,0.246691437,0.255688273,0.201294025,0.271067946,0.273176745,0.31484902,0.332317955,0.260295536,0.409956122,0.40887338,0.495128175,0.5455635,0.487635033,0.414350684,0.457088322,0.409891532,0.472076894,0.442493614,0.451908998,0.410618756,0.433027285,0.47915938,0.424025838,0.470648106,0.333133765,0.332909606,0.364200699,0.429293697,0.374557621,0.38779751,0.408934723,0.384904133,0.450142892,0.44830213,0.469106283,0.541732212,0.569788791,0.653462031,0.553403643,0.610487177,0.556515508,0.521258371,0.73230006,0.599305549,0.586984661,0.518980293,0.567447471,0.655218513,0.453139792,0.540240261,0.532145297,0.437778382,0.538398484,0.370452483,0.435980564,0.39036846,0.443550883,0.378113258,0.375889405,0.361981432,0.433472751,0.360853674,0.367897955,0.343067922,0.333046277,0.323882446,0.363129422,0.293880942
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__uncultured,0.015108498,0,0.037583905,0.0502496,0.114010609,0.097602601,0.203103081,0.24159514,0.18627013,0.172903459,0.150349324,0.155521001,0.114800411,0.135203703,0.094725005,0.080676489,0.072520101,0.084272881,0.093866292,0.096053258,0.139025714,0.139931288,0.20849078,0.169945671,0.142279686,0.186084747,0.185437981,0.17256256,0.156545998,0.162763657,0.150499649,0.141459417,0.187930058,0.475597825,0.465116402,0.425462055,0.333603118,0.497032866,0.336507299,0.310709558,0.208962231,0.249215073,0.215672227,0.225889955,0.338877532,0.280811217,0.311548051,0.353258213,0.466081025,0.429172079,0.345954953,0.4436451,0.411639928,0.53562408,0.474143823,0.555555507,0.667972733,0.82407724,0.853231175,0.725744722,0.875807374,1.050883574,0.977712488,0.864974911,0.887108972,0.883723715,0.940587797,0.731389295,0.931239551,0.853154562,0.862543049,0.929402737,0.956165596,0.89660416,0.915721271,0.970078542,0.919622409,1.092007619,1.036094655,1.008393996,1.016373132,1.055679842,0.951305707,0.974571579,0.882063391,0.962887987,0.983575623,0.813563016,0.817488685,0.885994,0.925066494,0.823321755,0.877288874,0.787902588,0.784765036,0.756338916,0.727313264,0.765601217,0.721573409,0.739476357,0.900762506,0.983015202,0.881175031,0.870643002,0.910135109,0.860146889,0.920661502,0.86065123
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea,0.365625143,0.307528585,0.206711425,0.298147499,0.177349915,0.189105102,0.143171086,0.20416495,0.156226525,0.120414971,0.141505323,0.0615604,0.158954415,0.145343904,0.168728909,0.21812527,0.238280203,0.252818743,0.307493075,0.197756814,0.176678417,0.181728984,0.069496927,0.091509184,0.051738095,0.047309712,0.059095594,0.124628471,0.148971193,0.129546566,0.126419657,0.147353517,0.106089533,0.179731734,0.088313219,0.108128439,0.168421059,0.207850086,0.216860299,0.082665816,0.130601319,0.048548395,0.100647013,0.072284786,0.155606969,0.104949707,0.18000553,0.142542765,0.200097611,0.153689993,0.203129531,0.1888489,0.14565721,0.178541393,0.191022009,0.138888877,0.228009945,0.20601926,0.155132968,0.162337682,0.198958485,0.198742233,0.192739017,0.171723002,0.151594629,0.184613503,0.1520142,0.206696999,0.247414214,0.200362009,0.213058412,0.231568359,0.204892642,0.225740765,0.234553141,0.255118058,0.240903381,0.212012143,0.187542382,0.207129558,0.246038459,0.234302987,0.191629942,0.187633015,0.203064952,0.208897697,0.211216526,0.196565604,0.217384596,0.246966928,0.207289199,0.189040636,0.196775094,0.204578201,0.177880085,0.217705533,0.162543504,0.143745522,0.198013203,0.183576315,0.270536232,0.180426837,0.272956541,0.253697342,0.241171455,0.238929708,0.165058865,0.227407855
d__Bacteria;p__Planctomycetota;c__vadinHA49;o__vadinHA49;f__vadinHA49;g__vadinHA49,0.021151897,0.014785004,0.034899304,0.0200998,0.034836603,0.0274507,0.029965997,0,0,0.021612895,0.020636203,0.0194401,0,0,0.011840601,0.032868195,0.080290101,0.084272881,0.100339892,0.056501975,0.063720106,0.067239694,0.048345719,0.026145495,0.016168098,0.053617613,0.042793396,0.070303284,0.04797373,0.009969997,0.096319767,0.070729708,0.054560317,0,0.020606405,0.042311115,0.012955497,0.018073899,0.0199412,0,0.014511302,0,0,0.027106795,0.024205495,0.028364802,0,0.018592495,0.00488,0,0.019043403,0,0,0,0,0.013550098,0.012845603,0,0,0.057295594,0.039011417,0.024502504,0,0.050880901,0.072990014,0.093820002,0.0538384,0.0635991,0.054980903,0.064632935,0.058419203,0.078232586,0.077610816,0.038153394,0.067474183,0.081889787,0.077508026,0.055181211,0.021521209,0.019077696,0.049793492,0.044754498,0.051329411,0.061610805,0.104705375,0.071808599,0.037829805,0.046411301,0.033679299,0.049393406,0.0185632,0.037310607,0.030062899,0.038704019,0.010463499,0.007510001,0.008260005,0.040623706,0.0234931,0.015513493,0.024594203,0,0.008900001,0.025946294,0.020097605,0,0,0.045481591
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__uncultured,0,0,0,0.0167499,0.028502702,0.0183005,0.023306898,0.023819194,0.033047905,0,0.026532204,0.0486003,0.029436003,0.040561101,0.085844505,0.104580586,0.072520101,0.061025186,0.042077997,0.033901185,0.040549204,0.019990198,0.060432123,0.120922879,0.151980585,0.126159132,0.187475781,0.150193265,0.103522365,0.083042678,0.078259774,0.091359211,0.072747122,0.129959852,0.147188732,0.119881544,0.139271266,0.14459139,0.157036699,0.111171321,0.107383316,0.084150591,0.046729006,0.060237288,0.038037292,0.048220103,0.131542522,0.058876386,0.087847705,0.072495297,0.085695213,0.0869305,0.053829804,0.037055799,0.040933302,0.064363089,0.077073815,0.071658886,0.047214421,0.050929494,0.072171231,0.06261741,0.133165112,0.241684203,0.355592269,0.284486405,0.231188199,0.206696999,0.137452308,0.20359371,0.127147807,0.118913479,0.133490627,0.095383385,0.093178677,0.12283458,0.142447248,0.092936819,0.101457345,0.076310885,0.073225688,0.068448096,0.068439215,0.12042121,0.130088469,0.146881198,0.179691722,0.281198006,0.303113795,0.370450442,0.504300497,0.410417177,0.390817188,0.450625022,0.401102167,0.358463355,0.261722567,0.237492636,0.271848604,0.255972581,0.156788019,0.227088947,0.222518933,0.172975461,0.26126906,0.225655802,0.220078453,0.178427665
d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales;f__Caldatribacteriaceae;g__Candidatus_Caldatribacterium,0.181301672,0.10940923,0.093959711,0.0837493,0.079174107,0.057951601,0.059932094,0.061249485,0.081117613,0.058663686,0.044220407,0.0518403,0.073590007,0.087882402,0.088804705,0.095616587,0.121730101,0.110426575,0.142417889,0.073452568,0.095580109,0.063605095,0.030216012,0.035950094,0.012934499,0.047309712,0.00408,0.04154279,0.045448828,0.063112383,0.05819318,0.055994307,0.048498115,0.066362476,0.09125702,0.035259313,0.058299586,0.048197097,0.0548382,0.045608709,0.06965411,0.048548395,0.050323506,0.060237288,0.076074585,0.053893103,0.065771311,0.061975085,0.085407505,0.052196597,0.088869114,0.0689448,0.063329204,0.043793198,0.081866604,0.074525688,0.093130819,0.071658886,0.074194033,0.057295594,0.09362754,0.125234821,0.084104308,0.098581701,0.076733015,0.069608401,0.0570053,0.0476993,0.082471405,0.096949353,0.079037805,0.103266982,0.111759623,0.095383385,0.106030873,0.116535381,0.094266532,0.095841119,0.079936135,0.10083938,0.079083787,0.094774295,0.088971019,0.103618208,0.092013778,0.084864699,0.107184513,0.095552702,0.125531998,0.080264309,0.0525958,0.072133914,0.051926798,0.08017254,0.062781195,0.071317311,0.079894251,0.081247512,0.083903901,0.090495358,0.058411207,0.09954582,0.077139911,0.083604781,0.091874821,0.082298037,0.051351589,0.04898019
