"","Day003","Day004","Day005","Day006","Day007","Day008","Day009","Day010","Day011","Day012","Day013","Day014","Day015","Day016","Day017","Day018","Day019","Day020","Day021","Day022","Day023","Day024","Day025","Day026","Day027","Day028","Day029","Day030","Day031","Day032","Day033","Day034","Day035","Day036","Day037","Day038","Day039","Day040","Day041","Day042","Day043","Day044","Day045","Day046","Day047","Day048","Day049","Day050","Day051","Day052","Day053","Day054","Day055","Day056","Day057","Day058","Day059","Day060","Day061","Day062","Day063","Day064","Day065","Day066","Day067","Day068","Day069","Day070","Day071","Day072","Day073","Day074","Day075","Day076","Day077","Day078","Day079","Day080","Day081","Day082","Day083","Day084","Day085","Day086","Day087","Day088","Day089","Day090","Day091","Day092","Day093","Day094","Day095","Day096","Day097","Day098","Day099","Day100","Day101","Day102","Day103","Day104","Day105","Day106","Day107","Day108","Day109","Day110"
"Day029",0.546442941349179,0.460141551878713,0.461744381611926,0.47203049735792,0.483070554848183,0.490320457739226,0.449399820279717,0.399835825377989,0.399942831944,0.422509375392464,0.363385919360451,0.345755008156729,0.314893528707128,0.314228586554289,0.32198131011966,0.288742312798663,0.350059500180252,0.360036476842404,0.454874074162724,0.252615344881316,0.241912801953066,0.192755755769457,0.197808998355879,0.172854163783457,0.136770419705258,0.0863915053903671,0,0.172411293337242,0.165007697218251,0.181832707724091,0.184491366035534,0.18698743059561,0.166134169511662,0.233704606351495,0.21152820030577,0.169561480437717,0.19599725531,0.2783177616967,0.265011886606926,0.260314394556302,0.296282628909444,0.293057121421118,0.323790018029714,0.340031348853199,0.379401398172764,0.362884017744959,0.395811552361356,0.38731979465162,0.399586967541946,0.392914003066779,0.391950807685678,0.39054576339515,0.365721994884143,0.431845883705682,0.408151788260714,0.426421671482943,0.491251580172719,0.531348597486567,0.540780382326224,0.55432500449,0.571164511186378,0.613276596644805,0.612493308156437,0.628257401174425,0.637753689124566,0.653046668066122,0.671565034677597,0.680322596819591,0.69680824235907,0.710989816728669,0.717817063728589,0.724050831934481,0.735948623188117,0.737221501323212,0.738769082198693,0.743669268507959,0.74681629440367,0.764939840073546,0.775274920888203,0.783498803522422,0.787487665469376,0.78936579886316,0.778162919878909,0.788512206063746,0.786477354483986,0.789140140152622,0.800874732429049,0.80034847016401,0.805272915883895,0.808543039417129,0.809123781598589,0.807069724916753,0.809200756891874,0.806252282526782,0.81835407090001,0.812402362036868,0.81568690146553,0.81599459835632,0.813784992860689,0.813385622401603,0.803111292386374,0.809864656746197,0.814580167020001,0.816223312691729,0.817199711814517,0.817498302856351,0.815614138422625,0.809342299592374
"Day030",0.401013433328985,0.31794984313682,0.321701076421047,0.338715088849354,0.366107420414917,0.384651700465384,0.346220727002689,0.294653588084688,0.308987632355646,0.329357030716826,0.292689343313659,0.292883580090712,0.21238319700239,0.196720916134508,0.184740299001145,0.150777415923692,0.201509933571865,0.212146255661818,0.306474257756288,0.182414273345407,0.168256394405555,0.19299256556421,0.242855733977857,0.224481557695919,0.244080294552678,0.174860916667623,0.172411293337242,0,0.0735534340409545,0.179967038010204,0.155761100273318,0.189637079430778,0.212763229114788,0.130445354044347,0.120301882289962,0.131464219036056,0.143323043449951,0.206860327785692,0.206777079087593,0.215779689778422,0.240922797168317,0.268638255856569,0.291518227983136,0.294980187678127,0.312734794930927,0.319477879234026,0.315471433320061,0.316478166641264,0.319152314652979,0.324467252075239,0.312912444244661,0.313009609570306,0.312657664544987,0.360195574143578,0.333002438683379,0.345543049924897,0.402274291617705,0.448040876800358,0.459898297740508,0.476603326014956,0.502150939575194,0.540701141469563,0.539413796912241,0.551441541560371,0.568861763688802,0.577799742567444,0.598042357445834,0.609832876592673,0.622502968628675,0.601262237113828,0.610380303098962,0.607347607753376,0.627645946192341,0.631543443357105,0.626438965517356,0.636392172452728,0.651140899467908,0.66457764708174,0.680099154217973,0.686964025171912,0.68564994879729,0.693889200986733,0.685010027397324,0.693104779142172,0.695879601129123,0.704567832760682,0.709746023414513,0.708445165611867,0.704762602616905,0.7133373803858,0.726090755441086,0.722450260308857,0.728827367382712,0.728109417228065,0.743242459392838,0.737373635779192,0.743381893524643,0.746156510161577,0.752868642373592,0.747312062255161,0.740551860466108,0.75506941099082,0.759387736155266,0.760080752724395,0.759892905248009,0.763297650210121,0.765107611655268,0.753295760456036
"Day031",0.441587336895327,0.348839944174651,0.336673903086683,0.357344860366066,0.383739159789016,0.388029875027162,0.357925684481106,0.302584616938155,0.3010341248,0.322125294562717,0.278272518826391,0.27792746364361,0.207930553597722,0.204102823167754,0.20102056585402,0.175095247863502,0.233696774046169,0.24474786186958,0.33857442661992,0.199222908677989,0.180584914715553,0.198974922927934,0.222462728175011,0.205897673462059,0.225842621159679,0.152841868846813,0.165007697218251,0.0735534340409545,0,0.158452586782623,0.171723847713434,0.175521561623511,0.18084314172,0.12919939581177,0.121290357116361,0.111479468612246,0.124473458818755,0.199532718039977,0.188345973971592,0.192778046914036,0.221819177846109,0.241958549675888,0.280411188485608,0.283035926901509,0.306434284015321,0.31289743559908,0.312899825095274,0.31750532735635,0.323894009128867,0.315081708882189,0.320738172119622,0.320656739365653,0.308750789419631,0.366363872432672,0.336233764409869,0.357691519502115,0.415064568250473,0.45523565950821,0.468588962779372,0.484720545535152,0.506729175918745,0.548384203185161,0.545322002828633,0.560430992507803,0.57805171265789,0.585559714387567,0.610231362299842,0.617412977825303,0.632921337234115,0.633092492534675,0.638396914361808,0.641229257606413,0.657058628917997,0.657086149555422,0.657492223221711,0.661012224071017,0.672058379815082,0.682179083490931,0.696959963064548,0.706565438052664,0.707140960528287,0.709924991967252,0.702727802368109,0.714174869591436,0.713829780311399,0.720517758363014,0.72930410762782,0.725701262014514,0.73070070049808,0.73385718919867,0.738392794454389,0.735286944141912,0.744152685808253,0.739919000371704,0.75154614760882,0.746976264834819,0.749539326860018,0.751673462887517,0.758289434700332,0.755387603151439,0.748338521742318,0.759576020877596,0.764275892242358,0.765793832571802,0.764336010775288,0.7698946732477,0.768138013013044,0.76131673362284
"Day032",0.492221000727305,0.453008705253589,0.444023684337798,0.460394693073168,0.479112981851031,0.479499985642193,0.446362340545536,0.397013664346985,0.391933250863443,0.41810839102,0.367569824661621,0.361940772728284,0.301051400692905,0.300411985460452,0.303569194224375,0.251500233396198,0.283915851535805,0.280573660642015,0.374452479343787,0.161434673593543,0.165064335962716,0.161159624271612,0.165742638348342,0.142805574098574,0.193531285131935,0.148255085843154,0.181832707724091,0.179967038010204,0.158452586782623,0,0.13285736152035,0.122659581020707,0.125436695238101,0.180443162065564,0.191570417128717,0.175567183181756,0.196292269852241,0.304382948163478,0.288050855374239,0.282950852893023,0.326633375573668,0.332938356836671,0.357768007292478,0.360930126504321,0.392032029293039,0.391539289586085,0.403966555289405,0.395759334231149,0.408572570371557,0.403564543084375,0.405425260964864,0.406963338095175,0.388204142864471,0.448868995551335,0.420180840627981,0.421755360290716,0.437862387220593,0.480183623457797,0.491344660367803,0.50707000601204,0.527880391788625,0.56612838976725,0.562608201673122,0.581192728660941,0.596223784730188,0.607017081149825,0.626388945153298,0.635390674594638,0.65228462810566,0.655098323802764,0.659456455630431,0.663548745955141,0.67893735186642,0.680284766996022,0.678198221969306,0.6866719238512,0.692712721872292,0.706418553068533,0.719699709915871,0.727182318338184,0.731644179784026,0.733856796261292,0.72327196663415,0.735727821234355,0.73609213263736,0.740753019417778,0.748275890582517,0.747858443468824,0.748644720011366,0.755478432192226,0.756253733806811,0.753265652124673,0.759238710762777,0.755480445164452,0.769269434832306,0.762893568218814,0.76830186486201,0.77019891330034,0.772071163433418,0.769512191314609,0.761065437616859,0.772803586600223,0.776020687704559,0.777021007474458,0.776467892137824,0.780846111019863,0.781011229585474,0.773688502995657
"Day033",0.436146879916168,0.397747981990852,0.393801291919092,0.412507022856436,0.448851587045991,0.459747788892987,0.428873125575721,0.378957706775158,0.392376476282152,0.416217285349567,0.376393008509353,0.376065444975598,0.301853036318397,0.289693463936824,0.27594661457,0.21365909629,0.240982475671385,0.23349910400401,0.304877207994328,0.128064318054359,0.14009867930599,0.109688338819936,0.152843365608821,0.148242021628517,0.195891468163815,0.17922326569613,0.184491366035534,0.155761100273318,0.171723847713434,0.13285736152035,0,0.10441238408,0.138912171957221,0.178803188376954,0.204533332709773,0.201247276824056,0.230800153743075,0.309180067639275,0.311463024829671,0.312139690217196,0.336933691779945,0.36164601539404,0.386709462739999,0.390393846280479,0.408586245252256,0.407598786305189,0.410550403417785,0.399954904289999,0.402942530550293,0.405937849103167,0.397358932043973,0.39316785805359,0.396228694163017,0.442075005832316,0.409203004818401,0.413718079271039,0.418212565981997,0.441381228048827,0.459444221679999,0.472755832755816,0.494624646656612,0.538142567605421,0.533506676717667,0.548216443106776,0.560402883016593,0.572210179025721,0.595685035575308,0.607042801573576,0.618172663159907,0.599262166704042,0.609163452159769,0.608328437463915,0.624866654614371,0.631453918979459,0.631545892799208,0.640783620865874,0.662912629731686,0.669929224266796,0.67969401882406,0.68630507596843,0.681540109263631,0.692284763193847,0.68956088576379,0.68966150772948,0.693985477336228,0.700189471548501,0.706530975872662,0.707545675099998,0.70338845498483,0.712365020374314,0.72412188676069,0.720701419578153,0.725278477132142,0.723081501928,0.738799073593469,0.734979157519397,0.740762897765554,0.745487234672544,0.749776382054994,0.744973550066174,0.741645514456748,0.750096713222497,0.755615564877331,0.755524556846331,0.756242104809999,0.762075482982379,0.763482803127633,0.75111270685751
"Day034",0.470717327948243,0.432954558353141,0.429009985208565,0.449956833584752,0.464042498029409,0.47519599900376,0.441688020916042,0.39449357239578,0.393715490772125,0.416355260589572,0.372455042789413,0.369667601125758,0.299295642818539,0.290358783716771,0.29140042731,0.23867762626,0.27001816298095,0.264417361945865,0.348502224242801,0.147135405544265,0.151910910884809,0.105271814089737,0.103828208687596,0.0950287937190497,0.16466154152241,0.132951068341966,0.18698743059561,0.189637079430778,0.175521561623511,0.122659581020707,0.10441238408,0,0.0880237483182397,0.188918527996499,0.203781427349811,0.187862865053454,0.211856512193645,0.317254210919518,0.307663467289615,0.312973349417175,0.345405933569818,0.362713224534067,0.38473925055,0.38218036150089,0.411203386652336,0.404870823465122,0.417497851806987,0.40182015025,0.411835582251183,0.404615208293353,0.410555794214105,0.407887208984474,0.394549914653026,0.447902380642083,0.422812947457517,0.42200342020046,0.432390898961219,0.461794632779236,0.47892888242,0.491847075835245,0.516149311760165,0.555322269793361,0.552642484597763,0.565991070136511,0.582798787226258,0.592844692015929,0.613851008588216,0.631192901032128,0.643199654832536,0.634459357641932,0.641919261998952,0.644506285583555,0.663528553074953,0.669685624323666,0.67035793785824,0.679350385829539,0.693748474771532,0.702953016768118,0.706186368958763,0.713206695708566,0.714908270964299,0.715373551182809,0.717370870834347,0.724367025606184,0.724091285547584,0.730563891858654,0.731648166443291,0.730514820189998,0.735055719903248,0.74066175921389,0.742925921839281,0.741887845616777,0.748795605783672,0.743332571326684,0.755784894753893,0.751652586310066,0.755235128574685,0.758569000342414,0.7650195798053,0.760381537086405,0.761868446258569,0.770842050832292,0.77402440595678,0.773295778856599,0.77283238856,0.776285247322238,0.782208677757822,0.768069147417681
"Day035",0.506398422230256,0.468500769496081,0.454324610339098,0.471101630674378,0.494856260406445,0.49865640135496,0.464453053627322,0.416340399438326,0.410421540273583,0.435042267181526,0.377956044781771,0.369398553058377,0.317411615241194,0.319328953678066,0.323378829513532,0.269711975024606,0.303917677404364,0.307163092122287,0.399546865933023,0.185283643550368,0.180851470608298,0.145550815048639,0.120782763785604,0.111164579656665,0.156073382008902,0.115187432468063,0.166134169511662,0.212763229114788,0.18084314172,0.125436695238101,0.138912171957221,0.0880237483182397,0,0.200794420071948,0.217205497084796,0.189026121749726,0.206290841439686,0.334523489793345,0.312628858083436,0.29242920360184,0.342965664602996,0.346919310466734,0.372843981532543,0.377819197803552,0.415570216334155,0.397678102206988,0.43118147280679,0.405258428681894,0.427904047464232,0.41243194315401,0.424070844055759,0.419808228176793,0.394055899645148,0.458434473722494,0.426457541268751,0.430293747881273,0.451313759331151,0.49032266552,0.501798670579964,0.513008854894349,0.53461956918252,0.575434483579439,0.572013093126419,0.588761838724394,0.601279492073955,0.612308570593877,0.634280979058799,0.651457213127884,0.664498783441483,0.666675534516665,0.675003273234624,0.683497574879496,0.699547006941502,0.704788277573432,0.70863412455311,0.714058444428555,0.72602415499685,0.735813773294717,0.739117818007394,0.747067479423794,0.747539994830001,0.750349085216228,0.748401572239999,0.754643374398215,0.756360670113909,0.758143467943629,0.763321828588817,0.763114270274736,0.767622148456267,0.770457613658034,0.773514286861516,0.77163713100941,0.775844461809912,0.769787579539569,0.780235877928901,0.77651772706553,0.777878672577769,0.778473757316646,0.780726713089999,0.781065131771095,0.782934921984806,0.786820649896395,0.791313254390435,0.789024185941053,0.788116130944238,0.791414320726259,0.796514483902035,0.782392530512176
"Day036",0.38868677937083,0.345964901276919,0.342542886459447,0.365737898287084,0.393873966250897,0.405074757677025,0.371122868862577,0.317611566843412,0.32492350323388,0.347701549226523,0.312435289681254,0.316233976747864,0.242581118025742,0.230086803116239,0.210532379325526,0.181574052366829,0.189405471398636,0.198167009397973,0.288137820796948,0.197326383800134,0.179052452259037,0.20384563582,0.244902245565102,0.229206602532394,0.26769945666,0.209755356474439,0.233704606351495,0.130445354044347,0.12919939581177,0.180443162065564,0.178803188376954,0.188918527996499,0.200794420071948,0,0.0735856953180093,0.13186915982,0.150200505893735,0.184905108872226,0.200137153863996,0.220752220774547,0.244463193055332,0.275716435254486,0.307812244891149,0.305004136076025,0.327201879100092,0.33046284443339,0.31455904223967,0.318818008190653,0.309741304832036,0.312059818157268,0.306366477054277,0.312384037199686,0.319361670904031,0.357702817214595,0.335275009883119,0.33347361182665,0.366261707453374,0.410960376964726,0.4266776370158,0.443153797471764,0.469836414126381,0.506532137401423,0.503583818869857,0.52135077374872,0.540911335507546,0.549406241925771,0.570599260530619,0.580078277214092,0.595390185925724,0.583398702543742,0.591172047918618,0.592006730132439,0.608386646081747,0.613402081634872,0.611042475397226,0.619944258100998,0.634868711738257,0.639874313341801,0.650442343995641,0.664463939833421,0.666569259118337,0.66756294702992,0.66038281439849,0.675263935905463,0.67657517173,0.680950926762763,0.685243911616295,0.685757842164141,0.686929134149743,0.697246861958166,0.70291781391565,0.697791732663243,0.705207487314104,0.703944375682568,0.717767479545644,0.71187957952144,0.716067902109812,0.721024829015344,0.729489735236762,0.720872409298374,0.712760470437075,0.725345560445106,0.732631646560054,0.732046948008038,0.730040703722148,0.737095474114461,0.739043324119133,0.727601314439534
"Day037",0.418961552894189,0.348190496460222,0.353311137162034,0.376190332259262,0.393512825183864,0.40477758189,0.36201347627595,0.306729530486933,0.308161470618429,0.329856644390052,0.294318690815869,0.29492702987288,0.229760651450875,0.216800600871816,0.204290123099786,0.187661775130617,0.219118542210758,0.228163021392282,0.321986751547631,0.221890445812796,0.200823085209877,0.221596793283892,0.255580693088611,0.238012400925719,0.27790093931361,0.195393442287816,0.21152820030577,0.120301882289962,0.121290357116361,0.191570417128717,0.204533332709773,0.203781427349811,0.217205497084796,0.0735856953180093,0,0.0938048443845309,0.109784222571217,0.150099838886998,0.161879824349334,0.189458589050791,0.217103461450888,0.24560442204886,0.267857480786607,0.265444509603456,0.290823748034183,0.291565271537711,0.283835618038167,0.284516848415775,0.280534219534027,0.283043256186222,0.280645030768774,0.283606232502837,0.284519202719351,0.325802870090678,0.304163700940021,0.307458966693105,0.366746323726492,0.413924947187582,0.426432903688679,0.446537731664277,0.47112112880918,0.502741310684535,0.502529281152386,0.521120842931128,0.538510536149997,0.551049317907958,0.56854554261254,0.579354889586271,0.594162103167679,0.588735150255238,0.59454020983041,0.597233051504166,0.612958521683545,0.613087276396785,0.613343004528998,0.622389463593009,0.637128924319958,0.643829437073562,0.654032248926492,0.664840059155082,0.666405439230008,0.671646629041194,0.662946474030112,0.677463196336767,0.676459555271618,0.683526884424241,0.690324959977742,0.687035119455648,0.689261532551075,0.697040179049693,0.703701541157037,0.697778843734756,0.706157194005593,0.701030748924382,0.716754758637081,0.709113392672908,0.713077817401561,0.71698402086698,0.720747233678377,0.717014548949905,0.702925040448118,0.71799325537692,0.720769239872339,0.722067690969727,0.722475532163876,0.725594501176465,0.728017513780879,0.716658714921334
"Day038",0.478424468595235,0.384796429362328,0.386032819661581,0.39925652492,0.411429037731086,0.420142488974914,0.376732126736371,0.323400136512489,0.317476990832937,0.341785411197343,0.29398431912882,0.287692309245754,0.234609632397654,0.235891782126744,0.230991310585395,0.215374393874692,0.275771730598274,0.285847521965014,0.384950100503849,0.232517510999301,0.208290866963544,0.221968875699978,0.22771286889594,0.208121610002285,0.250156661362514,0.161091621936748,0.169561480437717,0.131464219036056,0.111479468612246,0.175567183181756,0.201247276824056,0.187862865053454,0.189026121749726,0.13186915982,0.0938048443845309,0,0.0623841335959359,0.177297930948297,0.152278740679137,0.168955453753379,0.211076634506332,0.226905223145884,0.249830253556243,0.244596143033777,0.286684116886501,0.267348543518715,0.292348527119536,0.279738336307589,0.286891246926599,0.281779212098231,0.290594056310983,0.292688624715733,0.271134809780846,0.327343802946637,0.311828339083763,0.336706185436583,0.396559358716035,0.443429511753823,0.456885319365561,0.471525772472074,0.494576417583862,0.530110823535242,0.528464657006424,0.545750100276374,0.560087213476803,0.572418847826484,0.5917040155463,0.602479008345963,0.618716646922809,0.624446415155633,0.63098808682262,0.633954983707188,0.647451482658847,0.651502277875984,0.650613052743012,0.658197504472148,0.675294487107012,0.681677367402943,0.68948003433813,0.699304519614965,0.701772625150616,0.70209969956,0.696132946940248,0.709970088344502,0.70633385155357,0.711935986275598,0.722935118180606,0.718053380247311,0.726935096921366,0.729490794401885,0.728538492838144,0.731761055825365,0.733417997140677,0.727953062295442,0.74199390596194,0.738504998077773,0.741489556893877,0.74028657467091,0.742078170473235,0.739615976914378,0.728735045003379,0.740955806660933,0.742391200166137,0.743875918534632,0.74353982423846,0.747240669501154,0.747544436006115,0.74036634574572
"Day039",0.485869581654576,0.381576216348355,0.377594000468008,0.389276485615804,0.401654051803323,0.410920758888219,0.368693227813157,0.315761413023158,0.312192877314391,0.337286820396687,0.286977201532086,0.281150642359537,0.223868579565971,0.223875256865374,0.220982516853371,0.230838303073075,0.287728404112053,0.300176166689006,0.399013332989064,0.261502700125848,0.237737089029094,0.253518282088803,0.254795444023726,0.233781433580649,0.275477055289132,0.182519028160951,0.19599725531,0.143323043449951,0.124473458818755,0.196292269852241,0.230800153743075,0.211856512193645,0.206290841439686,0.150200505893735,0.109784222571217,0.0623841335959359,0,0.17821675264,0.139867853102902,0.145891564126976,0.194769085136235,0.203863898353981,0.223274357783302,0.220237931232381,0.25992939713,0.245624244933772,0.271108930635689,0.256281412362312,0.271896692999033,0.264362699595058,0.277235568404455,0.278161501608345,0.253815732766117,0.311420533708201,0.295071075346968,0.338675455056133,0.40718873665039,0.448811280355512,0.458797078756237,0.473247387221605,0.496910693342084,0.533749219339937,0.529719409461757,0.54690780385039,0.562101726189706,0.574930530088502,0.591803456506935,0.603206959775711,0.618217619051367,0.623812199313856,0.628692238110422,0.635080264674597,0.64796637453528,0.649953505341997,0.652239970919126,0.658868181917828,0.674051000211409,0.679522811816795,0.689189746151486,0.70038068150749,0.700408024022997,0.704201762982185,0.694480380553055,0.70848320586644,0.705728128465585,0.711496921117213,0.725961715501371,0.722768634328317,0.727698779681785,0.734194481681962,0.730534329248294,0.733993142665271,0.739073798400868,0.728933669545752,0.742962146151285,0.741282119177413,0.745273512972926,0.741862700380326,0.742529000702574,0.736420212663954,0.727904025833675,0.740013438660399,0.743131276525413,0.741417616803878,0.740711127867779,0.745962831430162,0.747173946505057,0.737237600935255
"Day040",0.412531168087128,0.317327421425146,0.323002849139845,0.347931885279781,0.367692347888762,0.382165680690573,0.335538710393454,0.302349061651165,0.305243214433053,0.308075303925025,0.325291167819879,0.3400136105767,0.305921072337352,0.285915529725704,0.261983150417859,0.288727793348662,0.298776051619483,0.307823792937705,0.336936101053315,0.331115604493278,0.30829388612842,0.327577393489568,0.371102772675411,0.352567281837052,0.364953597052372,0.290788387164895,0.2783177616967,0.206860327785692,0.199532718039977,0.304382948163478,0.309180067639275,0.317254210919518,0.334523489793345,0.184905108872226,0.150099838886998,0.177297930948297,0.17821675264,0,0.099622711609483,0.161369636665807,0.120157326006802,0.169543143024325,0.1933425077458,0.193705575146126,0.21083298219265,0.226238183787443,0.207029834587402,0.223291561186699,0.215493728748014,0.229581904304746,0.228278072509131,0.231133471660802,0.240785501341019,0.272380722337276,0.254867843346079,0.264943001049402,0.322636815336934,0.370580160008529,0.386920151131608,0.40696056496,0.434494857949727,0.464569775458189,0.46400843687124,0.483219226762249,0.501284290262521,0.512630185740505,0.533551168431375,0.537798513863866,0.554484403949856,0.548408559183547,0.555751858127779,0.558064587091162,0.572194112900749,0.576098264980654,0.578890463797894,0.580099477787513,0.59245573779981,0.611654415502816,0.62311439010407,0.630833538817079,0.629659836171483,0.63802144694543,0.629103544801454,0.651651271432643,0.647319201343548,0.655255224467934,0.674309627782087,0.666610081009998,0.675012484716501,0.677583042565164,0.684511288464197,0.682807243241102,0.687371500110301,0.681649164531143,0.698641875553425,0.692685258848488,0.699370760309019,0.701155344184023,0.70081518025504,0.691502676606118,0.669369205870325,0.682787971473656,0.687162028070001,0.684091940735784,0.681789360930454,0.686353624713728,0.687130334137485,0.678450512837138
"Day041",0.459538422589465,0.352337654608187,0.32574555935,0.340713440809778,0.353656758484878,0.364478752848691,0.322053511442882,0.265202522259586,0.263375737243683,0.285919386714296,0.27002051447,0.279664800657204,0.254557993729818,0.252062637238616,0.242706938078641,0.303898192929559,0.318403252630001,0.33440049256008,0.370116979982597,0.341559480863416,0.318658682557914,0.33116681013987,0.355370614964215,0.333748844996669,0.34299303963058,0.264627019232785,0.265011886606926,0.206777079087593,0.188345973971592,0.288050855374239,0.311463024829671,0.307663467289615,0.312628858083436,0.200137153863996,0.161879824349334,0.152278740679137,0.139867853102902,0.099622711609483,0,0.095202055679048,0.0954577628299999,0.123601820314944,0.154592992757319,0.15313175779964,0.186109194783375,0.182265617387291,0.193530606090647,0.194113551457912,0.194426389657359,0.197806992840274,0.211008790140275,0.214891361241117,0.201092718952011,0.250747786058731,0.232608827188369,0.297800943568621,0.354396200765824,0.402129009699075,0.413480631811202,0.431892166198521,0.455847280982053,0.49181363556336,0.487470535309749,0.50479840113,0.520171672500001,0.533110509088328,0.552817928271743,0.561798409959719,0.575309618279038,0.582669940628779,0.587623373634123,0.591099422337955,0.606750654318202,0.609087968881136,0.606847854313931,0.611107035847222,0.626197048596262,0.638043090950093,0.650166341844719,0.65799134542316,0.656184218627966,0.663395327530098,0.655655404417948,0.676027878105918,0.669115291950146,0.678213913033565,0.696569142207863,0.690755504105361,0.701575136840445,0.701485217619999,0.703077675107815,0.705932156364704,0.708869777066709,0.702583882584871,0.717079963128683,0.713890992004264,0.716650689812751,0.715443702678577,0.716325517730071,0.70934533977128,0.689684874387417,0.701102298248506,0.703392729914449,0.705446597811163,0.705565020215584,0.707775950728539,0.706612545832665,0.700684924712518
"Day042",0.498745653922456,0.393078166715723,0.319264909637229,0.324404593337292,0.347266422869453,0.351658580133791,0.31611779425,0.262853437078943,0.26643874208301,0.288526356192885,0.245316368290187,0.251827808207409,0.234030857221277,0.232884219100547,0.267046947448324,0.331395149256715,0.349688139916013,0.363453564067721,0.412341601475259,0.353365656659399,0.339626650022546,0.347705762856954,0.3488449038,0.329589329103465,0.331335931066626,0.266340532222312,0.260314394556302,0.215779689778422,0.192778046914036,0.282950852893023,0.312139690217196,0.312973349417175,0.29242920360184,0.220752220774547,0.189458589050791,0.168955453753379,0.145891564126976,0.161369636665807,0.095202055679048,0,0.0951557161861937,0.09067224601,0.126854787841829,0.131838729165112,0.172193988195861,0.16028191356,0.1871402325838,0.178046140560549,0.195895405249692,0.201467207501758,0.231789699511523,0.236089062713263,0.188269375734352,0.258222272368215,0.259382155166655,0.324222559004199,0.387993874358961,0.431166011382844,0.444681078273883,0.457702189999826,0.48049706762727,0.517877341219908,0.516300705179674,0.532788999908689,0.546359074458147,0.559353983176609,0.577985602613028,0.588756301864956,0.60337778317827,0.611377566073032,0.615827213229209,0.621018554273264,0.635568445323644,0.637254113039167,0.636836137448158,0.64243304996497,0.652680260710419,0.671158391375067,0.680570591991872,0.688199549256235,0.691330924241544,0.694468590601387,0.684820448551575,0.704758226235429,0.697159046763943,0.706450113535872,0.72467218972,0.720678139266983,0.729046937070322,0.731736025760731,0.729446398757055,0.732546031434071,0.734814202939393,0.729745633504323,0.74176833593,0.740446945576106,0.744204228371743,0.741872628989035,0.7400283473613,0.732747535432673,0.715195044251488,0.72428956545965,0.72692640648502,0.726568672932734,0.725790815996855,0.72828150947951,0.730071077894049,0.719930109584201
"Day043",0.459085178125659,0.353937211837696,0.293825154281185,0.300493546381971,0.327444940398764,0.333521326756674,0.297308246442973,0.285224930972131,0.282596334735109,0.286180438715724,0.300771012190977,0.310821500747567,0.282990665310191,0.277033525788682,0.288441378650673,0.351479924629728,0.365779673479027,0.380533862342124,0.402495429559874,0.377776343572444,0.364466741273085,0.375378621341261,0.396205979853962,0.374923352675626,0.372840290831185,0.315331292258649,0.296282628909444,0.240922797168317,0.221819177846109,0.326633375573668,0.336933691779945,0.345405933569818,0.342965664602996,0.244463193055332,0.217103461450888,0.211076634506332,0.194769085136235,0.120157326006802,0.0954577628299999,0.0951557161861937,0,0.105427295791054,0.130622136063041,0.127140469136736,0.154417685997316,0.155246406701553,0.16354120124874,0.159782764872603,0.168928210869359,0.181857690696812,0.189172656484054,0.198252670233922,0.187221727576256,0.226398462192548,0.224832393232014,0.283582887690895,0.344618615995877,0.394491837426973,0.405902995288912,0.422977827135966,0.449874885387481,0.482182441149905,0.481848255715181,0.503972751774881,0.517456258034476,0.53007949214235,0.546938829114306,0.558325194723125,0.573401301801606,0.573017100002023,0.57800487421688,0.580474315250488,0.59764270019,0.59768171281178,0.599769213186009,0.605720312448458,0.618159118637637,0.636769016800919,0.644357052786463,0.654276228833457,0.655703925248278,0.658878192150468,0.649089259928245,0.67254458605602,0.667570565460026,0.67405811406326,0.693503718116934,0.686051768734709,0.696480345719729,0.701419621218957,0.700979833426912,0.701872133743849,0.706069926725304,0.700140749073989,0.716362473497164,0.710957133632774,0.717275387111204,0.717501128007062,0.717109016808585,0.70810010859,0.688027002136602,0.699548736937512,0.704076865613316,0.70196705342,0.70139116620448,0.704346673747391,0.705230155161474,0.697330834121513
