"","Axis.1","Axis.2","Axis.3","Axis.4","Axis.5","Axis.6","Axis.7","Axis.8","Axis.9","Axis.10","Axis.11","Axis.12","Axis.13","Axis.14","Axis.15","Axis.16","Axis.17","Axis.18","Axis.19","Axis.20","Axis.21","Axis.22","Axis.23","Axis.24","Axis.25","Axis.26","Axis.27","Axis.28","Axis.29","Axis.30","Axis.31","Axis.32","Axis.33","Axis.34","Axis.35","Axis.36","Axis.37","Axis.38","Axis.39","Axis.40","Axis.41","Axis.42","Axis.43","Axis.44","Axis.45","Axis.46","Axis.47","Axis.48","Axis.49","Axis.50","Axis.51","Axis.52","Axis.53","Axis.54","Axis.55","Axis.56","Axis.57","number","code","day","period"
"Day026",-0.32261168198694,0.242624474649741,0.0578937758079279,-0.00394803952218144,-0.0553904127439588,0.0264141787407361,0.016090146169252,0.0255012550512772,0.000227768216736374,0.0256299937155502,-0.0122595081650541,0.0113521939413856,-0.0059010170105675,0.0341865217817909,-0.00839712038919186,-0.00111241997920429,-0.00315749119268648,0.0117640988439298,-0.00555177366370505,-0.00439523502945521,0.00330690483813371,-0.012929796794174,0.00336007931674457,-0.00259813218347599,0.00351240320925448,-0.00598443975748435,0.0133809020523003,-0.00062277731215166,-0.00973758525158411,-0.00656596967772826,0.0178799198471072,0.0120181312304909,-0.00402555325467383,0.0103756497449155,0.000399712036557961,0.00906761853829506,-0.00324637601230179,0.00361560454595839,0.00168064367845298,-0.00375125998682762,0.00239780297317989,0.000222130383800188,0.00183649564213252,0.00404974214667186,0.00303120218186592,-0.000936404280467971,0.00268735492932532,-0.00105750348222295,0.000687203898812762,0.000331709736924401,-0.000629083594663497,-0.0001260618810466,0.00113266491931758,-0.00318713492030687,0.000490060835485017,0.000814593157142599,-0.000340159199558705,26,"Day026",26,1
"Day027",-0.367175642295639,0.262845789707851,0.11149147139662,0.00665943698894853,0.00307875347823542,0.0271462966965732,0.012084961857985,0.0435306196558455,-0.0221430132535838,0.0189219305101584,-0.0146305807204759,-0.0439390043857696,0.0327412159769499,0.00582175147475762,0.00178189272164988,-0.0106175783923277,0.0124204107474165,0.0089762090830669,-0.00326181235353786,0.00745716044201496,-0.00277540172802736,0.0102710533805679,0.0125940817513997,-0.00625899837883366,-0.00312504611097346,0.014222944426249,0.0182774358654971,0.00217030618236294,-0.000714745603109232,-0.00280371568132818,-0.00904797335712185,0.00422884531972588,-0.00389426912387802,0.00481699323304888,0.00290041789022913,-0.00699583088231843,-0.00384997547302865,-0.00230045949147056,0.00282808169511252,0.00269233064547659,-0.00201273923505348,0.00508085748811171,-0.000888465930717099,-0.00116621807462849,0.00425483150262426,0.0051911943825313,0.000406238678481178,-0.00126213036415634,-0.00151390090243113,-0.000656200626096108,0.00242400155822372,-0.000498889372924079,0.000418093366821605,-0.000388103816364202,-8.11835995668828e-06,0.000630844593104206,-3.98846745753226e-05,27,"Day027",27,1
"Day028",-0.359925585416186,0.199084962589132,0.116449547924745,-0.0161796778137323,0.0231738479486324,0.0163874174701568,0.0344043284823656,0.0201050984185233,0.0180017428882719,-0.00992133867945374,-0.0237239822092091,-0.0283089968991979,-0.00314921715801886,-0.00568037658552138,0.00255973129878571,-0.0153598070195441,0.0140984370846186,-4.76726170503315e-05,-0.00782482893434114,-0.0138483774002539,-0.013174013874626,-0.0151412371255128,-0.00438759130383754,-0.00423241208773742,0.0173778868672928,-0.00142950004229092,-0.00894607150828122,0.000998726123038748,0.0177250497095378,0.00158766027662314,-0.000215325107270304,-0.00187576177627577,-0.00218135964564905,0.00122819713180708,-0.0032943138798974,0.0037540884303822,-0.00043868122778245,-0.00109996685907524,-0.00470612016268225,-0.00688534075620829,0.00292692008985977,-0.00985401593748007,-0.00106442151879893,-0.0042845527387183,-0.00387000436757924,-0.00519982465987177,0.00186161940700502,0.000804169227293637,0.000654766044278982,0.00113227195963591,-0.00278321031421536,7.69287249210943e-05,-0.0022143121192713,0.00163081116951958,0.00119529193289888,0.000132596987368566,0.000184469365700815,28,"Day028",28,1
"Day029",-0.372151340267068,0.173166039918526,0.13500558589927,-0.0260284177078121,0.0427379741058875,-0.00147633226721381,0.0351889376839024,0.00246399562738506,0.025997166085208,-0.0146443046293526,-0.0136621309424546,-0.0518934808736748,-0.019673680618483,0.00289478786608693,-0.0180370722722213,-0.0112560361223379,-0.0103961470011887,-0.0170471089487888,0.0023262999756224,-0.0132668908572688,0.0129180402501506,0.0150370334274225,-0.0046479083904395,0.00424610682599446,-0.0103463749639692,-0.00105877193361837,-0.0150050271581565,-0.00997005034782031,-0.0101144586489534,-0.00375932244392155,0.00490940324542667,-0.00205892333562585,0.00163786658676303,-0.0101759105212288,-0.000297106380517459,0.00160600092655493,0.00165624185557934,-0.000285889538178283,0.00205159701767789,0.00368420665061992,-0.00150039911560072,0.00328138441390253,-0.000591333907816924,0.00499259831181514,-0.0013248581525169,0.00130784497484322,-0.00430844616727418,0.00100279647638046,0.000176114388694831,-0.000925272549817986,0.000334172874576494,-0.000514067632437392,0.000402309955250866,-0.000171663793037361,0.000925032806329373,-0.00184712525015189,-0.000170942558421692,29,"Day029",29,1
"Day030",-0.301586271103836,0.0958810960449886,-0.0159827480752277,-0.0117997314146212,0.0847443955273541,-0.0288616420162049,-0.0388837393245914,0.00201701748709221,0.0263597893372136,-0.0130886062331396,5.26926148400816e-05,-0.0274884048718744,-0.00708162618578568,-0.0109535143824492,0.0211208401774441,-0.0119605381742239,0.00158592696967081,0.0231300062143811,-0.0101350242630823,-0.00747523081393818,-0.0030479461501949,0.00459178092517509,0.00229420471968465,-0.0110241031426767,0.004759997542143,-0.00914526858631296,-0.00589440113695112,0.00680093428753301,0.00445172461066893,-0.00214140977823264,0.000127840805371052,-0.00809543161440645,0.00636216910214588,0.00648670267271486,0.00355815546032229,0.00297603676358376,0.00273325421328012,-0.00122643950139776,0.00664050909265192,0.00285844632658658,0.000630851965358023,0.00281326333497353,0.0037297737895643,-0.000282234529355729,0.0046824291950809,-0.00198682966907031,0.00329795464791198,-0.000923134063930033,0.0015347584501697,-0.00151122201743644,0.000553325739261363,-0.000425412556246346,0.000769928745386825,-4.72652523143776e-05,-0.00116860259807923,0.00188816567171109,0.000325709091887228,30,"Day030",30,1
"Day031",-0.316392028388645,0.104343623921535,0.0325983394318243,-0.0283510521488247,0.0471160174795743,-0.0226213923145404,-0.0132206179166077,0.000324288422572025,0.00488342471319424,-0.0476083504927943,0.037687904501268,-0.0288745256405456,0.0081921338375873,-0.00217020896618956,-1.47600003917491e-05,0.00892845516879049,0.0128390784237264,0.00987382070537235,0.0240015443700417,0.0101026269365678,-0.0110279089179927,-0.00487143501487366,0.000453089991306397,0.0115023600100107,0.00187228932357099,6.01280744844991e-05,0.013024515960027,0.00714748849050445,-0.0187670211453042,0.00680011500555276,0.00329684845726849,-0.000114318327190798,0.0050765715574616,0.00137277240070687,-0.00143266072979137,-0.00477995457322272,-0.00727555138497062,0.00829636860529643,-0.00247790648523322,-0.00104852726381193,0.000325693458204694,-0.000511279191057808,-0.00313069464765888,-0.000705525624085002,0.000819943682629029,0.0015659025056252,-0.0011428787694376,0.000479670462639684,-0.0026021940713168,-0.000146473831185639,-0.00110856280595225,0.00211929375040228,0.000806757953501185,-0.00129755932762701,-0.00147261141792352,0.000404218757126872,-0.000362375535639256,31,"Day031",31,1
"Day032",-0.311692036209228,0.206702861741029,0.0531704546073664,-0.00382813773162532,0.00249149523570512,0.00642416847388812,-0.0210854860547009,0.0346570898667409,-0.0212377780916686,-0.028911256316809,0.0204612741315554,0.0264719488611575,0.0208150035065352,-0.016842352723458,0.0218599157601468,0.00951794424821859,-0.0631549520060626,-0.0182016013046195,0.00351699260646632,-0.00510394367953968,-0.00339308559870103,0.0140318306833146,-0.0071545507787882,0.00374146262858917,0.00218514363978837,-0.0112210415052001,-0.00898772728334612,0.00908451628286507,-0.00832978244154068,0.000580396685798661,0.00572684041806917,-0.000348003209193833,-0.00309649728996688,0.00345423708968875,0.0039987979532905,-9.00164817173278e-05,0.00321636583875501,0.00550860837100767,-0.00631374724374473,-0.000515684283922194,0.000898620782248295,0.000219411563826514,0.00362750093448612,-0.000961610786624914,-0.00193414409097583,-0.000985690484422771,-0.00178793975777224,0.00264046687600273,-0.00110455592751806,0.000800555971183061,-0.00154955557178441,-0.000186719108753611,-0.00125936021941262,-0.000374488261105525,-0.00136989455963555,-0.00200217881690129,-0.0007572312565473,32,"Day032",32,1
"Day033",-0.277948277644754,0.201868333068275,-0.0382639177175422,0.0190158962126055,0.0203472913723364,-0.0262123141119088,-0.0623425870838685,0.0317039970847805,0.00906880828085622,0.0295711057828452,0.0175720211663984,-0.00342530098983015,-0.028760007788188,0.0266202926646738,-0.00434156253585202,0.00868710172412481,-0.0129199766731979,-0.00832468045571255,-0.00740097894439494,0.000351307137091564,0.000757220602804601,0.00271800359318953,-0.00764663403477194,0.0111247250903936,0.00569677052663483,-0.00032392295949771,-0.0020492710126326,-0.00584633027517779,0.00673981379787374,0.0102623175131967,0.00375285304939219,-0.00555148376806066,0.00847427262978674,-0.00716802522591682,0.00817731613582461,0.00112867547793531,0.00350748260275013,-0.000775330286439945,0.00185926192094459,0.00297283871309116,-0.00128502871910351,0.00291714332583361,-0.00376511018142514,-0.00334406060406214,0.000511034665811248,0.0022067458392392,-0.00288169545428895,0.00141250742941639,0.000756052192181308,0.00139470678187689,5.33970828407519e-06,-0.00119369292252945,-0.000154693343549661,0.000846552112858115,3.3996255275971e-05,0.000435441686032069,0.000104046453424616,33,"Day033",33,1
"Day034",-0.300834967507367,0.21646304754845,0.00971966893385869,0.0172434821047059,-0.0202902343472601,-0.0391966171210301,-0.0102960594302163,0.0436361587350806,-0.0163936521043857,0.0111624004083057,0.0291309270993504,0.0163261800985443,-0.025235110757012,-0.00411603463167435,-0.00520877430729529,-0.0087439647239949,0.00831511681183201,0.0257387105947962,0.00356861302094925,-0.00134457331681379,0.00323635900017111,-0.0163744358207436,0.00200208685566339,-0.0158900267065581,-0.000584733825719924,-0.00078664188096561,-0.0135617938458003,-0.00878567564906503,0.00260742893433316,-0.00256610165764269,-0.0117520747993807,0.00276554295502566,0.00361892487220939,0.00789439135600204,-0.0107901000859797,-0.00564202085978226,-0.000181332033150942,-0.00112856752837799,-0.00240630095165681,-0.00373835906093735,-0.00265320979367317,0.0027961930433674,0.000291828963290092,0.00116836140752006,-0.00318406262609828,0.00152399822725146,-0.00187212943677265,-0.00299264099293161,-0.00100148261451023,-0.00103612549760758,0.000529327639163893,0.00145095911340738,-0.00159548863338951,0.000508211719847724,-0.000344469886286334,-0.000476713289932167,-0.000471724623296207,34,"Day034",34,1
"Day035",-0.328172858287547,0.223864277464354,0.0699809283665791,0.0128573074996167,-0.038496629003629,-0.00478033713290462,0.0273620214028085,0.0351998451070512,0.00981033190599621,0.0188552398238991,0.0327281266265138,0.0224115892113897,0.00602754560571039,-0.0121741638910601,0.0295912024403704,0.0156494261999029,0.0218495368600344,-0.0134053904706022,0.0260588794032778,-0.0092560336299533,0.0257396054229779,-0.00990599082408163,0.00666159991444458,0.0115732314897625,0.00249725393627507,0.00501573128884111,-0.0119925537006287,0.00556787844994219,0.00518933773375393,-0.00308836123882658,-0.00173665717382806,-0.0050819756705213,0.00588914034332104,-0.0118904007753632,0.00173727085413338,0.00203526338014189,-0.00265705920059807,-0.00502969870989737,9.26031751544146e-06,0.000423020076603484,0.00132763701382344,-0.00228255534286893,-0.00283410977317366,-0.00223955129371362,-0.00109532049961454,0.000813843466223201,0.00159395718370418,-0.000593424784913392,0.00172129018089017,0.00203901155050456,0.0010844821488653,-1.96350682438236e-05,0.00203910147459732,0.000720259836016331,-0.000366125704490179,0.00100028180724446,0.000591559149997273,35,"Day035",35,2
"Day036",-0.267727676740296,0.11000427323577,-0.0204189676078007,0.00831347202477479,0.0691612750266969,-0.0196683175200616,-0.0278145823619221,-0.0126968566022521,-0.0258969535795371,-0.0266051882760537,-0.000989618708286291,0.0355049746745181,0.0209907372352437,0.0226847579076129,0.020156936700282,-0.0241641844529796,0.0278860398716424,-0.0205300043175315,-0.00464522573353724,0.0199076362578678,0.0047972243862144,-0.00250122279689701,0.00853910873449919,-0.00457025039499526,0.000232332576215339,0.00679699603557949,0.00369370990364254,0.0067179939841175,-0.00347964551985331,-0.000821206502391445,-0.00245714481815758,0.000553728754704383,-0.00569749257638617,-0.0126711117503681,0.00541565599604834,0.00558460167187457,4.53726996434123e-06,-0.00485252030637596,-0.000390989985303964,0.0023569325212478,0.00357862028699055,-0.00620440228108018,0.00458087942466151,0.00396504930788589,-0.00569147624533317,0.000883357503985723,0.00279683293828873,-0.00167257441194148,0.000381126551676344,-0.00303290459620753,0.000661047299776913,-0.000469085264253644,-0.000416376240183141,-0.00112611450677582,0.000826023507136779,-0.000300769117881021,-0.000458037772038502,36,"Day036",36,2
"Day037",-0.26965043456199,0.0905703585432981,0.0238340910862687,-0.0110034949883944,0.051037050319726,-0.0143471031496864,0.0071105396472433,-0.0388827120113487,-0.00838466926445234,-0.0567848800825552,0.00149696986348482,0.0369348117282495,0.00424260169876533,0.00352478506088855,0.0121601856497285,-0.0239694778777761,0.0182193032199325,-0.00716408497314899,0.00768656949572433,-0.00281742347532947,-0.0117776338249934,0.007812720544604,-0.00837276157054062,-0.0016018930364081,-0.0060032706949637,1.35506033176446e-05,-0.00609030929881301,-0.00657739583827193,0.0124606975127043,0.00220214233519368,0.00775825755049299,0.00564425915337581,0.00259462211528483,0.0111116037895903,-0.00323966252251381,0.0027208499150256,0.00529178593417055,-0.00279522183140259,0.00149291393805188,6.68851253855027e-05,-0.0063427620119367,0.00530809191662167,-0.00307558549237706,-0.00265941939273796,0.00323703591812983,-0.0024678954834196,-0.0027160672662745,-5.03696710239315e-05,0.000951033193628249,0.00247736370103363,0.000642235552193918,-0.000772121083406406,0.000789401323121116,0.000250960759936114,0.000466578416339152,0.000234103777083552,0.000919712910195881,37,"Day037",37,2
"Day038",-0.301919175198943,0.0996593143493844,0.0949417859502327,-0.0232051962515174,0.0357355843775775,-0.0141723586327824,0.0286873693307548,-0.0370996336856318,0.025238192773112,-0.0285971856110549,-0.00429045454972659,0.0274519827397856,-0.0200012793329086,0.00340367888557033,0.00744086441441729,0.0198348442862281,-0.0117011713988663,-0.00290647040525313,-0.0116769339918106,0.00842793601508343,0.00492751080099381,-0.00764764672916601,0.00431566314934664,0.00565236390087467,-0.0146139798383446,-0.000445942655530539,0.00911584103648076,-0.00885694687492653,-0.00480460130581963,-0.00485494935938485,-0.00662931433216098,-0.00442408848257828,-0.0025050567520708,0.00202047905843504,-0.00180802828106763,-0.00517046054922393,0.014206392717656,0.00339064072853703,0.00664749654841599,-0.00347024610767897,0.00903284615188644,-0.000598037071044572,-0.00454956312130625,0.00164365777487391,-0.000726714417867472,0.000546320438147407,0.00530925626185815,0.00425351231460416,-0.0037559994722429,-0.000891796004121903,0.00518084624965138,0.000943319740807624,-0.00159128056295225,0.00344860604446362,-0.000283020176011792,0.00155625586142858,0.000134834318240235,38,"Day038",38,2
"Day039",-0.308487312752674,0.0740192609785262,0.109578671257127,-0.0260958816955023,0.0428706396679033,-0.016196052051066,0.0277955662988372,-0.0386054310086061,0.0363688813879339,-0.00979978861994618,-0.00739672831319743,0.0353653940746786,-0.00646019398953444,0.00745467717589256,0.000660925499430669,0.0286441590323122,-0.0201088952681267,0.0115560902404984,-0.00712630682218119,0.0122893799571939,0.00401937359195407,7.24258330388777e-05,0.00604966753024246,0.00295161343963228,0.000423433714992307,-0.00407574317003949,0.00778101822851609,-0.00640045885944372,0.00646211847589202,0.00585003913638449,-0.00847604288060487,0.000555005285343612,-0.00471180022613201,-0.00296863451123918,-0.000173428626036497,0.000684653171825264,-0.0160285775045019,-0.0034270520613944,-0.00655438440548427,0.00250399346410267,-0.00663708923915116,-0.00119509411199252,0.00708239485069641,-0.00144662333065551,0.00294702018178741,0.000687451025623172,-0.00317718521389852,-0.00384445139537236,0.00488906550134954,-0.000363996186952858,-0.00317232856871542,-0.000271067101946066,0.000624609347158574,-0.00305091053513359,-5.75984737907018e-05,-0.00156573397569287,4.85555892098046e-06,39,"Day039",39,2
"Day040",-0.230802852480547,-0.0125923821045711,0.0488088049044196,0.0313074496708038,0.106494009195327,0.0487960292709576,-0.00538064126734465,-0.0422334665384323,-0.0478804212089285,-0.0404968653318532,-0.00699666149204443,-0.000323380870436667,-0.0384138766726515,-0.0128950931779861,-0.0233433949615022,-0.00876347628662814,0.0151505603341545,-0.0116688508128185,-0.00389085253950575,-0.00529940847388183,0.0154115407138003,0.00233404153046364,-0.000488252584036806,0.00784143512913854,-0.0154704032345535,0.00423179711790393,-0.000278946608512383,-0.00791718571522252,-0.00471618135687265,-0.00303397364935479,-0.00507265091098545,0.00540385422852394,-0.00250001520536153,-0.00518687382337242,-0.000551967400367814,0.00108298129724621,-0.0037959442157465,0.00589472312153017,0.00209656342612839,0.00231400242566006,-0.000921632362544532,-0.000506451510520619,0.00134938599929529,0.000141126183749508,-0.00210925404670705,0.00159923701706554,0.00133571249378529,-0.000969208300175773,-0.000936932980217686,0.00075534340606495,-0.00142222770804208,0.000889859226651929,-0.00108108187632781,-0.000668266598407232,0.000649954702798603,-0.000207721260480281,0.000293658777840458,40,"Day040",40,2
"Day041",-0.265685566246552,-0.0232485242974677,0.0990250654320047,-0.00922597265959943,0.0657065489317321,0.0309308363845045,0.000695014285179858,-0.0520549380147032,-0.0264978566716792,-0.00749297791416793,-0.00127283186738683,0.0055248366522015,0.000440645003963794,0.00688681878421738,-0.0222575848128589,0.0175184641162116,-0.00538544776678353,0.0154047804083537,-0.00160214553379038,0.00753156792854216,-0.00140196130972592,0.0022768378234245,0.0121983937981386,-0.0135911289468834,0.0250797048732178,0.014048345560373,-0.0156950325073409,0.00372222482127427,-0.000378672753200898,-0.00532649241882018,0.00927465359025332,-0.00624124588262316,0.00261972699406104,0.00413528625591415,-0.0021531674146567,-0.00250071325052464,0.00644127086387315,0.000913182173854028,-0.00146647674887408,0.00149087287524611,0.00086872431067726,0.000480716779125396,0.000906436750668722,-0.000694905683174908,0.000778321677706982,0.000239233308881912,-0.000536740825535697,-0.000783671201143385,0.000308754303618608,0.000591452772840294,0.00113894950961588,-0.000118532614824994,0.00198135307573304,0.00214049863141355,-0.000383263724429118,0.000527676749879294,-0.00037111761039621,41,"Day041",41,2
"Day042",-0.295348127813026,-0.0343510859623574,0.138039115685072,-0.017677544222824,0.0460048974768959,0.0261058388823043,-0.0261533798532272,-0.0226334752272603,-0.00244459188443042,0.0269039902150852,0.0198172856462196,0.00992534044502328,0.0500610934812248,-0.00258992958452975,-0.0106824852773636,0.0193121764954475,0.0122886371747952,-0.00319652876535569,0.0131645935067045,-0.00269069583443348,0.00501779142890638,-0.0095892533007107,-0.00954100908159824,0.0117030190786723,0.0137879875786542,-0.0114408348090841,-0.00524364478768556,0.00150506688936204,0.00195894927597355,-0.00204889694570009,-0.00782548960411628,0.0053197229717665,0.00343428160159286,0.000465331507892862,0.00181708689574703,0.00517168337897975,0.00297431415822858,0.00497347494719634,0.00592112534864918,0.00539210863274222,0.00151881592462582,0.00203471083707533,0.0006361953186498,0.00420270398436511,-0.00297082549355109,-0.00245070890658638,0.00322196110630736,0.00151182128699341,-0.000116882451350768,0.00151088169864693,-3.28296927611624e-05,-0.000721254438201135,0.000588254359351801,0.00149172605340702,0.00114887885169503,-0.000585589542913397,0.000796647167077598,42,"Day042",42,2
"Day043",-0.258177512550198,-0.0735495418936653,0.106063378736921,0.0111118315056349,0.0806690924955591,0.0188482676092841,-0.00728184951309341,0.00835326572588608,-0.0303523591907115,0.00996684128116701,0.0344644098013591,-0.0172729955795787,-0.00663408975799528,0.00809976477776305,-0.0239219562146578,0.0193291817254981,0.00948120306478591,-0.0204545540074672,0.0298542135407689,0.00871215038451779,0.00130262703804188,3.31541631701008e-06,0.00792455412830509,-0.00973268832999349,-0.0189768746071574,-0.00143201977563387,0.0023010441484972,0.0116210539017527,0.00687259277855249,-0.00767433475787668,0.00220094747759165,-0.00414450594578165,0.000363769607558962,0.00371344784325031,-0.0005594221444732,-1.97558981696669e-05,-0.00172170748123528,-0.00592305340448961,-0.0105769161123062,-0.00183426179966878,-0.00167235747917507,-0.00105807155511642,-0.00537191135442408,-0.000705644816808329,0.00260616691501997,0.00065171832982105,-0.00155122300919368,0.00159081726300431,-5.71197963435987e-05,-0.00210477695316757,-0.000474139538868397,-0.0013652594565357,0.00136859524510959,-0.0012164659234124,-0.000771798515207983,0.00122914092985647,-0.000435419997462603,43,"Day043",43,2
"Day044",-0.286072036482187,-0.0860576758741008,0.161660796879919,-0.0150147633170216,0.0334694988019534,0.0430947679370512,-0.0349679217937509,-0.00341663740616786,-0.0187882136332783,0.024793432366995,0.0140548596778424,-0.0171009531486875,0.00943196291266288,-0.00932942111437213,0.00297372743347943,-0.0157370870962466,0.0098234558541922,-0.00915946068377211,-0.00837380975350572,0.00051731227666876,-0.00660684375985952,0.00151113229945007,0.0136716253981455,0.0047155481481343,0.00434058044666426,0.00708097767562946,0.0138796952799226,-0.0168151623994584,-0.00613481573980448,0.00660776472567528,0.00606124478445292,5.67251930902776e-05,0.00117613648563756,-0.00246616916956466,0.00254858102646015,-0.00492505746673959,-0.0026699754162143,0.00500514156999643,-0.00136394338847754,-0.0111709079436572,0.00686352223989107,-0.000202471373684108,0.00645178128399824,-0.00583770494787578,0.00167899535371531,-0.000834502233975269,-0.000805658537243721,-0.00265017847827782,-0.00273295635900343,-0.000691453101361029,-0.00269018325794022,0.000536626630689208,-0.00141011019305142,-0.00111920656639912,-0.000426843627251433,0.00131860849528852,-0.000341781908928384,44,"Day044",44,2
"Day045",-0.275402062515648,-0.119650482621814,0.155881155176189,-0.0194025495077234,0.0107809674528774,0.0415662378304211,-0.0425082678114761,0.0171431004515568,-0.0160461620125595,0.00300822991554755,-0.0111548139776555,-0.0121705855057852,-0.0111386437774022,-0.000457731613813674,0.0239118764107917,-0.00163982402919554,0.00342060951268404,0.0113383842328556,-0.00106031970320613,0.00224424587874378,0.0169309394705921,-0.0120984490942716,-0.0114240567479456,-0.00475486851854773,-0.00786317446559458,-0.00259010879134378,-0.00990773752810722,0.00025298374387535,0.00641787829804239,0.00174522114972335,-0.00113380670014685,0.00203300697048043,-0.0100502910344096,-0.000930990705984612,0.00405391233063311,0.00121303602660186,0.00594578358529773,-1.98180934422924e-05,0.00260733828658363,0.00368727231774852,-0.00752436982243219,-0.00102224313276642,-0.000629359231774138,0.000525802771915695,0.00122276724979446,-0.00133516596961893,-0.00585935109240518,0.00298697345585284,0.00467953098576921,0.00093902182435394,0.00552002088980265,-0.000974754146733574,-0.00238971277369706,-0.002935065680791,-0.000437093223017545,0.00195541346972568,9.26807530713309e-06,45,"Day045",45,2
"Day046",-0.253215071659656,-0.121843451170413,0.147037759194177,-0.0158701006858576,0.00708779889260106,0.0313738374973507,-0.0339737106513615,0.00876940885862143,-0.00421062616573788,0.00200198960763398,0.00157558503426051,0.00175672853860068,-0.0147858943003257,-0.00281597228014574,0.0150591629098384,0.00604790023256313,-0.00475025277174186,0.00605035832418952,-0.0170545435728254,-0.000617537688583392,0.00749799624454172,0.00221892296825115,-0.0154169155982054,-0.00997176393857999,-0.00843613495896713,-0.00630923359113567,0.00616297287306804,0.00925511156851293,0.00334241398605678,0.0044869549754832,0.0045687834393309,-0.00266198497373647,0.00292237624250743,0.00130788782118856,-0.00660204871502721,0.00128082219047722,-0.00872697769654172,-0.0123832303546475,0.00268042485642429,-0.00212326412348725,-0.00167847127149353,-0.00263920604162583,-0.00531140685662237,0.0024277825150324,-0.000705825458365386,0.00407147301574619,0.0062555851703769,-0.00402962598773678,-0.00302258275799259,9.36368130116536e-05,-0.00206909592456583,0.00257372609837904,0.00197355483885381,0.00410828844468482,-0.00119668786172027,-0.00442729236895689,-1.95139763995342e-05,46,"Day046",46,2
"Day047",-0.203329835852373,-0.15514129063738,0.12416976952959,0.0141382372613789,0.01854049073001,-0.00129167885582205,-0.0337206667751031,0.0504725686116937,0.0130247167591297,-0.0320815754257191,0.00730012820236795,0.00740270433187508,-0.00405119773769532,-0.0106897759391514,0.00997725260491461,0.0222511320888901,1.87868563719628e-05,0.0109393171333975,-0.0123222149410205,0.00682582957327844,-0.00445557117256493,0.0115641203738616,0.00192075984342255,-0.00630536383410547,0.0123911993279389,0.0023415651927374,0.00119088764782336,-0.00836573230304368,-0.000592896991215416,-0.00967799085393479,0.00625340069998152,-0.00107188249718861,0.00374654230088095,-0.0104728766631454,-0.00670324163514743,-0.00225127392524984,0.000399609727516092,0.00590507366394056,-0.00473156371556279,-0.00213634106750326,-0.000625264428952973,0.000999985302383015,0.00266930603791291,-0.00103769310095006,-0.00628496238452559,-3.16312094174513e-05,0.00223886862855323,-0.00104191256765138,-0.0011197582863059,0.00206285302336133,0.00125777693019469,-0.0030820207019539,0.000487050356412469,-0.000530211544100707,0.000446475159425358,-7.60914225236271e-06,7.56759949427919e-05,47,"Day047",47,2
"Day048",-0.224420965468204,-0.147220265931614,0.146758263208184,0.00893960742675915,-0.0160665934153003,0.0229367368352702,-0.0244999669942319,0.0230863239257656,0.0350019627504848,0.00856809398153404,-0.0103714222451075,0.0103869488030296,-0.0261796909224476,0.0102310496831518,0.0124516582907493,-0.00984770652634783,-0.0088043382357621,0.00783536341550902,0.01112657410717,0.00550513869061251,-0.00990529791558706,0.00343354778906198,0.0041126941869567,0.0192897931794018,-0.00277449977262738,0.0147579963376533,-0.000451782854465746,0.007302548652877,-0.00339080529859763,-0.00740659243026008,-0.0135482669855173,0.00375536269051255,0.0062900641938419,0.00762603450238114,0.00355514322899761,0.00703066239019931,0.00403299228758836,-0.00357573186961557,-0.00286318417758219,0.0016506684401224,0.00325907343647112,0.00168817949154579,-0.00160776437490982,-8.29112566094997e-05,-0.00277526934851946,-0.00108355552306371,-0.00112887110765614,-0.000172698211486498,0.00208671401459531,-0.00140002977708605,-0.00120539530764237,-0.000632088963177013,0.00197439072247003,0.000133714824416454,0.000658640264032262,-0.00118903443297569,0.000185765858881271,48,"Day048",48,2
"Day049",-0.164866255819267,-0.145273788994826,0.0886516062224188,0.0295803125054046,0.0555313298804626,-0.0230525676259136,-0.0188255119085338,0.0355204867403861,0.00940185773047963,-0.0205311249631483,-0.00442020079655723,0.016429528860531,0.0267386448738396,-0.00678659726401148,-0.0218896399140354,0.00336859743242885,0.000434851579820088,-0.00709650121815436,-0.0183332879012084,-0.0131075145019598,-0.00652397640942234,0.00467098594011311,0.0167142987894891,0.00360662951631169,-0.000638773788441621,-0.0128437258792508,-0.00518172300961977,0.00729261481096391,6.80133246930758e-05,0.010637769020211,-0.0092584609788532,0.003340389269632,-0.0115441732527899,-0.000441497273319755,0.00213126493144896,0.00126785545684475,0.00422328030256048,-0.00364056272173777,0.00531661494310524,0.00121231862311095,-7.87446503376938e-05,-0.000233991866424904,-0.0037124890143084,0.00330003991733972,0.00491919836312959,-0.00340045179480071,-0.00194046618855848,-0.000608505535088884,0.00286486064494259,0.000287235492232893,-0.000285011127549172,0.00249035814838499,0.0016906264802801,0.000420842195722428,0.000718291238266271,-0.000799818797516735,0.000241624948294948,49,"Day049",49,2
