Sample,Period,Clostridium_sensu_stricto_6,Propioniciclava,Streptococcus,Anaerolineae_SJA_15,Clostridium_sensu_stricto_12,Clostridium_sensu_stricto_3,Ornatilinea,Anaerolineae_SBR1031,uncultured_Ardenticatenales,Bacteroidetes_vadinHA17,Syntrophobacter,Smithella,Syntrophorhabdus,Syntrophomonadaceae,Syntrophomonas,Syntrophus,Methanosaeta,Methanolinea,Methanobacterium,Micrarchaeales,Candidatus_Methanofastidiosum,Methanomethylovorans,Methanospirillum,Methanomassiliicoccus
30,Stage1,40.83340369,0.131019669,18.05834749,1.514715447,2.185791791,7.007955467,1.255871607,1.108873942,1.297414498,0.766944521,1.84386237,0.17256256,0.217300949,0.17256256,0,0.054325187,4.879684463,0.616751256,0.367494214,0.508100782,0.159780063,0.073498883,0.022369195,0.047933989
31,Stage1,42.17399426,0.065648341,18.78804354,1.484661928,2.065397091,7.440984351,1.045323253,1.022598839,0.861002938,0.696882136,1.363465052,0.164120803,0.179270412,0.156545998,0.035349122,0.040398925,3.368263705,0.593359771,0.318141799,0.356015923,0.141396388,0.065648341,0.030299219,0.032824121
32,Stage1,49.67944213,0.252449734,11.85849218,1.155953896,1.82361682,6.264738452,1.043015826,0.860321974,0.737418806,0.744062204,1.318717453,0.176050454,0.156120159,0.149476761,0.029895392,0.023251994,2.806841962,0.398604795,0.262414831,0.259093132,0.11293807,0.056468985,0.013286797,0.023251994
33,Stage1,50.04412969,0.136452954,9.858727668,1.53910928,2.137094478,4.944413829,1.292289963,1.159850308,1.33242315,0.752498046,1.723722217,0.234779421,0.26688601,0.192639535,0.032106589,0.05819318,4.701607711,0.563871909,0.278925906,0.519725324,0.172572842,0.084279772,0.014046595,0.064213178
34,Stage1,55.41672228,0.250501029,10.73323246,1.290817051,1.924437325,4.426500618,1.090416228,1.02558072,1.052104323,0.592361269,1.567841783,0.150300618,0.206294924,0.17093012,0.026523603,0.017682402,3.424496501,0.477425456,0.318283637,0.300601235,0.117882814,0.067782608,0.023576603,0.061888507
35,Stage1,54.79677962,0.257646079,12.48219593,1.212452272,2.306690408,4.261769708,0.74868923,0.724440222,0.630475194,0.545603468,1.112424942,0.118214136,0.13033864,0.148525446,0.042435813,0.036373611,2.691644026,0.333424402,0.272801784,0.287957388,0.06668492,0.072747122,0.015155605,0.048498115
36,Stage1,39.91426707,0.859947183,14.56103433,1.905156197,2.795519468,5.9615628,1.542927631,1.493155849,1.19175956,1.039678816,1.656296889,0.129959852,0.204617624,0.21567802,0.116134357,0.077422871,4.067466999,0.467302428,0.536430102,0.21567802,0.071892673,0.141020248,0.038711486,0.038711486
37,Stage1,40.10892842,1.039152429,17.23580009,1.937003626,3.550192081,5.949368409,1.554312942,1.304092087,1.024433525,0.947895409,1.415955612,0.13541363,0.18251404,0.223726849,0.079481917,0.020606405,3.211658007,0.491610308,0.526935616,0.244333254,0.126582328,0.108919624,0.064763014,0.052987912
38,Stage1,44.19633969,1.038973578,19.69818777,1.304593575,4.372151491,5.615628944,1.0977391,1.024869873,0.726341264,0.74044497,0.944948844,0.11047914,0.162192759,0.119881544,0.079921029,0,2.595083445,0.291476806,0.331437321,0.209205076,0.086972932,0.091674133,0.063466723,0.023506209
39,Stage1,42.74978713,1.104453129,21.88825374,1.172469313,4.73522154,5.538460143,1.075303337,0.900404679,0.709311526,0.767611112,0.906882378,0.132793467,0.197570852,0.116599171,0,0.012955497,2.587853666,0.340080917,0.317408822,0.24291494,0.03886639,0.068016183,0.08097168,0.029149793
40,Stage1,29.05684052,1.855589274,19.72768486,1.90981097,6.383106466,9.015874287,1.662800787,1.400728905,1.045275129,1.02418883,1.62364059,0.156640689,0.234960984,0.228936284,0.081332694,0.021086199,3.08762819,0.491008167,0.500045166,0.186763887,0.108443493,0.090369594,0.075307995,0.051209397
41,Stage2,31.67156877,2.031507092,24.2559449,1.365970395,5.984844676,7.929109068,1.251308595,1.196470395,0.867440997,0.785183697,1.206440995,0.129617599,0.149558799,0.139588199,0.0673015,0.0249265,2.54997759,0.363926399,0.466124898,0.209382299,0.0822573,0.1021985,0.0822573,0.0623162
42,Stage2,32.94946599,1.958325368,27.77857482,1.0661044,6.182835162,6.923977202,0.920726473,0.758245343,0.632821319,0.592913611,1.077506503,0.122573523,0.148228428,0.091217517,0.05130981,0.034206606,2.628203794,0.42758198,0.256549148,0.171032832,0.085516416,0.034206606,0.05130981,0.05130981
43,Stage2,27.08091884,2.365335852,26.27409261,1.303111394,6.460414263,8.877990623,1.358254202,1.239261885,0.928720838,0.713954106,1.54399833,0.142210421,0.101578815,0.150917122,0.110285616,0.046436007,2.501741773,0.316345547,0.351172552,0.20025543,0.101578815,0.06675181,0.046436007,0.046436007
44,Stage2,29.48506015,2.945269485,31.05479168,0.880344306,6.566979897,7.521765095,1.000096993,0.880344306,0.676441028,0.65702163,0.948311999,0.122989287,0.113279588,0.116516188,0.074440892,0,1.948408992,0.174774181,0.236268875,0.19095708,0.080913991,0.045311795,0.042075295,0.022655898
45,Stage2,27.69590566,3.659238457,34.24515168,1.056793832,6.56362412,6.455788007,0.812365302,0.851905206,0.654205682,0.621854878,1.099928237,0.132997817,0.136592417,0.093457912,0.046729006,0,2.045291456,0.262401233,0.23723943,0.258806632,0.061107108,0.046729006,0.050323506,0.039539905
46,Stage2,27.10980733,4.659356977,33.14859894,1.057164991,6.535749606,6.080957796,1.027046397,0.903559821,0.719836057,0.680681765,1.108366781,0.117462777,0.132522074,0.087344083,0.04818989,0.027106795,2.310101343,0.259020449,0.283115444,0.234925553,0.066261087,0.069272886,0.04818989,0.021083096
47,Stage2,21.95096207,6.324560422,32.32822057,1.165323565,7.123343061,6.355681816,1.199902958,1.020090394,0.778035043,0.802240538,1.452332107,0.124485575,0.162522867,0.107195978,0.082990383,0.031121394,2.679898459,0.383830622,0.34579333,0.307756038,0.093364181,0.069158686,0,0.055326889
48,Stage2,24.86455974,6.12395438,33.41653877,1.216848775,7.42589746,5.301376029,0.930364558,0.80555955,0.717628744,0.694936943,1.276414779,0.119132007,0.107786107,0.107786107,0.102113206,0.025528302,1.903276218,0.272301817,0.263792416,0.226918214,0.096440206,0.053893103,0.059566004,0.031201202
49,Stage2,20.43755527,7.826780591,28.72473474,1.789670795,7.020217158,6.476738769,1.401966431,1.467737742,1.048878573,0.962337459,1.748130988,0.193852132,0.145389124,0.083079514,0.090002815,0,2.717391748,0.342702957,0.318471353,0.231930238,0.083079514,0.090002815,0.048463008,0.051924709
50,Stage2,23.73957456,8.357346644,30.64980186,1.549378319,7.006288776,4.437419508,1.413033052,1.100058629,0.802578003,0.89244188,1.496699432,0.130147768,0.136345266,0.052678887,0.034086292,0.037185091,2.550276673,0.291283128,0.291283128,0.148740363,0.102258975,0.049580088,0.024790094,0.061975085
51,Stage2,21.11029884,9.158126395,27.53538459,2.130307615,6.151781732,5.175695779,1.634943988,1.420205077,1.007808754,1.100536859,1.869204601,0.18545631,0.18789651,0.112249906,0.100048805,0.014641301,2.22059552,0.290385616,0.353831119,0.278184515,0.124451007,0.082967304,0.053684703,0.070766204
52,Stage2,23.93504305,9.720167733,29.56357698,1.893576809,5.237059349,4.555603681,1.510801727,1.238219441,0.83804546,0.971436853,1.644193021,0.124691894,0.156589792,0.101493395,0.113092595,0.0087,1.919675108,0.197187191,0.278381887,0.226185289,0.092793996,0.081194696,0.031897898,0.040597398
53,Stage2,22.18237557,11.24194791,25.14997052,2.424858369,4.957629254,5.179802087,1.552036336,1.532992933,0.980734549,1.171168478,1.913860691,0.171390526,0.212651232,0.136477621,0.158694924,0.053956308,1.977338701,0.253911839,0.342781052,0.282476943,0.123782019,0.044434607,0.034912905,0.072999711
54,Stage2,22.8567146,12.0653477,24.6942446,2.5629496,5.0869305,4.6552758,1.6936451,1.4538369,0.9202638,1.1211031,1.9574341,0.1558753,0.2278177,0.1019185,0.0899281,0.0689448,1.9694245,0.278777,0.3447242,0.2817746,0.0869305,0.0659472,0.0269784,0.0629496
55,Stage2,27.9503518,11.50375308,28.86545906,2.371679361,4.99350914,3.53060404,1.17475708,0.943605364,0.683955547,0.829612756,1.215921083,0.113992608,0.139324309,0.053829804,0.034831102,0.00633,1.725721317,0.269149218,0.189987713,0.208986414,0.088660906,0.063329204,0.031664602,0.072828605
56,Stage2,21.40138039,14.13171586,26.76435808,3.597776563,4.938520912,3.274380876,1.623715638,1.462017844,0.912918965,1.05103586,1.563078941,0.192016193,0.168435194,0.090954997,0.074111497,0,1.997641824,0.296445989,0.394138485,0.117904696,0.107798596,0.060636698,0.080848897,0.040424498
57,Stage2,23.00450383,13.51139376,24.01078028,3.762450684,5.433893066,3.510028872,1.487242573,1.272342762,0.791376739,0.941465446,1.64074238,0.177377509,0.160322008,0.040933302,0.095511005,0,2.340019215,0.392277319,0.313821815,0.20125531,0.139855407,0.057988803,0.037522202,0.064811003
58,Stage2,21.51761161,16.35162327,16.85297819,4.088752717,7.103657314,4.332655076,1.55826534,1.385501169,0.77913267,1.151761308,1.744579609,0.199864467,0.091463385,0.077913287,0.091463385,0,2.659213656,0.426829229,0.294715351,0.267615155,0.132113778,0.050812992,0.033875294,0.023712696
59,Stage2,20.32820985,18.6068954,11.69273493,4.768940249,7.88721697,4.21978954,1.775908353,1.624972223,0.963422292,1.229969045,1.881884874,0.170204634,0.125244925,0.089919418,0.09955362,0,2.697582337,0.462442692,0.311506562,0.311506562,0.157358931,0.089919418,0.05138251,0.067439513
60,Stage2,18.68147258,20.45144713,8.624147427,5.198852491,9.733068712,4.304907765,1.675026575,1.623073885,0.87782143,1.142959278,1.581869993,0.191687563,0.121820076,0.080616284,0.125403076,0.010748798,3.50770262,0.587602886,0.318882038,0.229308456,0.123611576,0.041203892,0.082407684,0.059118589
