"cooperation","competition","exploitation","commensalism","amensalism","neutral","interaction_complexity"
0.00454508562616671,0.00324648973297622,0.00422043665286909,0.0883045207369532,0.0564889213537862,0.843194545897249,0.586652338701045
0.00357113870627384,0.000973946919892866,0.00308416524632741,0.0639558477396315,0.048048048048048,0.880366853339826,0.478583779871966
0.00568135703270838,0.0014609203798393,0.00211021832643454,0.0767794821848876,0.0430159889619349,0.870952033114195,0.504667861105904
0.00909017125233341,0.0014609203798393,0.00568135703270838,0.0967453940426913,0.0615209804398994,0.825501176852528,0.637453774666561
0.00535670805941076,0.00129859589319049,0.00405811216622027,0.0985309633958283,0.0545410275140005,0.83621459297135,0.595548541087895
0.00486973459946433,0.00178556935313692,0.00519438357276195,0.124015907799692,0.0608716824933041,0.803262722181641,0.669769075152906
0.00633065497930363,0.00129859589319049,0.00551903254605957,0.11882152422693,0.0597354110867624,0.808294781267754,0.662833580632268
0.00762925087249412,0.000973946919892866,0.00665530395260125,0.10648486324162,0.055839623407191,0.822417011606201,0.637711657544258
0.00519438357276195,0.00162324486648811,0.00681762843925006,0.112166220274328,0.0576251927603279,0.816573330086844,0.647072033343349
0.0110380650921191,0.0014609203798393,0.00551903254605957,0.121094067040013,0.0660660660660661,0.794821848875903,0.705657524816254
0.00357113870627384,0.000973946919892866,0.00340881421962503,0.0956091226361497,0.0441522603684766,0.852284717149582,0.544668959667829
0.00876552227903579,0.000811622433244055,0.00551903254605957,0.125314503692882,0.0597354110867624,0.799853907962016,0.683215906167667
0.00486973459946433,0.00129859589319049,0.00568135703270838,0.135540946351757,0.0496712929145362,0.802938073208343,0.66016944475933
0.00957714471227985,0.000973946919892866,0.00259719178638098,0.132943754565376,0.0451262072883694,0.808781754727701,0.646450198468175
0.00779157535914293,0.00275951627302979,0.00649297946595244,0.121743364986608,0.0649297946595244,0.796282769255742,0.702105400848141
0.00568135703270838,0.00243486729973216,0.00551903254605957,0.134891648405162,0.067851635419203,0.783621459297135,0.716571225413157
0.00357113870627384,0.00162324486648811,0.00389578767957146,0.101777453128804,0.0534047561074588,0.835727619511403,0.591162566172226
0.00649297946595244,0.00519438357276195,0.00795389984579174,0.145929713497281,0.0835971106241376,0.750831912994075,0.801974686662225
0.00909017125233341,0.00373346319292265,0.0074669263858453,0.109893677461245,0.0579498417336255,0.811865919974028,0.677100517967849
0.00795389984579174,0.00357113870627384,0.00519438357276195,0.128560993425858,0.0610340069799529,0.793685577469361,0.703686122357307
0.00973946919892866,0.00243486729973216,0.00470741011281552,0.13651489327165,0.0577875172469767,0.788815842869897,0.708707958691604
0.00844087330573817,0.0014609203798393,0.0043827611395179,0.152260368476585,0.0676893109325542,0.765765765765766,0.746860239434291
0.0058436815193572,0.00194789383978573,0.00535670805941076,0.139761383004626,0.0511322132943755,0.795958120282445,0.678922856163713
0.00324648973297622,0.00194789383978573,0.00470741011281552,0.101615128642156,0.0358737115493872,0.85260936612288,0.5436649363672
0.00324648973297622,0.00227254281308335,0.00633065497930363,0.0809999188377567,0.0368476584692801,0.8703027351676,0.510591423741502
0.00324648973297622,0.0014609203798393,0.00503205908611314,0.113627140654168,0.0374969564158753,0.839136433731028,0.572180684470399
0.00665530395260125,0.00227254281308335,0.00422043665286909,0.117035954873793,0.0366853339826313,0.833130427725022,0.594701490979615
0.00779157535914293,0.00178556935313692,0.00551903254605957,0.136839542244948,0.0542163785407029,0.79384790195601,0.691286784399463
0.00876552227903579,0.00178556935313692,0.00795389984579174,0.145767389010632,0.059248437626816,0.776479181884587,0.735856173319707
0.00762925087249412,0.00178556935313692,0.00973946919892866,0.161512864215567,0.0647674701728756,0.754565376186998,0.777833193748274
0.00779157535914293,0.00194789383978573,0.00779157535914293,0.135378621865108,0.056651245840435,0.790439087736385,0.707044101276822
0.00827854881908936,0.00227254281308335,0.00957714471227985,0.162324486648811,0.0607093580066553,0.756837919000081,0.774116979557509
0.00681762843925006,0.00194789383978573,0.00762925087249412,0.151286421556692,0.0517815112409707,0.780537294050808,0.715786364180048
0.00633065497930363,0.00243486729973216,0.0074669263858453,0.144144144144144,0.0415550685820956,0.798068338608879,0.674655863153665
0.00600600600600601,0.00259719178638098,0.00941482022563104,0.154370586803019,0.0534047561074588,0.774206639071504,0.733133499485184
0.00665530395260125,0.00227254281308335,0.00730460189919649,0.131320509698888,0.0340881421962503,0.818358899439981,0.628940865966423
0.00649297946595244,0.00227254281308335,0.00795389984579174,0.144631117604091,0.0482103725346969,0.790439087736385,0.696709620272516
0.00697995292589887,0.00357113870627384,0.00876552227903579,0.141546952357763,0.0457755052349647,0.793360928496064,0.697856603673126
0.00633065497930363,0.00259719178638098,0.00568135703270838,0.141222303384466,0.0516191867543219,0.79254930606282,0.690577410743179
0.00665530395260125,0.00308416524632741,0.00925249573898223,0.133593052511971,0.0486973459946433,0.798717636555474,0.690114680851681
0.00714227741254768,0.00259719178638098,0.00925249573898223,0.134404674945215,0.0514568622676731,0.795146497849201,0.698765660042526
0.00779157535914293,0.00324648973297622,0.00730460189919649,0.149176203230257,0.0646051456862268,0.7678759840922,0.755988784977156
0.00779157535914293,0.00373346319292265,0.00811622433244055,0.167843519194871,0.0629819008197387,0.749533317100885,0.787555299416434
0.00779157535914293,0.0029218407596786,0.00990179368557747,0.132132132132132,0.0499959418878338,0.797256716175635,0.698422537223207
0.00616833049265482,0.00259719178638098,0.00860319779238698,0.141222303384466,0.0516191867543219,0.78978978978979,0.70356673404929
0.0089278467656846,0.0029218407596786,0.00844087330573817,0.142845548250954,0.0579498417336255,0.778914049184319,0.73712252884634
0.0126613099586073,0.00340881421962503,0.0124989854719584,0.167031896761627,0.0753185618050483,0.729080431783134,0.853518305975296
0.00697995292589887,0.00243486729973216,0.00973946919892866,0.119633146660174,0.0597354110867624,0.801477152828504,0.694125465391452
0.00633065497930363,0.00324648973297622,0.00762925087249412,0.130184238292346,0.0624949273597922,0.790114438763087,0.712680615099885
0.00551903254605957,0.00194789383978573,0.00551903254605957,0.127587046505965,0.0568135703270838,0.802613424235046,0.671666497869001
0.00795389984579174,0.00162324486648811,0.00681762843925006,0.118496875253632,0.0563265968671374,0.808781754727701,0.669295883359418
