,UASB_004,UASB_005,UASB_006,UASB_007,UASB_008,UASB_009,UASB_010,UASB_011,UASB_012,UASB_013,UASB_014,UASB_015,UASB_016,UASB_017,UASB_018,UASB_019,UASB_020,UASB_021,UASB_022,UASB_023,UASB_024,UASB_025,UASB_026,UASB_027,UASB_028,UASB_029,UASB_030,UASB_031,UASB_032,UASB_033,UASB_034,UASB_035,UASB_036,UASB_037,UASB_038,UASB_039,UASB_040,UASB_041,UASB_042,UASB_043,UASB_044,UASB_045,UASB_046,UASB_047,UASB_048,UASB_049,UASB_050,UASB_051,UASB_052,UASB_053,UASB_054,UASB_055,UASB_056,UASB_057,UASB_058,UASB_059,UASB_060,UASB_061,UASB_062,UASB_063,UASB_064,UASB_065,UASB_066,UASB_067,UASB_068,UASB_069,UASB_070,UASB_071,UASB_072,UASB_073,UASB_074,UASB_075,UASB_076,UASB_077,UASB_078,UASB_079,UASB_080,UASB_081,UASB_082,UASB_083,UASB_084,UASB_085,UASB_086,UASB_087,UASB_088,UASB_089,UASB_090,UASB_091,UASB_092,UASB_093,UASB_094,UASB_095,UASB_096,UASB_097,UASB_098,UASB_099,UASB_100,UASB_101,UASB_102,UASB_103,UASB_104,UASB_105,UASB_106,UASB_107,UASB_108,UASB_109,UASB_110,UASB_111
d__Archaea;p__Euryarchaeota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae,0.190366773,0.186291353,0.201342326,0.147398699,0.155181213,0.088452401,0.126523289,0.105485183,0.108156804,0.129677669,0.091388815,0.0745205,0.091251609,0.158864304,0.195370309,0.167328971,0.186480202,0.209229262,0.23304738,0.183631338,0.150611116,0.114489288,0.066475317,0.075168288,0.035569896,0.072541517,0.038717797,0.159780074,0.141396375,0.112938076,0.172572854,0.117882814,0.066684918,0.07189268,0.126582328,0.086972923,0.038866391,0.108443486,0.082257299,0.085516413,0.10157881,0.080913991,0.061107102,0.066261086,0.093364189,0.096440207,0.08307951,0.10225898,0.124451006,0.092793996,0.123782019,0.086930498,0.088660901,0.107798597,0.139855406,0.132113777,0.157358922,0.123611591,0.134898246,0.098675793,0.08387463,0.106177315,0.098121711,0.092221601,0.095448421,0.108952199,0.066506202,0.0604191,0.113398206,0.122802561,0.140893513,0.140818578,0.124177323,0.174869574,0.128522274,0.113385785,0.104740626,0.145213819,0.172170059,0.122642485,0.149380483,0.131630898,0.130034623,0.151226609,0.117396979,0.140353201,0.110337011,0.133773802,0.153087792,0.117309313,0.0990038,0.111931914,0.128450397,0.154815979,0.090683994,0.116359815,0.107443958,0.065622906,0.083903899,0.062053979,0.098376808,0.093324213,0.115709813,0.123965778,0.089003718,0.053095519,0.069691488,0.062974489
d__Bacteria;p__Desulfobacterota;c__uncultured;o__uncultured;f__uncultured,0.087629188,0.032527109,0.034899305,0.0267998,0,0.0274507,0.013318199,0.010208198,0.003,0,0.011792102,0,0.014718001,0.00676,0.053282802,0.026892195,0.0259,0.069743087,0.045314796,0.022600792,0.014481802,0.007269999,0.015108004,0.009799998,0,0,0,0.028760395,0.017674509,0.009969998,0.012039997,0,0,0.024885893,0.038269108,0.016454304,0,0.009039999,0.0149559,0.008550001,0.017413502,0,0.035945401,0,0.010373799,0.00284,0,0.021691296,0.024402101,0.020298699,0,0.041966399,0.0158323,0,0.030700001,0.023712696,0.022479803,0.014331799,0.020234707,0.025464698,0.013654005,0.00272,0,0,0.007490002,0.0121058,0.0126678,0.0254396,0,0.032316416,0.037800704,0.015646498,0.009310002,0.028614996,0.035343593,0,0.027232507,0.023234203,0.027670209,0.013626898,0.017574198,0.0263262,0.006840001,0.025204401,0,0,0.012609901,0,0.021432299,0,0.00619,0.012436902,0,0,0.020927099,0.005630001,0.022039812,0.015624502,0,0,0.024594202,0.027997304,0.017801502,0.014414597,0.014355403,0.010619104,0.014671897,0.003499999
d__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae,0.13899798,0.13897924,0.187919525,0.170848499,0.142513312,0.176904802,0.153159786,0.210970467,0.228331109,0.25318014,0.226998037,0.213841401,0.09713881,0.138583704,0.162808607,0.259957554,0.170940202,0.360339334,0.524356655,0.262734012,0.240398525,0.243516774,0.114821029,0.081704687,0.032336297,0.091465321,0.083548993,0.172562572,0.191895102,0.179372162,0.22474614,0.197453723,0.190961253,0.331812409,0.303208767,0.199802553,0.116599174,0.310268961,0.206889698,0.142527321,0.261202727,0.19095708,0.140186905,0.135533971,0.190186377,0.209899314,0.17308222,0.086765183,0.21229871,0.214586091,0.295172546,0.191846495,0.088660901,0.165066496,0.136444306,0.169376671,0.189473027,0.206019285,0.192229966,0.162337689,0.120935543,0.182407226,0.094617311,0.089041501,0.117906926,0.145269699,0.117177603,0.181257399,0.134016008,0.168045583,0.202749119,0.178370272,0.065193112,0.13353678,0.125309275,0.176377977,0.123593931,0.206203527,0.126053043,0.174424878,0.140593384,0.136896098,0.140300425,0.131623208,0.072976487,0.137089101,0.141861914,0.101012901,0.094914395,0.114222213,0.0897222,0.189040624,0.106586498,0.152051378,0.090683994,0.112606314,0.121218865,0.10312181,0.198013198,0.157720546,0.184456516,0.161762023,0.192849721,0.164326671,0.143554428,0.180524665,0.16872677,0.171430571
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae,0.021151897,0,0,0,0.025335702,0.0274507,0.029965997,0.040832994,0.051074102,0.049400988,0.053064509,0.0421203,0.026492403,0.033800901,0.035521902,0.041832293,0.04144,0.040683493,0.064735394,0.025425891,0.046341905,0.025442097,0,0.035950094,0,0,0,0,0,0.003319999,0.008029998,0.008840001,0,0.013825496,0.020606405,0,0,0.021086197,0.0224338,0,0,0.009709999,0,0,0,0.022691802,0.041539705,0.061975088,0.051244502,0.075395097,0.060304109,0.062949598,0.0474969,0.050530599,0.037522202,0.074525687,0.048171107,0.051952696,0.053959318,0.041380197,0.019505707,0.054449908,0.059573907,0.047700801,0.063632314,0.0544761,0.034836601,0.0604191,0.065289904,0.048474724,0.089347108,0.040680894,0.037253207,0.034973895,0.05140889,0.028346496,0.018853305,0.055181207,0.052265918,0.073585491,0.061509593,0.071080699,0.065017312,0.089615805,0.063457789,0.091392801,0.10087951,0.106473001,0.146964292,0.16978982,0.2072892,0.246250331,0.240502895,0.226694816,0.254612684,0.31154404,0.292027257,0.278116328,0.265136298,0.281828404,0.35354163,0.388850956,0.397567144,0.475682416,0.551249009,0.560157401,0.671239281,0.647237792
d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae,0.009069999,0,0.016107402,0,0,0,0.019977398,0,0.036052301,0.018525396,0.020636203,0.0162001,0.023548802,0,0.032561701,0.032868194,0.02849,0.040683493,0.032367697,0.019775693,0.028963703,0.043614995,0.03928091,0.042486393,0.035569896,0.015769904,0.034642297,0.057520891,0.030299216,0,0.03611989,0.041259005,0,0,0.026494006,0.023506206,0.042105291,0.042172495,0.0548382,0.025654904,0.037729304,0.09709679,0.057512602,0.114450876,0.114111786,0.241100616,0.321933037,0.347060732,0.470961422,0.487168279,0.539562684,0.542565885,0.582628805,0.532255287,0.770910132,1.128048606,1.57037822,1.420637696,1.416431084,1.244588613,1.016248665,0.884811324,0.669330078,0.763213111,0.741129065,0.938199892,0.82657712,0.785448495,0.71475214,0.827301308,0.835051579,0.898109759,0.887868067,1.081012141,1.03460439,1.266141533,1.424471953,1.231412761,1.152924193,1.182818952,1.183327862,1.079373387,1.1087159,0.929763654,0.761493663,0.913927605,0.948898296,0.876354811,0.835859257,0.941561508,0.965286799,1.02479923,1.033069077,0.975893501,1.105646731,0.959030223,1.016585448,0.91247159,0.886024993,0.79118803,0.787014368,0.861693623,0.747663683,0.723613873,0.778065054,0.700860352,0.740930769,0.650736391
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20,0,0,0,0.0167499,0,0,0,0.006809999,0.0120174,0,0,0,0.014718001,0.020280501,0.050322702,0.050796291,0.069930101,0.063931188,0.129470789,0.056501981,0.046341905,0.009089999,0,0,0,0.012615903,0,0,0.030299216,0,0.060199884,0.032417804,0.033342409,0.016590595,0.023550205,0.016454304,0,0.027110897,0,0.017103303,0,0.012946199,0.017972701,0,0.017289698,0.014182401,0,0,0.046364102,0,0.047608507,0.047961599,0.0284981,0.033686999,0.047755502,0.081300786,0.044959706,0.071658895,0,0.028647798,0.042912615,0.035392405,0,0.0318005,0.028073106,0.0544761,0.022168701,0.0572392,0.051544603,0.132497465,0.099656409,0.06571539,0.117968522,0.044512293,0.061048088,0.069291291,0.060749515,0.037755605,0.039968014,0.059958593,0.017574198,0.081611199,0.034219606,0.075613304,0.05393909,0.0391683,0.078812108,0.051871501,0.061235097,0.046306305,0.0587835,0.089545611,0.092921598,0.110582857,0.069756896,0.058179907,0.077139242,0.059373106,0.063766899,0.056882781,0.064559806,0.043551306,0.065272207,0.046126792,0.063163913,0.021238208,0.05501959,0.083965986
d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae,0.033238695,0.014785004,0,0,0,0,0,0.010208198,0,0,0,0.0129601,0.008830001,0,0,0,0,0.011623898,0.009709999,0,0.005790001,0,0,0,0,0.006310001,0,0.012782398,0,0,0,0.005890001,0,0.019355695,0.005890001,0.007050002,0,0,0,0,0,0.019419398,0,0.006019999,0.013831698,0.00567,0,0,0.014641301,0.0115992,0.015869502,0.006,0.0189988,0.0101061,0.057988802,0.064363089,0.138090519,0.13794339,0.134898246,0.14005599,0.200909072,0.255914636,0.25932163,0.324365605,0.383665286,0.450941196,0.468710411,0.578751596,0.584172433,0.491210142,0.41580764,0.438102331,0.431516281,0.391072043,0.44340191,0.425196844,0.544651035,0.377555849,0.458095256,0.395181451,0.34562546,0.297485796,0.27717895,0.305253718,0.310943244,0.339458802,0.233283924,0.333069404,0.296990285,0.34575374,0.3960151,0.31838424,0.420879991,0.44786043,0.526664567,0.46543936,0.495895367,0.565607356,0.520204096,0.659323375,0.69786036,0.715485702,0.72096138,0.830282054,0.792420457,0.873420714,0.858305948,0.881642753
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae,1.453435494,1.120705321,0.877852415,0.884392496,0.820243267,0.649667506,0.612638945,0.541037115,0.411596816,0.555761268,0.445152072,0.576723702,0.470976147,0.986986627,0.944289942,0.980069728,0.91686091,0.822387349,0.644117145,0.762776244,0.648786467,0.819597613,0.942740839,0.957578752,0.556184245,0.782186484,0.68265644,0.524078815,0.479737654,0.152798467,0.40935899,0.453848953,0.412233713,0.387114494,0.385634485,0.399605205,0.382186116,0.400638549,0.421257297,0.359168853,0.272811728,0.245978574,0.337886411,0.265044244,0.245513271,0.212735814,0.186928821,0.120851476,0.195217209,0.115992495,0.215825134,0.161870495,0.098160301,0.077480198,0.071633203,0.345528441,0.253701136,0.54281616,0.519358078,0.42335117,0.401818044,0.381149453,0.308382436,0.403866906,0.387408386,0.460020596,0.40537121,0.467453197,0.501701028,0.34578607,0.402061938,0.325447449,0.353905467,0.34338035,0.298814339,0.418897545,0.393824598,0.374651549,0.319744309,0.406083049,0.421780251,0.418586295,0.39010377,0.481684828,0.469587715,0.463491903,0.362535937,0.379480705,0.309237284,0.321057037,0.4022028,0.375593948,0.478272789,0.420214716,0.502249669,0.416643253,0.48212046,0.518733851,0.634313295,0.488674933,0.448844139,0.48839677,0.436137148,0.386311832,0.364628272,0.658384036,0.542860204,0.762690973
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__vadinBE97,0.048347093,0.008870003,0.048322106,0.0535995,0.031669603,0.036601,0.016647799,0.006809999,0.015021801,0.018525396,0.047168408,0.230041501,0.247262525,0.300828108,0.148007807,0.05677229,0.04403,0.037777493,0.055025095,0.067802377,0.043445505,0.032711197,0.060432115,0.026145496,0,0.028385807,0.044831196,0.067107689,0.090897648,0.066434086,0.108359771,0.150300617,0.100027328,0.07189268,0.023550205,0.021155606,0,0.024098597,0.0174485,0,0.026120303,0,0,0,0,0,0,0,0,0,0,0.014988,0,0,0,0,0,0.00537,0.006740002,0.022281598,0,0,0,0,0,0.0151323,0.025335701,0.0317995,0.027490502,0.051706325,0.041237104,0.031292995,0.031044306,0.092203986,0.041769792,0.037795295,0.035611809,0.020329903,0.024595708,0.035430096,0.029290297,0.0315914,0.020531804,0.030805402,0.031728894,0.0718086,0.034677304,0.076442201,0.039802798,0.08952551,0.0742528,0.054722307,0.0218639,0.060820531,0.045341997,0.009380001,0.038569621,0.046873505,0.0134246,0.012927896,0.033817003,0.055994508,0.068239108,0.103785282,0.114843523,0.114155341,0.102703282,0.136444677
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__GIF9;f__AB-539-J10,0.099715986,0.082796124,0.085906011,0.0669994,0.066506205,0.070151901,0.073250293,0.044235693,0.072104603,0.077189082,0.053064509,0.0486003,0.070646407,0.077742102,0.071043803,0.086652485,0.134680101,0.075554986,0.103576591,0.070627476,0.078201908,0.070874292,0,0.06209559,0.019401798,0.034693708,0.022415598,0.047933992,0.040398921,0,0.062206483,0.050100206,0.045466913,0.063597383,0.058875513,0.030558008,0.022672095,0.060246392,0.0224338,0.051309808,0.049338305,0.048548395,0.064701702,0.039154292,0.055326893,0.036874203,0.072694508,0.043382591,0.043923902,0.046396998,0.072999711,0.041966399,0.0443305,0.057267999,0.078455503,0.054200491,0.07065101,0.062701495,0.070821524,0.066844895,0.079973529,0.059894908,0.063078207,0.038160701,0.058017713,0.0363174,0.063339202,0.0604191,0.058417203,0.042011421,0.034364303,0.087620486,0.090028617,0.060409491,0.04819589,0.069291291,0.067034017,0.069702609,0.070712724,0.068134691,0.067367692,0.076345899,0.078705114,0.058810403,0.066630688,0.0359043,0.069354707,0.054601501,0.027555799,0.043219205,0.0309387,0.047260206,0,0,0.031390598,0.020644503,0.041324622,0.049998405,0.0234931,0.038783687,0.049188404,0,0.041536905,0.040360893,0.04880851,0.031857311,0,0
d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosaetaceae,9.557622343,8.359455891,5.906041074,5.309704879,4.082214635,3.464893635,2.956648837,2.705185373,2.286315291,2.420649026,1.942749613,1.603810306,3.50288505,3.833023603,4.366230692,4.762899962,6.824656875,6.863883437,8.334681292,4.887418158,4.411168859,3.461936533,2.405197811,2.183148862,1.034761398,1.740995809,1.310292685,4.879684809,3.368263382,2.806842099,4.70160804,3.424496497,2.69164394,4.067467386,3.211658007,2.595083183,2.587853728,3.087628008,2.54997758,2.628203689,2.501741655,1.948408993,2.04529127,2.310101308,2.679898681,1.903276229,2.717391613,2.550276798,2.220595502,1.919675117,1.977338708,1.969424445,1.725721214,1.99764185,2.340019196,2.659213643,2.697582178,3.507703044,3.095913659,3.211738975,3.157978034,2.608151565,2.919120039,3.590281854,3.518491585,3.507656872,3.382315781,3.300791777,3.367582089,5.183559955,4.292096608,4.991237216,5.119211162,4.549789531,4.906338404,4.718109577,3.617739797,3.766845293,3.713953166,3.924560709,4.179724811,3.914703153,3.3329917,4.231545045,4.150140453,3.773215423,3.820813086,4.015943752,4.271148878,4.352792801,3.576511396,3.524613048,3.681333619,3.593941944,3.411112089,3.160483105,3.220564836,3.084278905,2.637937979,2.96307689,2.238071992,2.280221826,2.029372725,2.170841718,2.446167584,2.306998828,2.127425023,2.361543206
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae,0.018130197,0,0.026845604,0.0502496,0.069673206,0.073202001,0.129852788,0.098679684,0.090130704,0.120414971,0.103180917,0.139320901,0.10008241,0.098022603,0.097685204,0.089640484,0.059570101,0.084272884,0.080919193,0.079102673,0.089787409,0.099950889,0.087626522,0.098045585,0.090541591,0.075695518,0.057057895,0.06391209,0.065648335,0.066434086,0.040133189,0.035364804,0,0.047006787,0.032381507,0.044661712,0.051821889,0.08133269,0.0398823,0.014252702,0.029022503,0,0,0,0.031121396,0.025528302,0,0,0.036603202,0,0.031739005,0.020983199,0,0.0101061,0,0,0,0,0,0,0,0,0,0.00954,0,0,0,0,0,0.035548118,0.027491403,0,0,0.057230092,0.04819589,0.037795295,0.029327407,0.034851305,0.039968014,0.024528497,0.023432197,0.0394893,0.037641607,0.067211804,0.034901794,0.0359043,0.069354707,0.054601501,0.094914395,0.095699711,0.1299425,0.087058211,0.136649397,0.088466245,0.087196095,0.099468913,0.068874337,0.049998405,0.080547699,0.049126083,0.064559806,0.096435014,0.077139909,0.066307288,0.089003718,0.061059822,0.110039181,0.076968787
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae,0.081585788,0.062097118,0.099328913,0.1239489,0.180516815,0.237906402,0.352933269,0.421940833,0.330479213,0.324194023,0.259426342,0.311042001,0.344401334,0.422511411,0.420342218,0.475094816,0.512820506,0.48820171,0.417543265,0.358787379,0.379424239,0.417976556,0.543888938,0.57846911,0.475343553,0.826342194,0.923114419,0.891573056,0.881202366,0.710845248,0.652165025,0.501002058,0.639568576,1.354900729,1.413011811,1.44563058,1.596760747,2.397806695,2.280771682,1.946923088,2.138960018,2.178204769,2.192667175,2.409492887,2.216535536,1.735924118,1.401966361,1.202317663,1.178623754,0.994635257,0.987082354,0.959232573,0.731452506,0.889337978,0.72997683,0.775745167,0.908828327,1.130419117,1.187104106,1.044053927,1.174245022,1.317688284,1.314129652,1.179800318,1.280132085,1.20452759,1.361793833,1.147963192,1.398577478,1.105222845,1.109965705,1.217298609,1.282131141,1.182754526,1.208109555,1.307086427,1.225464804,1.367913779,1.31894525,1.329990034,1.274127751,1.329472184,1.242172524,1.352638178,1.319922362,1.390475608,1.399703841,1.335007817,1.135911241,1.284228248,1.339644799,1.290948564,1.320032771,1.277231655,1.321893118,1.203010454,1.154334222,1.146839314,1.063901191,1.251421673,1.491023228,1.462079509,1.370716652,1.424164449,1.452770888,1.494637937,1.536881228,1.43441886
d__Bacteria;p__Planctomycetota;c__vadinHA49;o__vadinHA49;f__vadinHA49,0.021151897,0.014785004,0.034899305,0.0200998,0.034836603,0.0274507,0.029965997,0,0,0.021612895,0.020636203,0.0194401,0,0,0.011840601,0.032868194,0.080290101,0.084272884,0.100339891,0.056501981,0.063720107,0.067239693,0.048345712,0.026145496,0.016168098,0.053617613,0.042793396,0.070303289,0.047973725,0.009969998,0.096319774,0.070729708,0.054560315,0,0.020606405,0.042311111,0.012955497,0.018073898,0.0199412,0,0.014511301,0,0,0.027106794,0.024205497,0.028364802,0,0.018592496,0.00488,0,0.019043403,0,0,0,0,0.013550098,0.012845602,0,0,0.057295596,0.039011414,0.024502503,0,0.050880901,0.072990016,0.093819999,0.053838401,0.0635991,0.054980903,0.064632932,0.058419206,0.078232588,0.077610815,0.038153394,0.067474186,0.081889789,0.077508019,0.055181207,0.021521207,0.019077698,0.049793494,0.044754499,0.051329409,0.061610804,0.104705381,0.0718086,0.037829804,0.046411301,0.033679298,0.049393406,0.0185632,0.037310605,0.030062899,0.03870402,0.010463499,0.007510001,0.008260004,0.040623704,0.0234931,0.015513495,0.024594202,0,0.008900001,0.025946295,0.020097604,0,0,0.045481592
d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales;f__Caldatribacteriaceae,0.181301674,0.109409231,0.093959712,0.0837493,0.079174106,0.057951601,0.059932095,0.06124949,0.081117603,0.058663686,0.044220407,0.0518403,0.073590007,0.087882402,0.088804704,0.095616583,0.121730101,0.11042658,0.142417888,0.073452575,0.09558011,0.063605093,0.030216008,0.035950094,0.012934499,0.047309711,0.00408,0.041542793,0.045448824,0.063112386,0.058193184,0.055994306,0.048498113,0.066362482,0.09125702,0.035259309,0.058299587,0.048197094,0.0548382,0.045608707,0.069654107,0.048548395,0.050323502,0.060237287,0.076074591,0.053893104,0.065771308,0.061975088,0.085407504,0.052196598,0.088869114,0.068944798,0.063329201,0.043793199,0.081866603,0.074525687,0.093130813,0.071658895,0.074194025,0.057295596,0.093627534,0.125234818,0.08410431,0.098581701,0.076733017,0.069608399,0.057005301,0.0476993,0.082471405,0.096949348,0.079037808,0.103266984,0.111759621,0.095383386,0.106030878,0.116535385,0.094266523,0.095841113,0.079936127,0.100839387,0.079083791,0.094774299,0.088971016,0.103618206,0.092013783,0.084864701,0.107184511,0.095552701,0.125531993,0.080264309,0.0525958,0.072133909,0.051926799,0.080172541,0.062781196,0.071317309,0.079894243,0.081247508,0.083903899,0.090495369,0.058411205,0.099545814,0.077139909,0.083604785,0.091874818,0.08229803,0.051351591,0.048980192
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae,0.030216996,0.029570108,0,0.0100499,0.012667801,0.0122003,0.023306898,0.040832994,0.033047901,0.055576087,0.044220407,0.0745205,0.082420808,0.070981902,0.130246906,0.119520679,0.121730101,0.130768276,0.097103092,0.115828961,0.101372911,0.101768189,0.199425951,0.225504865,0.339531066,0.397401193,0.45646276,0.274821755,0.277742847,0.405248213,0.325079213,0.309442436,0.409202613,0.555785848,0.518104314,0.566499149,0.644534258,0.575353127,0.388852897,0.381973157,0.188646419,0.258924773,0.258806609,0.219866253,0.231681572,0.306339521,0.384242644,0.393542122,0.356271416,0.246483989,0.206303432,0.176858495,0.158323001,0.090954998,0.170555307,0.17615177,0.166993223,0.281261179,0.239444282,0.159154589,0.208711375,0.204187229,0.150686917,0.241684204,0.353720679,0.308697998,0.243856106,0.251216298,0.268032015,0.30377475,0.230240522,0.228439064,0.189370436,0.168510675,0.212061757,0.157480279,0.184343446,0.124883816,0.122978542,0.117191785,0.08201279,0.105304699,0.095814917,0.131623208,0.114224079,0.124033001,0.126099413,0.199295603,0.162272992,0.194486522,0.1856321,0.15421732,0.199508096,0.149286777,0.16392869,0.163279121,0.085404246,0.10312181,0.0402739,0.126693557,0.101451109,0.06843781,0.062305307,0.077838986,0.109101322,0.119464843,0.077027486,0.062974489
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC_AAA011-D5,0,0,0,0,0,0,0,0,0,0,0.017688203,0.0550804,0.088308009,0.145343904,0.174649208,0.17031697,0.176120202,0.174357768,0.155364887,0.279684606,0.269362228,0.152652284,0.214533954,0.114386582,0.074373493,0.116697227,0.099851191,0.092672485,0.090897648,0.059790687,0.162539556,0.106094512,0.127307435,0.085718177,0.073594316,0.079921021,0.042105291,0.045184794,0.064808799,0.031356005,0.058045006,0.048548395,0.028756301,0.024094895,0.024205497,0.025528302,0.027693203,0.040283792,0.034163002,0.031897899,0.025391204,0.050959199,0,0.020212199,0.020466601,0.010162598,0.032114104,0.016123299,0,0.031830898,0.021456308,0.010890002,0.010513001,0.057241001,0.035559208,0.0393439,0.031669601,0.0286196,0.027490502,0.054938027,0.054982805,0.037551594,0.055879811,0.050871193,0.04819589,0.031496096,0.04189621,0.031947004,0.064563722,0.040880795,0.038077396,0.047387099,0.047907509,0.033605902,0.063457789,0.0620165,0.056744706,0.051871501,0.052049797,0.064828807,0.0525958,0.042285405,0.040994799,0.052526827,0.048829797,0.039412205,0.024794813,0.056248206,0.0503423,0.077567474,0.064559806,0.037329705,0.035603004,0.043243892,0.060292912,0.042476415,0.05868759,0.062974489
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4,0.256844064,0.230646466,0.198657726,0.1105491,0.136179411,0.152504102,0.10987549,0.132707179,0.141204706,0.098801977,0.103180917,0.1198808,0.123631212,0.165624504,0.189450008,0.233065359,0.238280203,0.267348551,0.333387272,0.231658022,0.205642121,0.172642482,0.102734626,0.120922881,0.126111588,0.107235225,0.097813491,0.201322967,0.164120787,0.159441966,0.254846032,0.17387722,0.115182932,0.121664567,0.100088322,0.072869219,0.080971682,0.093381888,0.109676499,0.082665812,0.110285611,0.09709679,0.104241604,0.105415278,0.145233183,0.093603706,0.117695914,0.130147774,0.185456309,0.110192795,0.139651522,0.122901697,0.142490701,0.141485596,0.184199808,0.182926769,0.240855534,0.284844079,0.323755711,0.257830382,0.276981399,0.272249638,0.297869435,0.311645405,0.439811398,0.354094797,0.39587031,0.403854097,0.391739122,0.400724098,0.402061938,0.44749023,0.409785277,0.41014874,0.398419119,0.384251949,0.431531207,0.342704545,0.359712323,0.275264366,0.354412559,0.321179396,0.417479475,0.428475425,0.39026553,0.391683302,0.438195544,0.401321405,0.496004374,0.456888853,0.4609863,0.477576361,0.481005689,0.492093552,0.422029174,0.397875551,0.465590651,0.487484848,0.526916396,0.395594065,0.405804235,0.516394074,0.459872451,0.504511711,0.513924902,0.504407081,0.597879794,0.486302919
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_vadinHA17,1.172417834,0.987639982,0.896644417,0.757093597,0.753737062,0.768620808,0.792435129,0.857492765,0.877272035,0.744102624,0.701630413,0.712804603,0.815377482,0.770660821,0.893967239,1.015925921,1.025641011,1.063582304,1.265576892,0.856004412,0.802293983,0.825049413,0.507629729,0.70919659,0.371867363,0.498328517,0.364762668,0.766944576,0.696882069,0.744062241,0.752498098,0.592361269,0.54560345,1.039678915,0.947895409,0.740444895,0.76761113,1.02418877,0.785183694,0.592913588,0.713954073,0.65702163,0.621854821,0.680681755,0.802240605,0.694936947,0.962337411,0.892441924,1.100536851,0.971436858,1.171168483,1.121103069,0.829612707,1.051035874,0.941465439,1.151761302,1.229968972,1.142959417,1.085930471,0.977209032,1.082568089,1.034548645,1.145921033,1.173440218,1.130408952,1.131892691,1.190777829,1.198842492,1.116800163,1.467167223,1.316151325,1.358117187,1.294548843,1.437110289,1.362336223,1.307086427,1.569013989,1.408573585,1.361987764,1.321813835,1.320992245,1.279452385,1.341409441,1.305029776,1.259637473,1.315402908,1.065540308,1.272216017,1.325740131,1.30583785,1.262298099,1.176529249,1.254441072,1.133473981,1.077744033,1.223654957,1.157089124,1.062466905,1.134380491,1.116971419,1.057550491,1.101225857,1.014686313,0.870643047,1.013494301,1.064564482,1.166415794,1.133540711
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,13.51906498,20.50092256,27.95436606,34.93350296,41.4998767,43.66192934,37.95697872,32.65958374,34.60718178,37.1279398,36.69998531,38.06700375,31.29930843,28.29136466,23.13954282,16.07254627,13.23491335,11.51051748,9.389868102,11.23258653,12.63685471,11.23993561,9.892735513,11.08569018,12.79870523,16.40699306,18.83724084,18.05834877,18.78804174,11.85849276,9.858728358,10.73323245,12.48219553,14.56103571,17.23580009,19.69818578,21.88825426,19.72768369,24.25594481,27.77857371,26.27409138,31.05479171,34.24514856,33.14859844,32.32822325,33.41653897,28.7247333,30.64980336,27.53538437,29.56357713,25.14997062,24.69424391,28.86545733,26.76435843,24.01078008,16.8529781,11.69273424,8.62414847,6.559424843,4.847847861,3.942108415,2.708883879,2.400476878,1.790370827,1.631981164,1.21360689,1.029262725,0.658250395,0.53262773,0.310237953,0.226804122,0.156465075,0.127281824,0.130357381,0.157439768,0.125984283,0.108930227,0.113266715,0.095308433,0.065409392,0.046864495,0.071080699,0.05475141,0.039206902,0.047593391,0.0391683,0.028372403,0.079172201,0.073482096,0.067915908,0.0495019,0.057209707,0.051926799,0.07740794,0.045341997,0.07882441,0.071629339,0.062498006,0.063766899,0.056882781,0.095302508,0.152429522,0.118676813,0.118199879,0.129199026,0.119464843,0.102703282,0.423328529
